SA, Death rates (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971           0             0.014898        0.017595        0.016280
  1971         1-4             0.000556        0.000955        0.000760
  1971         5-9             0.000340        0.000340        0.000340
  1971        10-14            0.000084        0.000245        0.000166
  1971        15-19            0.000756        0.001618        0.001190
  1971        20-24            0.000716        0.001460        0.001089
  1971        25-29            0.000642        0.001134        0.000891
  1971        30-34            0.001017        0.001465        0.001244
  1971        35-39            0.001082        0.002129        0.001614
  1971        40-44            0.001850        0.002773        0.002328
  1971        45-49            0.002710        0.004907        0.003824
  1971        50-54            0.004705        0.007978        0.006345
  1971        55-59            0.006524        0.015404        0.010958
  1971        60-64            0.010438        0.021999        0.015989
  1971        65-69            0.019452        0.037248        0.027808
  1971        70-74            0.033904        0.062982        0.046045
  1971        75-79            0.054095        0.091342        0.067936
  1971        80-84            0.089782        0.136549        0.106636
  1971        85-89            0.154253        0.224876        0.176563
  1971        90-94            0.252396        0.281695        0.260518
  1971        95-99            0.377085        0.487391        0.400792
  1971       100-104           1.042949        1.201602        1.064837
  1971       105-109           4.166667              .        4.166667
  1971       110+                    .              .              .
  1972           0             0.014536        0.018431        0.016533
  1972         1-4             0.000643        0.000965        0.000807
  1972         5-9             0.000275        0.000348        0.000313
  1972        10-14            0.000301        0.000437        0.000370
  1972        15-19            0.000473        0.001349        0.000916
  1972        20-24            0.000396        0.001357        0.000878
  1972        25-29            0.000570        0.001008        0.000791
  1972        30-34            0.000745        0.001204        0.000978
  1972        35-39            0.001046        0.001691        0.001373
  1972        40-44            0.001644        0.003247        0.002471
  1972        45-49            0.002973        0.005536        0.004282
  1972        50-54            0.004095        0.009051        0.006580
  1972        55-59            0.007870        0.015084        0.011463
  1972        60-64            0.010365        0.024172        0.016982
  1972        65-69            0.017171        0.039324        0.027538
  1972        70-74            0.029522        0.056733        0.041101
  1972        75-79            0.053183        0.095208        0.068532
  1972        80-84            0.090647        0.133110        0.105622
  1972        85-89            0.142643        0.211534        0.164306
  1972        90-94            0.241156        0.299481        0.257025
  1972        95-99            0.319730        0.441103        0.345215
  1972       100-104           0.572861        2.709970        0.729344
  1972       105-109                 .              .              .
  1972       110+                    .              .              .
  1973           0             0.010164        0.016344        0.013343
  1973         1-4             0.000644        0.001007        0.000830
  1973         5-9             0.000222        0.000264        0.000244
  1973        10-14            0.000202        0.000242        0.000222
  1973        15-19            0.000485        0.001586        0.001044
  1973        20-24            0.000353        0.001340        0.000849
  1973        25-29            0.000480        0.001148        0.000817
  1973        30-34            0.000454        0.001112        0.000788
