NT, Exposure to risk (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971           0              1312.34         1388.16         2700.49
  1971         1-4              4816.34         4979.66         9796.01
  1971         5-9              4943.48         5192.72        10136.20
  1971        10-14             3716.03         3929.64         7645.67
  1971        15-19             3105.93         3356.64         6462.57
  1971        20-24             4829.95         5867.20        10697.15
  1971        25-29             4447.88         6206.31        10654.19
  1971        30-34             3116.49         4713.48         7829.97
  1971        35-39             2318.08         3445.86         5763.94
  1971        40-44             1895.94         2992.66         4888.60
  1971        45-49             1557.57         2391.51         3949.08
  1971        50-54             1205.89         1723.27         2929.15
  1971        55-59              772.53         1140.56         1913.09
  1971        60-64              554.12          713.01         1267.13
  1971        65-69              333.38          479.65          813.03
  1971        70-74              241.64          304.19          545.84
  1971        75-79              117.35          155.22          272.58
  1971        80-84               88.88           99.01          187.90
  1971        85-89               50.84           33.53           84.36
  1971        90-94                9.03           10.56           19.58
  1971        95-99                4.49              .              .
  1971       100-104               0.00              .              .
  1971       105-109               0.00              .              .
  1971       110+                  0.00              .              .
  1972           0              1382.93         1457.97         2840.90
  1972         1-4              5040.91         5293.79        10334.69
  1972         5-9              5242.50         5540.66        10783.16
  1972        10-14             4099.00         4312.52         8411.52
  1972        15-19             3450.98         3649.53         7100.51
  1972        20-24             5010.06         5869.69        10879.75
  1972        25-29             5128.60         6676.15        11804.74
  1972        30-34             3445.00         5096.56         8541.56
  1972        35-39             2512.57         3668.06         6180.64
  1972        40-44             1981.16         3026.09         5007.25
  1972        45-49             1662.52         2501.05         4163.58
  1972        50-54             1296.51         1912.55         3209.06
  1972        55-59              871.59         1214.07         2085.66
  1972        60-64              623.87          789.52         1413.39
  1972        65-69              362.94          510.47          873.41
  1972        70-74              234.94          308.92          543.86
  1972        75-79              120.46          142.93          263.38
  1972        80-84              102.82          105.05          207.87
  1972        85-89               51.73           35.08           86.81
  1972        90-94                9.32           11.30           20.62
  1972        95-99                5.25              .              .
  1972       100-104               0.00              .              .
  1972       105-109               0.00              .              .
  1972       110+                  0.00              .              .
  1973           0              1345.93         1452.96         2798.90
  1973         1-4              5295.26         5602.28        10897.54
  1973         5-9              5488.58         5824.59        11313.17
  1973        10-14             4383.00         4578.51         8961.51
  1973        15-19             3776.55         3905.48         7682.02
  1973        20-24             5230.07         6097.26        11327.33
  1973        25-29             5717.80         7014.81        12732.60
  1973        30-34             3840.89         5409.07         9249.96
  1973        35-39             2680.08         3910.62         6590.70
  1973        40-44             2060.16         3050.49         5110.65
  1973        45-49             1755.60         2572.02         4327.62
  1973        50-54             1347.38         2028.76         3376.14
  1973        55-59              953.60         1272.80         2226.40
  1973        60-64              686.14          849.56         1535.70
  1973        65-69              395.96          530.47          926.43
  1973        70-74              220.97          321.95          542.92
  1973        75-79              116.45          134.44          250.90
  1973        80-84              113.00          113.28          226.28
