QLD, Deaths (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971           0               338.00          420.00          758.00
  1971         1-4                64.00           72.00          136.00
  1971         5-9                18.00           46.00           64.00
  1971        10-14               15.00           53.00           68.00
  1971        15-19               61.00          161.00          222.00
  1971        20-24               63.00          162.00          225.00
  1971        25-29               57.00          110.00          167.00
  1971        30-34               60.00          106.00          166.00
  1971        35-39               69.00          138.00          207.00
  1971        40-44              137.00          226.00          363.00
  1971        45-49              210.00          332.00          542.00
  1971        50-54              285.00          502.00          787.00
  1971        55-59              379.00          749.00         1128.00
  1971        60-64              479.00          976.00         1455.00
  1971        65-69              574.00         1072.00         1646.00
  1971        70-74              772.00         1198.00         1970.00
  1971        75-79             1027.00         1148.00         2175.00
  1971        80-84             1041.00         1019.00         2060.00
  1971        85-89              797.00          546.00         1343.00
  1971        90-94              357.00          183.00          540.00
  1971        95-99               87.00           22.00          109.00
  1971       100-104              18.35            1.00           19.35
  1971       105-109               0.65            0.00            0.65
  1971       110+                  0.00            0.00            0.00
  1972           0               299.00          395.00          694.00
  1972         1-4                64.00           80.00          144.00
  1972         5-9                35.00           35.00           70.00
  1972        10-14               30.00           48.00           78.00
  1972        15-19               52.00          162.00          214.00
  1972        20-24               59.00          170.00          229.00
  1972        25-29               47.00          102.00          149.00
  1972        30-34               55.00          102.00          157.00
  1972        35-39               69.00          133.00          202.00
  1972        40-44              128.00          211.00          339.00
  1972        45-49              213.00          333.00          546.00
  1972        50-54              270.00          542.00          812.00
  1972        55-59              385.00          748.00         1133.00
  1972        60-64              482.00         1034.00         1516.00
  1972        65-69              610.00         1189.00         1799.00
  1972        70-74              851.00         1261.00         2112.00
  1972        75-79             1032.00         1151.00         2183.00
  1972        80-84             1081.00          973.00         2054.00
  1972        85-89              793.00          549.00         1342.00
  1972        90-94              352.00          192.00          544.00
  1972        95-99               84.00           27.00          111.00
  1972       100-104              13.72            4.00           17.72
  1972       105-109               0.29            0.00            0.29
  1972       110+                  0.00            0.00            0.00
  1973           0               285.04          373.00          658.04
  1973         1-4                75.00           85.00          160.00
  1973         5-9                31.00           41.00           72.00
  1973        10-14               13.00           56.00           69.00
  1973        15-19               64.02          182.00          246.02
  1973        20-24               53.02          192.00          245.02
  1973        25-29               40.01          121.00          161.01
  1973        30-34               60.01          110.00          170.01
  1973        35-39               84.00          139.00          223.00
  1973        40-44              118.01          210.00          328.01
  1973        45-49              240.03          370.00          610.03
  1973        50-54              272.04          517.00          789.04
  1973        55-59              388.07          733.00         1121.07
  1973        60-64              473.07         1045.00         1518.07
  1973        65-69              590.09         1184.00         1774.09
  1973        70-74              859.13         1254.00         2113.13
  1973        75-79             1033.14         1178.00         2211.14
  1973        80-84             1125.17          956.00         2081.17
  1973        85-89              806.10          575.00         1381.10
  1973        90-94              345.06          173.00          518.06
  1973        95-99               95.00           38.00          133.00
  1973       100-104              15.68            5.01           20.69
  1973       105-109               0.32            0.00            0.32
