gender,age,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
F,0,297412.61280967,296054.573912024,297216.208788543,299675.413344415,301291.121125856,298644.305197161,297581.094005936,299435.451990777,294830.301098153,290483.722262145
F,1,295221.223961432,298082.609082998,297073.031721511,298535.468690281,300731.556569532,302296.038908795,300006.358400255,298599.878317577,300423.834551238,295752.584901269
F,2,299015.210548642,295653.592293927,299291.848520009,298368.629225252,299087.592728092,302299.705158411,303952.815016559,301183.868920552,299482.890237912,301074.979232119
F,3,307837.88436612,301575.537686971,296279.808382388,298596.550885106,301008.962083733,301177.632526618,302499.375719633,304399.92053883,303074.113594685,300604.007155869
F,4,307377.668024835,306810.900894266,301730.092301502,299896.499943021,299619.122323495,300720.368830074,302800.078863707,304786.970643717,304822.893137695,302968.384133961
F,5,300845.239012528,307716.580924909,309186.786742957,302991.272766306,299157.402897843,301128.354632587,303383.281232275,303608.945740994,305060.486882308,306278.366573838
F,6,295283.666149374,303217.810204147,308729.723946763,307777.395762575,304674.148827246,302357.153280774,301767.781897523,303040.843722913,305466.948846176,306711.454367418
F,7,292545.733834072,296707.895651822,302914.870076983,309991.807397646,310790.064608218,305222.307924122,301746.673317537,303382.811628361,305179.998042267,305415.656156307
F,8,293107.666557319,292367.753507877,297356.930913578,305648.763762925,310427.070749812,309940.95253074,307166.232442046,304570.006227323,303451.192452443,304647.856814572
F,9,297691.807418905,292940.912325768,294341.963513645,298592.690926022,305302.096370463,312261.340435289,313028.033844159,307391.477199928,303702.160790446,304883.803748183
F,10,306231.231172284,299828.947963933,295025.319897418,294248.47006434,299656.892509222,307972.115638644,312740.56427016,312104.764347262,309143.823934501,306163.54957873
F,11,313243.405179485,308642.55210822,299889.036041662,295112.756679757,296264.704317172,300873.11203508,307777.69861244,314511.898060398,314953.354934923,309076.39740866
F,12,312779.094542285,313479.852208343,308476.727002475,302059.51587596,297064.592730432,296547.144542956,302141.08775318,310290.147094219,314696.006193594,313706.926912669
F,13,308892.731069042,313359.330194521,315443.351064591,310821.90411865,302240.996827122,297480.598976869,298711.029378579,303166.811150959,309765.666264517,316064.873195354
F,14,308376.940583091,309968.811330697,314964.561970165,315676.766417822,310829.878319561,304510.877766305,299603.083945635,298844.64285901,304176.854900485,311962.665686872
F,15,313973.883557686,309061.279417577,311148.669435863,315721.483017909,317808.634792914,313478.179240846,304981.761513568,299875.751809602,300871.077398629,305004.528781818
F,16,326513.161557562,316452.605499144,310985.794711164,312693.202284513,317716.694610297,318645.117647988,313811.533603263,307137.181624861,302022.398256287,300878.497202372
F,17,341855.567036159,329314.862533288,316985.652448107,312113.853887929,314341.656492555,319001.647110765,321115.233247067,316468.935317655,307701.015335729,302118.392312029
F,18,353958.802385605,341789.035625247,329610.710759457,319687.462234164,314415.9698612,316216.262408241,321328.26260103,321943.15061855,316721.72838835,309567.48971061
F,19,362587.987013338,353682.194398308,344947.933328495,332673.131042605,320475.829063741,315734.905400279,318081.748336993,322410.125679333,324106.870102342,319028.166042459
