gender,age,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
F,0,1934803.38566953,1918973.8438956,1921569.92262122,1930407.21371965,1946459.2417567,1937287.29840682,1896723.61175466,1871106.55112722,1841258.4742801,1826824.63540941
F,1,1940924.3930435,1943221.50293535,1926901.16737544,1930270.18309419,1940183.87369662,1955950.26504056,1946683.22638366,1904641.29335674,1879043.52807718,1847652.73145857
F,2,1945447.57498855,1942258.24515058,1954408.523341,1938165.80611288,1935512.39613497,1949829.44835872,1966571.38628598,1954714.06206826,1910587.57080576,1882282.52163338
F,3,2006797.45525317,1966985.03533334,1942519.30601033,1951991.89983476,1954468.63739216,1947085.1588837,1953356.21033935,1970187.74596484,1963578.91392602,1922025.20857293
F,4,2017419.59960901,1997487.48706744,1971525.44783868,1962471.93478873,1956469.07131171,1954752.1854296,1957135.78165132,1966346.96364468,1975481.21427852,1959574.88884243
F,5,1997960.74334812,2017868.71862911,2013706.96889482,1977857.445035,1959866.17249064,1966806.82822269,1968524.74323198,1960806.45208162,1965971.31673394,1981352.14294587
F,6,1994090.12432912,2017046.36512096,2022300.46911141,2006158.98156601,1989524.18516652,1976576.52285455,1969105.56217722,1967273.52371662,1969453.65816976,1977902.78181177
F,7,1996030.11363686,2002852.82216592,2011487.19562974,2030157.28913732,2023468.80021102,1991579.72680698,1974634.11218934,1979597.86683105,1978247.56264023,1968219.36367379
F,8,1986000.24901802,1988457.17057229,2007553.25858573,2030119.57332361,2032349.27802852,2019031.2218243,2003400.24196608,1989041.95152674,1978211.30990556,1973641.62872931
F,9,1984816.59121876,1985933.58328289,2005496.30933484,2014522.39863812,2025624.14098059,2042639.00987991,2035587.96434206,2003174.56673963,1984051.21874187,1987275.32572016
F,10,2014895.23744278,2003097.87607256,1996006.82598516,1999778.64459356,2021309.93373635,2043128.93859536,2044781.63711759,2030283.92624255,2012749.46992435,1997109.12036288
F,11,2044246.11103607,2026715.56557306,1997010.18920429,1997645.54985622,2017085.41393682,2027970.89346802,2038891.16027451,2054285.78144692,2045024.84782419,2010531.1718853
F,12,2033164.56273701,2038715.1270648,2026812.26723633,2014942.84683457,2007902.39782111,2012937.62306293,2034333.04065238,2055155.0635491,2054454.32593676,2037142.23810781
F,13,2008914.44376849,2035680.31194786,2055270.99512158,2038639.73213068,2010084.75395153,2010534.802997,2029948.11463819,2040088.43264532,2048587.1528833,2061530.38176575
F,14,2013055.72566587,2022205.89643013,2044543.38888205,2050809.10831063,2040032.63080411,2028722.07210505,2021827.99124156,2025307.84649156,2044268.62634118,2063313.63549067
F,15,2039104.66259226,2018072.97931792,2021287.29166296,2048768.11052499,2069418.5580292,2054421.33022225,2025483.25269715,2023685.59116352,2040986.20355748,2049149.62763589
F,16,2066743.62910935,2043047.70810494,2027437.44942026,2037925.7625073,2061557.04748379,2068799.97315993,2057002.73229344,2043647.44393693,2034874.83876417,2035353.23061375
F,17,2099027.10596712,2082311.58811222,2056848.74646605,2037215.87530498,2041761.33663928,2069574.37073951,2089440.01835227,2072287.88489659,2040811.76435863,2035387.94055336
F,18,2146159.6721806,2112187.74416894,2088154.95413802,2065730.61707951,2051672.923172,2062831.79044364,2085997.35501306,2089999.53522224,2074820.89563311,2058286.19045059
F,19,2200394.96718501,2148337.30330738,2123236.60291464,2108041.25386768,2084275.38382569,2065166.19600074,2068864.77485851,2092820.12285928,2109276.45050607,2089324.62053074
F,20,2243623.50254236,2215450.69715495,2171962.84825251,2138854.18131145,2116050.42801018,2093497.61632433,2078154.32331745,2085581.22525938,2105239.28746444,2105984.6973324
F,21,2244504.81760098,2271311.24231432,2227254.80346757,2174778.2539866,2150710.69575268,2135349.86187306,2109887.29732207,2086779.90712467,2086430.71478438,2106831.1034945
F,22,2178352.86724566,2251378.25104224,2271776.36037891,2243838.18789115,2201977.17785505,2168901.96361405,2143665.36815899,2116573.36710277,2097140.85797417,2101121.13584908
F,23,2100930.15005188,2183091.27566606,2274740.12403493,2303697.75676441,2261342.34814932,2208521.89660558,2181747.31108138,2161840.56208528,2132415.88055332,2105426.42891211
F,24,2084868.9888449,2128933.32477086,2210641.27459303,2285524.56585989,2307434.03223686,2279357.03502616,2235323.00464137,2197375.8951719,2167584.73008963,2136294.6338392
F,25,2107491.73498642,2106262.12088647,2133215.55717899,2215940.45928441,2310208.60804284,2340130.73178197,2295602.84923233,2236792.37837455,2204905.92393105,2181351.32079909
