label,value,year,Pop
Shift,0.705425056261504,2004 - 2009,Slovakia
Shift,1.29473571507298,2009 - 2014,Slovakia
infant mortlaiy initial,0.459602447312665,1959 - 1964,Russia
infant mortlaiy initial,0.135963913140423,1964 - 1969,Russia
infant mortlaiy initial,0.0807667953975436,1969 - 1974,Russia
infant mortlaiy initial,-0.0187958669416739,1974 - 1979,Russia
infant mortlaiy initial,0.0584183352537204,1979 - 1984,Russia
infant mortlaiy initial,0.102769533127509,1984 - 1989,Russia
infant mortlaiy initial,-0.0322005732950841,1989 - 1994,Russia
infant mortlaiy initial,0.0457098850367741,1994 - 1999,Russia
infant mortlaiy initial,0.112665388702159,1999 - 2004,Russia
infant mortlaiy initial,0.0593105775484616,2004 - 2009,Russia
infant mortlaiy initial,0.00658073762276697,2009 - 2014,Russia
infant mortality decrease,0.248594503104031,1959 - 1964,Russia
infant mortality decrease,0.00179023591740689,1964 - 1969,Russia
infant mortality decrease,-0.00211058431593536,1969 - 1974,Russia
infant mortality decrease,-0.0330152100625858,1974 - 1979,Russia
infant mortality decrease,-0.0253202482179567,1979 - 1984,Russia
infant mortality decrease,0.0759263296034389,1984 - 1989,Russia
infant mortality decrease,0.030012751861816,1989 - 1994,Russia
infant mortality decrease,0.000876248010319226,1994 - 1999,Russia
infant mortality decrease,0.0622322703460028,1999 - 2004,Russia
infant mortality decrease,0.0598109052925104,2004 - 2009,Russia
infant mortality decrease,0.0346410243482782,2009 - 2014,Russia
Background,0.696729054622691,1959 - 1964,Russia
Background,0.325484235340933,1964 - 1969,Russia
Background,0.039281278685876,1969 - 1974,Russia
Background,0.0230272838375089,1974 - 1979,Russia
Background,0.0883925930982372,1979 - 1984,Russia
Background,0.0796084643142313,1984 - 1989,Russia
Background,-0.211153989505314,1989 - 1994,Russia
Background,-0.321215429394099,1994 - 1999,Russia
Background,0.0743667731326076,1999 - 2004,Russia
Background,-0.194823314355365,2004 - 2009,Russia
Background,-0.0399086249896603,2009 - 2014,Russia
Compression,0.0286817677885267,1959 - 1964,Russia
Compression,0.0812425907122605,1964 - 1969,Russia
Compression,-0.0242092655872455,1969 - 1974,Russia
Compression,-0.0353270371100331,1974 - 1979,Russia
Compression,0.0403557704393232,1979 - 1984,Russia
Compression,0.167521636538907,1984 - 1989,Russia
Compression,-0.507111091625478,1989 - 1994,Russia
Compression,0.390634593821692,1994 - 1999,Russia
Compression,-0.396063810963768,1999 - 2004,Russia
Compression,0.357553182474237,2004 - 2009,Russia
Compression,0.186241618148718,2009 - 2014,Russia
Shift,0.59702809558231,1959 - 1964,Russia
Shift,-1.00882274969378,1964 - 1969,Russia
Shift,0.26436603883707,1969 - 1974,Russia
Shift,-0.715689126192611,1974 - 1979,Russia
Shift,-0.324801927605213,1979 - 1984,Russia
Shift,0.991713811888739,1984 - 1989,Russia
Shift,-2.57111296111986,1989 - 1994,Russia
Shift,1.10407799702921,1994 - 1999,Russia
Shift,-0.180121834541935,1999 - 2004,Russia
Shift,1.89026434559713,2004 - 2009,Russia
Shift,1.43671438978214,2009 - 2014,Russia
