"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"29 years"	"29"	"Male"	"M"	"2016"	"2016"	778	323396	240.6
	"29 years"	"29"	"Male"	"M"	"2017"	"2017"	853	341422	249.8
	"29 years"	"29"	"Male"	"M"	"2018"	"2018"	901	366403	245.9
	"29 years"	"29"	"Male"	"M"	"2019"	"2019"	964	394524	244.3
	"29 years"	"29"	"Male"	"M"	"2020 "	"2020"	1281	406253	315.3
	"30 years"	"30"	"Female"	"F"	"2001"	"2001"	324	304224	106.5
	"30 years"	"30"	"Female"	"F"	"2002"	"2002"	337	290709	115.9
	"30 years"	"30"	"Female"	"F"	"2003"	"2003"	318	280995	113.2
	"30 years"	"30"	"Female"	"F"	"2004"	"2004"	263	271444	96.9
	"30 years"	"30"	"Female"	"F"	"2005"	"2005"	290	280998	103.2
	"30 years"	"30"	"Female"	"F"	"2006"	"2006"	291	276299	105.3
	"30 years"	"30"	"Female"	"F"	"2007"	"2007"	302	287557	105.0
	"30 years"	"30"	"Female"	"F"	"2008"	"2008"	270	292502	92.3
	"30 years"	"30"	"Female"	"F"	"2009"	"2009"	299	309449	96.6
	"30 years"	"30"	"Female"	"F"	"2010"	"2010"	301	324339	92.8
	"30 years"	"30"	"Female"	"F"	"2011"	"2011"	303	314812	96.2
	"30 years"	"30"	"Female"	"F"	"2012"	"2012"	298	317667	93.8
	"30 years"	"30"	"Female"	"F"	"2013"	"2013"	272	317521	85.7
	"30 years"	"30"	"Female"	"F"	"2014"	"2014"	270	315115	85.7
	"30 years"	"30"	"Female"	"F"	"2015"	"2015"	309	329731	93.7
	"30 years"	"30"	"Female"	"F"	"2016"	"2016"	323	330691	97.7
	"30 years"	"30"	"Female"	"F"	"2017"	"2017"	335	338066	99.1
	"30 years"	"30"	"Female"	"F"	"2018"	"2018"	369	351864	104.9
	"30 years"	"30"	"Female"	"F"	"2019"	"2019"	397	374713	105.9
	"30 years"	"30"	"Female"	"F"	"2020 "	"2020"	573	399153	143.6
	"30 years"	"30"	"Male"	"M"	"2001"	"2001"	717	270741	264.8
	"30 years"	"30"	"Male"	"M"	"2002"	"2002"	676	259995	260.0
	"30 years"	"30"	"Male"	"M"	"2003"	"2003"	626	250578	249.8
	"30 years"	"30"	"Male"	"M"	"2004"	"2004"	592	241593	245.0
	"30 years"	"30"	"Male"	"M"	"2005"	"2005"	666	250375	266.0
	"30 years"	"30"	"Male"	"M"	"2006"	"2006"	648	246804	262.6
	"30 years"	"30"	"Male"	"M"	"2007"	"2007"	677	257948	262.5
	"30 years"	"30"	"Male"	"M"	"2008"	"2008"	644	266273	241.9
	"30 years"	"30"	"Male"	"M"	"2009"	"2009"	631	281396	224.2
	"30 years"	"30"	"Male"	"M"	"2010"	"2010"	687	298243	230.3
	"30 years"	"30"	"Male"	"M"	"2011"	"2011"	641	286577	223.7
	"30 years"	"30"	"Male"	"M"	"2012"	"2012"	628	291051	215.8
	"30 years"	"30"	"Male"	"M"	"2013"	"2013"	660	293923	224.5
	"30 years"	"30"	"Male"	"M"	"2014"	"2014"	627	294089	213.2
	"30 years"	"30"	"Male"	"M"	"2015"	"2015"	710	312066	227.5
	"30 years"	"30"	"Male"	"M"	"2016"	"2016"	766	315885	242.5
	"30 years"	"30"	"Male"	"M"	"2017"	"2017"	802	325676	246.3
	"30 years"	"30"	"Male"	"M"	"2018"	"2018"	909	342347	265.5
	"30 years"	"30"	"Male"	"M"	"2019"	"2019"	960	366917	261.6
	"30 years"	"30"	"Male"	"M"	"2020 "	"2020"	1359	395790	343.4
	"31 years"	"31"	"Female"	"F"	"2001"	"2001"	344	304223	113.1
	"31 years"	"31"	"Female"	"F"	"2002"	"2002"	364	303984	119.7
	"31 years"	"31"	"Female"	"F"	"2003"	"2003"	329	289854	113.5
	"31 years"	"31"	"Female"	"F"	"2004"	"2004"	304	280092	108.5
	"31 years"	"31"	"Female"	"F"	"2005"	"2005"	309	270102	114.4
	"31 years"	"31"	"Female"	"F"	"2006"	"2006"	329	279240	117.8
	"31 years"	"31"	"Female"	"F"	"2007"	"2007"	307	273944	112.1
	"31 years"	"31"	"Female"	"F"	"2008"	"2008"	311	284651	109.3
	"31 years"	"31"	"Female"	"F"	"2009"	"2009"	276	288986	95.5
	"31 years"	"31"	"Female"	"F"	"2010"	"2010"	316	300847	105.0
	"31 years"	"31"	"Female"	"F"	"2011"	"2011"	358	326956	109.5
	"31 years"	"31"	"Female"	"F"	"2012"	"2012"	287	316204	90.8
	"31 years"	"31"	"Female"	"F"	"2013"	"2013"	301	318702	94.4
	"31 years"	"31"	"Female"	"F"	"2014"	"2014"	310	320159	96.8
	"31 years"	"31"	"Female"	"F"	"2015"	"2015"	301	317126	94.9
	"31 years"	"31"	"Female"	"F"	"2016"	"2016"	364	330329	110.2
	"31 years"	"31"	"Female"	"F"	"2017"	"2017"	359	333268	107.7
	"31 years"	"31"	"Female"	"F"	"2018"	"2018"	388	339152	114.4
	"31 years"	"31"	"Female"	"F"	"2019"	"2019"	397	352695	112.6
	"31 years"	"31"	"Female"	"F"	"2020 "	"2020"	552	375953	146.8
	"31 years"	"31"	"Male"	"M"	"2001"	"2001"	673	274384	245.3
	"31 years"	"31"	"Male"	"M"	"2002"	"2002"	734	268580	273.3
	"31 years"	"31"	"Male"	"M"	"2003"	"2003"	650	256660	253.3
	"31 years"	"31"	"Male"	"M"	"2004"	"2004"	677	248115	272.9
	"31 years"	"31"	"Male"	"M"	"2005"	"2005"	662	238212	277.9
	"31 years"	"31"	"Male"	"M"	"2006"	"2006"	665	246677	269.6
	"31 years"	"31"	"Male"	"M"	"2007"	"2007"	601	242215	248.1
	"31 years"	"31"	"Male"	"M"	"2008"	"2008"	591	252508	234.1
	"31 years"	"31"	"Male"	"M"	"2009"	"2009"	619	259983	238.1
	"31 years"	"31"	"Male"	"M"	"2010"	"2010"	627	270630	231.7
	"31 years"	"31"	"Male"	"M"	"2011"	"2011"	619	299577	206.6
	"31 years"	"31"	"Male"	"M"	"2012"	"2012"	632	287789	219.6
	"31 years"	"31"	"Male"	"M"	"2013"	"2013"	658	291923	225.4
	"31 years"	"31"	"Male"	"M"	"2014"	"2014"	666	296264	224.8
	"31 years"	"31"	"Male"	"M"	"2015"	"2015"	680	295870	229.8
	"31 years"	"31"	"Male"	"M"	"2016"	"2016"	822	312673	262.9
	"31 years"	"31"	"Male"	"M"	"2017"	"2017"	835	317821	262.7
	"31 years"	"31"	"Male"	"M"	"2018"	"2018"	773	326572	236.7
	"31 years"	"31"	"Male"	"M"	"2019"	"2019"	929	342799	271.0
	"31 years"	"31"	"Male"	"M"	"2020 "	"2020"	1370	367833	372.5
	"32 years"	"32"	"Female"	"F"	"2001"	"2001"	396	281853	140.5
	"32 years"	"32"	"Female"	"F"	"2002"	"2002"	421	306212	137.5
	"32 years"	"32"	"Female"	"F"	"2003"	"2003"	386	306620	125.9
	"32 years"	"32"	"Female"	"F"	"2004"	"2004"	402	293431	137.0
	"32 years"	"32"	"Female"	"F"	"2005"	"2005"	404	284291	142.1
	"32 years"	"32"	"Female"	"F"	"2006"	"2006"	328	274933	119.3
	"32 years"	"32"	"Female"	"F"	"2007"	"2007"	358	284803	125.7
	"32 years"	"32"	"Female"	"F"	"2008"	"2008"	329	280156	117.4
	"32 years"	"32"	"Female"	"F"	"2009"	"2009"	331	291806	113.4
	"32 years"	"32"	"Female"	"F"	"2010"	"2010"	327	297264	110.0
	"32 years"	"32"	"Female"	"F"	"2011"	"2011"	370	306843	120.6
	"32 years"	"32"	"Female"	"F"	"2012"	"2012"	292	328112	89.0
	"32 years"	"32"	"Female"	"F"	"2013"	"2013"	351	317106	110.7
	"32 years"	"32"	"Female"	"F"	"2014"	"2014"	373	321123	116.2
	"32 years"	"32"	"Female"	"F"	"2015"	"2015"	358	321951	111.2
	"32 years"	"32"	"Female"	"F"	"2016"	"2016"	373	317627	117.4
	"32 years"	"32"	"Female"	"F"	"2017"	"2017"	374	332513	112.5
	"32 years"	"32"	"Female"	"F"	"2018"	"2018"	435	333962	130.3
	"32 years"	"32"	"Female"	"F"	"2019"	"2019"	422	339847	124.2
	"32 years"	"32"	"Female"	"F"	"2020 "	"2020"	564	354053	159.3
	"32 years"	"32"	"Male"	"M"	"2001"	"2001"	694	253609	273.6
	"32 years"	"32"	"Male"	"M"	"2002"	"2002"	708	275269	257.2
	"32 years"	"32"	"Male"	"M"	"2003"	"2003"	740	269628	274.5
	"32 years"	"32"	"Male"	"M"	"2004"	"2004"	704	260140	270.6
	"32 years"	"32"	"Male"	"M"	"2005"	"2005"	663	251966	263.1
	"32 years"	"32"	"Male"	"M"	"2006"	"2006"	665	242943	273.7
	"32 years"	"32"	"Male"	"M"	"2007"	"2007"	610	252101	242.0
	"32 years"	"32"	"Male"	"M"	"2008"	"2008"	603	248462	242.7
	"32 years"	"32"	"Male"	"M"	"2009"	"2009"	596	259907	229.3
	"32 years"	"32"	"Male"	"M"	"2010"	"2010"	602	267265	225.2
	"32 years"	"32"	"Male"	"M"	"2011"	"2011"	608	276912	219.6
	"32 years"	"32"	"Male"	"M"	"2012"	"2012"	631	300842	209.7
	"32 years"	"32"	"Male"	"M"	"2013"	"2013"	666	288713	230.7
	"32 years"	"32"	"Male"	"M"	"2014"	"2014"	651	294370	221.2
	"32 years"	"32"	"Male"	"M"	"2015"	"2015"	722	298165	242.1
	"32 years"	"32"	"Male"	"M"	"2016"	"2016"	821	296321	277.1
	"32 years"	"32"	"Male"	"M"	"2017"	"2017"	818	314476	260.1
	"32 years"	"32"	"Male"	"M"	"2018"	"2018"	867	318567	272.2
	"32 years"	"32"	"Male"	"M"	"2019"	"2019"	896	327197	273.8
	"32 years"	"32"	"Male"	"M"	"2020 "	"2020"	1271	343705	369.8
	"33 years"	"33"	"Female"	"F"	"2001"	"2001"	451	284410	158.6
	"33 years"	"33"	"Female"	"F"	"2002"	"2002"	429	282879	151.7
	"33 years"	"33"	"Female"	"F"	"2003"	"2003"	437	307070	142.3
	"33 years"	"33"	"Female"	"F"	"2004"	"2004"	444	307758	144.3
	"33 years"	"33"	"Female"	"F"	"2005"	"2005"	414	294608	140.5
	"33 years"	"33"	"Female"	"F"	"2006"	"2006"	383	285616	134.1
	"33 years"	"33"	"Female"	"F"	"2007"	"2007"	321	276114	116.3
	"33 years"	"33"	"Female"	"F"	"2008"	"2008"	330	286068	115.4
	"33 years"	"33"	"Female"	"F"	"2009"	"2009"	366	281439	130.0
	"33 years"	"33"	"Female"	"F"	"2010"	"2010"	309	288087	107.3
	"33 years"	"33"	"Female"	"F"	"2011"	"2011"	360	296102	121.6
	"33 years"	"33"	"Female"	"F"	"2012"	"2012"	373	308025	121.1
	"33 years"	"33"	"Female"	"F"	"2013"	"2013"	370	328931	112.5
	"33 years"	"33"	"Female"	"F"	"2014"	"2014"	360	319665	112.6
	"33 years"	"33"	"Female"	"F"	"2015"	"2015"	402	322764	124.5
	"33 years"	"33"	"Female"	"F"	"2016"	"2016"	406	322580	125.9
	"33 years"	"33"	"Female"	"F"	"2017"	"2017"	427	319724	133.6
	"33 years"	"33"	"Female"	"F"	"2018"	"2018"	424	333185	127.3
	"33 years"	"33"	"Female"	"F"	"2019"	"2019"	473	334641	141.3
	"33 years"	"33"	"Female"	"F"	"2020 "	"2020"	616	341302	180.5
	"33 years"	"33"	"Male"	"M"	"2001"	"2001"	731	254381	287.4
	"33 years"	"33"	"Male"	"M"	"2002"	"2002"	701	253703	276.3
	"33 years"	"33"	"Male"	"M"	"2003"	"2003"	750	274821	272.9
	"33 years"	"33"	"Male"	"M"	"2004"	"2004"	730	270800	269.6
	"33 years"	"33"	"Male"	"M"	"2005"	"2005"	721	261222	276.0
	"33 years"	"33"	"Male"	"M"	"2006"	"2006"	691	253471	272.6
	"33 years"	"33"	"Male"	"M"	"2007"	"2007"	669	244224	273.9
	"33 years"	"33"	"Male"	"M"	"2008"	"2008"	580	253812	228.5
	"33 years"	"33"	"Male"	"M"	"2009"	"2009"	564	250261	225.4
	"33 years"	"33"	"Male"	"M"	"2010"	"2010"	598	256862	232.8
	"33 years"	"33"	"Male"	"M"	"2011"	"2011"	559	266694	209.6
	"33 years"	"33"	"Male"	"M"	"2012"	"2012"	649	278136	233.3
	"33 years"	"33"	"Male"	"M"	"2013"	"2013"	714	301920	236.5
	"33 years"	"33"	"Male"	"M"	"2014"	"2014"	684	291084	235.0
	"33 years"	"33"	"Male"	"M"	"2015"	"2015"	740	295837	250.1
	"33 years"	"33"	"Male"	"M"	"2016"	"2016"	791	298183	265.3
	"33 years"	"33"	"Male"	"M"	"2017"	"2017"	845	297954	283.6
	"33 years"	"33"	"Male"	"M"	"2018"	"2018"	844	315048	267.9
	"33 years"	"33"	"Male"	"M"	"2019"	"2019"	894	318981	280.3
	"33 years"	"33"	"Male"	"M"	"2020 "	"2020"	1259	327999	383.8
	"34 years"	"34"	"Female"	"F"	"2001"	"2001"	490	284610	172.2
	"34 years"	"34"	"Female"	"F"	"2002"	"2002"	451	285279	158.1
	"34 years"	"34"	"Female"	"F"	"2003"	"2003"	474	283464	167.2
	"34 years"	"34"	"Female"	"F"	"2004"	"2004"	476	307981	154.6
	"34 years"	"34"	"Female"	"F"	"2005"	"2005"	463	308634	150.0
	"34 years"	"34"	"Female"	"F"	"2006"	"2006"	426	295477	144.2
	"34 years"	"34"	"Female"	"F"	"2007"	"2007"	383	286445	133.7
	"34 years"	"34"	"Female"	"F"	"2008"	"2008"	369	276787	133.3
	"34 years"	"34"	"Female"	"F"	"2009"	"2009"	358	286784	124.8
	"34 years"	"34"	"Female"	"F"	"2010"	"2010"	347	283569	122.4
	"34 years"	"34"	"Female"	"F"	"2011"	"2011"	353	293685	120.2
	"34 years"	"34"	"Female"	"F"	"2012"	"2012"	369	297186	124.2
	"34 years"	"34"	"Female"	"F"	"2013"	"2013"	383	308573	124.1
	"34 years"	"34"	"Female"	"F"	"2014"	"2014"	393	331256	118.6
	"34 years"	"34"	"Female"	"F"	"2015"	"2015"	416	320961	129.6
	"34 years"	"34"	"Female"	"F"	"2016"	"2016"	435	323281	134.6
	"34 years"	"34"	"Female"	"F"	"2017"	"2017"	459	324445	141.5
	"34 years"	"34"	"Female"	"F"	"2018"	"2018"	441	320234	137.7
	"34 years"	"34"	"Female"	"F"	"2019"	"2019"	475	333494	142.4
	"34 years"	"34"	"Female"	"F"	"2020 "	"2020"	588	335873	175.1
	"34 years"	"34"	"Male"	"M"	"2001"	"2001"	741	252662	293.3
	"34 years"	"34"	"Male"	"M"	"2002"	"2002"	800	254333	314.5
	"34 years"	"34"	"Male"	"M"	"2003"	"2003"	708	253115	279.7
	"34 years"	"34"	"Male"	"M"	"2004"	"2004"	717	275662	260.1
	"34 years"	"34"	"Male"	"M"	"2005"	"2005"	797	271431	293.6
	"34 years"	"34"	"Male"	"M"	"2006"	"2006"	744	262406	283.5
	"34 years"	"34"	"Male"	"M"	"2007"	"2007"	693	254320	272.5
	"34 years"	"34"	"Male"	"M"	"2008"	"2008"	677	245053	276.3
	"34 years"	"34"	"Male"	"M"	"2009"	"2009"	687	254894	269.5
	"34 years"	"34"	"Male"	"M"	"2010"	"2010"	560	253001	221.3
	"34 years"	"34"	"Male"	"M"	"2011"	"2011"	597	261887	228.0
	"34 years"	"34"	"Male"	"M"	"2012"	"2012"	679	267861	253.5
	"34 years"	"34"	"Male"	"M"	"2013"	"2013"	689	278996	247.0
	"34 years"	"34"	"Male"	"M"	"2014"	"2014"	702	303757	231.1
	"34 years"	"34"	"Male"	"M"	"2015"	"2015"	774	292192	264.9
	"34 years"	"34"	"Male"	"M"	"2016"	"2016"	852	295856	288.0
	"34 years"	"34"	"Male"	"M"	"2017"	"2017"	895	299940	298.4
	"34 years"	"34"	"Male"	"M"	"2018"	"2018"	882	298598	295.4
	"34 years"	"34"	"Male"	"M"	"2019"	"2019"	939	315224	297.9
	"34 years"	"34"	"Male"	"M"	"2020 "	"2020"	1281	319724	400.7
	"35 years"	"35"	"Female"	"F"	"2001"	"2001"	557	298842	186.4
	"35 years"	"35"	"Female"	"F"	"2002"	"2002"	502	285907	175.6
	"35 years"	"35"	"Female"	"F"	"2003"	"2003"	525	286649	183.2
	"35 years"	"35"	"Female"	"F"	"2004"	"2004"	471	285402	165.0
	"35 years"	"35"	"Female"	"F"	"2005"	"2005"	452	310270	145.7
	"35 years"	"35"	"Female"	"F"	"2006"	"2006"	487	311364	156.4
	"35 years"	"35"	"Female"	"F"	"2007"	"2007"	461	298332	154.5
	"35 years"	"35"	"Female"	"F"	"2008"	"2008"	412	289371	142.4
	"35 years"	"35"	"Female"	"F"	"2009"	"2009"	380	279811	135.8
	"35 years"	"35"	"Female"	"F"	"2010"	"2010"	390	288076	135.4
	"35 years"	"35"	"Female"	"F"	"2011"	"2011"	384	282037	136.2
	"35 years"	"35"	"Female"	"F"	"2012"	"2012"	436	294638	148.0
	"35 years"	"35"	"Female"	"F"	"2013"	"2013"	407	297739	136.7
	"35 years"	"35"	"Female"	"F"	"2014"	"2014"	432	310675	139.1
	"35 years"	"35"	"Female"	"F"	"2015"	"2015"	432	332372	130.0
	"35 years"	"35"	"Female"	"F"	"2016"	"2016"	464	321339	144.4
	"35 years"	"35"	"Female"	"F"	"2017"	"2017"	463	324985	142.5
	"35 years"	"35"	"Female"	"F"	"2018"	"2018"	516	324711	158.9
	"35 years"	"35"	"Female"	"F"	"2019"	"2019"	494	320578	154.1
	"35 years"	"35"	"Female"	"F"	"2020 "	"2020"	647	334615	193.4
	"35 years"	"35"	"Male"	"M"	"2001"	"2001"	864	267460	323.0
	"35 years"	"35"	"Male"	"M"	"2002"	"2002"	882	253390	348.1
	"35 years"	"35"	"Male"	"M"	"2003"	"2003"	786	254947	308.3
	"35 years"	"35"	"Male"	"M"	"2004"	"2004"	766	255368	300.0
	"35 years"	"35"	"Male"	"M"	"2005"	"2005"	722	278354	259.4
	"35 years"	"35"	"Male"	"M"	"2006"	"2006"	803	274966	292.0
	"35 years"	"35"	"Male"	"M"	"2007"	"2007"	719	266020	270.3
	"35 years"	"35"	"Male"	"M"	"2008"	"2008"	648	258233	250.9
	"35 years"	"35"	"Male"	"M"	"2009"	"2009"	626	249132	251.3
	"35 years"	"35"	"Male"	"M"	"2010"	"2010"	574	258095	222.4
	"35 years"	"35"	"Male"	"M"	"2011"	"2011"	589	251767	233.9
	"35 years"	"35"	"Male"	"M"	"2012"	"2012"	645	262981	245.3
	"35 years"	"35"	"Male"	"M"	"2013"	"2013"	716	268759	266.4
	"35 years"	"35"	"Male"	"M"	"2014"	"2014"	718	280488	256.0
	"35 years"	"35"	"Male"	"M"	"2015"	"2015"	804	304600	264.0
	"35 years"	"35"	"Male"	"M"	"2016"	"2016"	860	292322	294.2
	"35 years"	"35"	"Male"	"M"	"2017"	"2017"	863	297605	290.0
	"35 years"	"35"	"Male"	"M"	"2018"	"2018"	910	300533	302.8
	"35 years"	"35"	"Male"	"M"	"2019"	"2019"	941	298422	315.3
	"35 years"	"35"	"Male"	"M"	"2020 "	"2020"	1224	315798	387.6
	"36 years"	"36"	"Female"	"F"	"2001"	"2001"	624	318314	196.0
	"36 years"	"36"	"Female"	"F"	"2002"	"2002"	555	299624	185.2
	"36 years"	"36"	"Female"	"F"	"2003"	"2003"	570	286450	199.0
	"36 years"	"36"	"Female"	"F"	"2004"	"2004"	482	287387	167.7
	"36 years"	"36"	"Female"	"F"	"2005"	"2005"	477	286108	166.7
	"36 years"	"36"	"Female"	"F"	"2006"	"2006"	520	311062	167.2
	"36 years"	"36"	"Female"	"F"	"2007"	"2007"	488	311933	156.4
	"36 years"	"36"	"Female"	"F"	"2008"	"2008"	455	298949	152.2
	"36 years"	"36"	"Female"	"F"	"2009"	"2009"	414	289922	142.8
	"36 years"	"36"	"Female"	"F"	"2010"	"2010"	411	279943	146.8
	"36 years"	"36"	"Female"	"F"	"2011"	"2011"	440	289280	152.1
	"36 years"	"36"	"Female"	"F"	"2012"	"2012"	409	282922	144.6
	"36 years"	"36"	"Female"	"F"	"2013"	"2013"	412	295207	139.6
	"36 years"	"36"	"Female"	"F"	"2014"	"2014"	417	299739	139.1
	"36 years"	"36"	"Female"	"F"	"2015"	"2015"	500	311746	160.4
	"36 years"	"36"	"Female"	"F"	"2016"	"2016"	515	332646	154.8
	"36 years"	"36"	"Female"	"F"	"2017"	"2017"	525	323069	162.5
	"36 years"	"36"	"Female"	"F"	"2018"	"2018"	506	325133	155.6
	"36 years"	"36"	"Female"	"F"	"2019"	"2019"	519	325136	159.6
	"36 years"	"36"	"Female"	"F"	"2020 "	"2020"	635	321570	197.5
	"36 years"	"36"	"Male"	"M"	"2001"	"2001"	894	284532	314.2
	"36 years"	"36"	"Male"	"M"	"2002"	"2002"	944	267131	353.4
	"36 years"	"36"	"Male"	"M"	"2003"	"2003"	826	252336	327.3
	"36 years"	"36"	"Male"	"M"	"2004"	"2004"	762	254895	298.9
	"36 years"	"36"	"Male"	"M"	"2005"	"2005"	767	254801	301.0
	"36 years"	"36"	"Male"	"M"	"2006"	"2006"	824	277851	296.6
	"36 years"	"36"	"Male"	"M"	"2007"	"2007"	796	274071	290.4
	"36 years"	"36"	"Male"	"M"	"2008"	"2008"	670	265239	252.6
	"36 years"	"36"	"Male"	"M"	"2009"	"2009"	675	257224	262.4
	"36 years"	"36"	"Male"	"M"	"2010"	"2010"	635	246765	257.3
	"36 years"	"36"	"Male"	"M"	"2011"	"2011"	600	258642	232.0
	"36 years"	"36"	"Male"	"M"	"2012"	"2012"	649	252703	256.8
	"36 years"	"36"	"Male"	"M"	"2013"	"2013"	691	263738	262.0
	"36 years"	"36"	"Male"	"M"	"2014"	"2014"	700	270096	259.2
	"36 years"	"36"	"Male"	"M"	"2015"	"2015"	757	281276	269.1
	"36 years"	"36"	"Male"	"M"	"2016"	"2016"	870	304596	285.6
	"36 years"	"36"	"Male"	"M"	"2017"	"2017"	917	294081	311.8
	"36 years"	"36"	"Male"	"M"	"2018"	"2018"	867	297961	291.0
	"36 years"	"36"	"Male"	"M"	"2019"	"2019"	976	300075	325.3
	"36 years"	"36"	"Male"	"M"	"2020 "	"2020"	1271	298739	425.5
	"37 years"	"37"	"Female"	"F"	"2001"	"2001"	632	316571	199.6
	"37 years"	"37"	"Female"	"F"	"2002"	"2002"	634	318908	198.8
	"37 years"	"37"	"Female"	"F"	"2003"	"2003"	631	299992	210.3
	"37 years"	"37"	"Female"	"F"	"2004"	"2004"	574	286911	200.1
	"37 years"	"37"	"Female"	"F"	"2005"	"2005"	559	287788	194.2
	"37 years"	"37"	"Female"	"F"	"2006"	"2006"	504	286508	175.9
	"37 years"	"37"	"Female"	"F"	"2007"	"2007"	497	311261	159.7
	"37 years"	"37"	"Female"	"F"	"2008"	"2008"	492	312090	157.6
	"37 years"	"37"	"Female"	"F"	"2009"	"2009"	487	298994	162.9
	"37 years"	"37"	"Female"	"F"	"2010"	"2010"	458	292639	156.5
	"37 years"	"37"	"Female"	"F"	"2011"	"2011"	451	280676	160.7
	"37 years"	"37"	"Female"	"F"	"2012"	"2012"	390	289928	134.5
	"37 years"	"37"	"Female"	"F"	"2013"	"2013"	435	283377	153.5
	"37 years"	"37"	"Female"	"F"	"2014"	"2014"	465	296954	156.6
	"37 years"	"37"	"Female"	"F"	"2015"	"2015"	452	300852	150.2
	"37 years"	"37"	"Female"	"F"	"2016"	"2016"	554	311995	177.6
	"37 years"	"37"	"Female"	"F"	"2017"	"2017"	538	334230	161.0
	"37 years"	"37"	"Female"	"F"	"2018"	"2018"	567	323090	175.5
	"37 years"	"37"	"Female"	"F"	"2019"	"2019"	552	325430	169.6
	"37 years"	"37"	"Female"	"F"	"2020 "	"2020"	714	325853	219.1
	"37 years"	"37"	"Male"	"M"	"2001"	"2001"	1051	279956	375.4
	"37 years"	"37"	"Male"	"M"	"2002"	"2002"	955	283953	336.3
	"37 years"	"37"	"Male"	"M"	"2003"	"2003"	886	265915	333.2
	"37 years"	"37"	"Male"	"M"	"2004"	"2004"	867	251987	344.1
	"37 years"	"37"	"Male"	"M"	"2005"	"2005"	849	253956	334.3
	"37 years"	"37"	"Male"	"M"	"2006"	"2006"	809	254071	318.4
	"37 years"	"37"	"Male"	"M"	"2007"	"2007"	872	276460	315.4
	"37 years"	"37"	"Male"	"M"	"2008"	"2008"	827	272669	303.3
	"37 years"	"37"	"Male"	"M"	"2009"	"2009"	760	263734	288.2
	"37 years"	"37"	"Male"	"M"	"2010"	"2010"	673	258558	260.3
	"37 years"	"37"	"Male"	"M"	"2011"	"2011"	693	248303	279.1
	"37 years"	"37"	"Male"	"M"	"2012"	"2012"	680	259202	262.3
	"37 years"	"37"	"Male"	"M"	"2013"	"2013"	662	253136	261.5
	"37 years"	"37"	"Male"	"M"	"2014"	"2014"	719	264908	271.4
	"37 years"	"37"	"Male"	"M"	"2015"	"2015"	785	270822	289.9
	"37 years"	"37"	"Male"	"M"	"2016"	"2016"	896	281158	318.7
	"37 years"	"37"	"Male"	"M"	"2017"	"2017"	994	306153	324.7
	"37 years"	"37"	"Male"	"M"	"2018"	"2018"	958	294014	325.8
	"37 years"	"37"	"Male"	"M"	"2019"	"2019"	1054	297444	354.4
	"37 years"	"37"	"Male"	"M"	"2020 "	"2020"	1372	300196	457.0
	"38 years"	"38"	"Female"	"F"	"2001"	"2001"	754	311724	241.9
	"38 years"	"38"	"Female"	"F"	"2002"	"2002"	724	316937	228.4
	"38 years"	"38"	"Female"	"F"	"2003"	"2003"	699	319116	219.0
	"38 years"	"38"	"Female"	"F"	"2004"	"2004"	621	300387	206.7
	"38 years"	"38"	"Female"	"F"	"2005"	"2005"	598	287282	208.2
	"38 years"	"38"	"Female"	"F"	"2006"	"2006"	592	288205	205.4
	"38 years"	"38"	"Female"	"F"	"2007"	"2007"	580	286812	202.2
	"38 years"	"38"	"Female"	"F"	"2008"	"2008"	532	311532	170.8
	"38 years"	"38"	"Female"	"F"	"2009"	"2009"	548	312373	175.4
	"38 years"	"38"	"Female"	"F"	"2010"	"2010"	518	299862	172.7
	"38 years"	"38"	"Female"	"F"	"2011"	"2011"	514	289456	177.6
	"38 years"	"38"	"Female"	"F"	"2012"	"2012"	486	281121	172.9
	"38 years"	"38"	"Female"	"F"	"2013"	"2013"	461	290276	158.8
	"38 years"	"38"	"Female"	"F"	"2014"	"2014"	471	285066	165.2
	"38 years"	"38"	"Female"	"F"	"2015"	"2015"	500	298082	167.7
	"38 years"	"38"	"Female"	"F"	"2016"	"2016"	522	300915	173.5
	"38 years"	"38"	"Female"	"F"	"2017"	"2017"	516	313423	164.6
	"38 years"	"38"	"Female"	"F"	"2018"	"2018"	550	334164	164.6
	"38 years"	"38"	"Female"	"F"	"2019"	"2019"	621	323067	192.2
	"38 years"	"38"	"Female"	"F"	"2020 "	"2020"	767	326055	235.2
	"38 years"	"38"	"Male"	"M"	"2001"	"2001"	1060	275302	385.0
	"38 years"	"38"	"Male"	"M"	"2002"	"2002"	1105	279734	395.0
	"38 years"	"38"	"Male"	"M"	"2003"	"2003"	1034	283600	364.6
	"38 years"	"38"	"Male"	"M"	"2004"	"2004"	876	266849	328.3
	"38 years"	"38"	"Male"	"M"	"2005"	"2005"	932	252667	368.9
	"38 years"	"38"	"Male"	"M"	"2006"	"2006"	890	255169	348.8
	"38 years"	"38"	"Male"	"M"	"2007"	"2007"	820	255289	321.2
	"38 years"	"38"	"Male"	"M"	"2008"	"2008"	812	277964	292.1
	"38 years"	"38"	"Male"	"M"	"2009"	"2009"	787	274449	286.8
	"38 years"	"38"	"Male"	"M"	"2010"	"2010"	762	266229	286.2
	"38 years"	"38"	"Male"	"M"	"2011"	"2011"	697	255574	272.7
