"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"0"	"Female"	"F"	"2001"	"2001"	162	28400	570.4
	"< 1 year"	"0"	"Female"	"F"	"2002"	"2002"	152	28652	530.5
	"< 1 year"	"0"	"Female"	"F"	"2003"	"2003"	140	29744	470.7
	"< 1 year"	"0"	"Female"	"F"	"2004"	"2004"	152	30480	498.7
	"< 1 year"	"0"	"Female"	"F"	"2005"	"2005"	161	32194	500.1
	"< 1 year"	"0"	"Female"	"F"	"2006"	"2006"	151	33299	453.5
	"< 1 year"	"0"	"Female"	"F"	"2007"	"2007"	191	36155	528.3
	"< 1 year"	"0"	"Female"	"F"	"2008"	"2008"	169	38643	437.3
	"< 1 year"	"0"	"Female"	"F"	"2009"	"2009"	171	38499	444.2
	"< 1 year"	"0"	"Female"	"F"	"2010"	"2010"	141	38480	366.4
	"< 1 year"	"0"	"Female"	"F"	"2011"	"2011"	162	39361	411.6
	"< 1 year"	"0"	"Female"	"F"	"2012"	"2012"	162	38034	425.9
	"< 1 year"	"0"	"Female"	"F"	"2013"	"2013"	118	38574	305.9
	"< 1 year"	"0"	"Female"	"F"	"2014"	"2014"	158	38303	412.5
	"< 1 year"	"0"	"Female"	"F"	"2015"	"2015"	167	38745	431.0
	"< 1 year"	"0"	"Female"	"F"	"2016"	"2016"	141	38168	369.4
	"< 1 year"	"0"	"Female"	"F"	"2017"	"2017"	150	37522	399.8
	"< 1 year"	"0"	"Female"	"F"	"2018"	"2018"	136	36615	371.4
	"< 1 year"	"0"	"Female"	"F"	"2019"	"2019"	139	36048	385.6
	"< 1 year"	"0"	"Female"	"F"	"2020 "	"2020"	117	40525	288.7
	"< 1 year"	"0"	"Male"	"M"	"2001"	"2001"	211	29088	725.4
	"< 1 year"	"0"	"Male"	"M"	"2002"	"2002"	191	29200	654.1
	"< 1 year"	"0"	"Male"	"M"	"2003"	"2003"	195	30240	644.8
	"< 1 year"	"0"	"Male"	"M"	"2004"	"2004"	237	31268	758.0
	"< 1 year"	"0"	"Male"	"M"	"2005"	"2005"	196	32637	600.5
	"< 1 year"	"0"	"Male"	"M"	"2006"	"2006"	242	34270	706.2
	"< 1 year"	"0"	"Male"	"M"	"2007"	"2007"	241	37284	646.4
	"< 1 year"	"0"	"Male"	"M"	"2008"	"2008"	234	38993	600.1
	"< 1 year"	"0"	"Male"	"M"	"2009"	"2009"	214	39004	548.7
	"< 1 year"	"0"	"Male"	"M"	"2010"	"2010"	213	39263	542.5
	"< 1 year"	"0"	"Male"	"M"	"2011"	"2011"	199	40902	486.5
	"< 1 year"	"0"	"Male"	"M"	"2012"	"2012"	207	39172	528.4
	"< 1 year"	"0"	"Male"	"M"	"2013"	"2013"	197	39928	493.4
	"< 1 year"	"0"	"Male"	"M"	"2014"	"2014"	202	39631	509.7
	"< 1 year"	"0"	"Male"	"M"	"2015"	"2015"	196	40300	486.4
	"< 1 year"	"0"	"Male"	"M"	"2016"	"2016"	206	39291	524.3
	"< 1 year"	"0"	"Male"	"M"	"2017"	"2017"	186	38829	479.0
	"< 1 year"	"0"	"Male"	"M"	"2018"	"2018"	181	37893	477.7
	"< 1 year"	"0"	"Male"	"M"	"2019"	"2019"	173	37369	463.0
	"< 1 year"	"0"	"Male"	"M"	"2020 "	"2020"	158	41947	376.7
	"1 year"	"1"	"Female"	"F"	"2001"	"2001"	23	27013	85.1
	"1 year"	"1"	"Female"	"F"	"2002"	"2002"	15	28472	Unreliable
	"1 year"	"1"	"Female"	"F"	"2003"	"2003"	14	28656	Unreliable
	"1 year"	"1"	"Female"	"F"	"2004"	"2004"	18	29664	Unreliable
	"1 year"	"1"	"Female"	"F"	"2005"	"2005"	14	30369	Unreliable
	"1 year"	"1"	"Female"	"F"	"2006"	"2006"	21	32036	65.6
	"1 year"	"1"	"Female"	"F"	"2007"	"2007"	11	32977	Unreliable
	"1 year"	"1"	"Female"	"F"	"2008"	"2008"	20	35775	55.9
	"1 year"	"1"	"Female"	"F"	"2009"	"2009"	13	38133	Unreliable
	"1 year"	"1"	"Female"	"F"	"2010"	"2010"	9	38087	Unreliable
	"1 year"	"1"	"Female"	"F"	"2011"	"2011"	15	38724	Unreliable
	"1 year"	"1"	"Female"	"F"	"2012"	"2012"	16	38257	Unreliable
	"1 year"	"1"	"Female"	"F"	"2013"	"2013"	20	38522	51.9
	"1 year"	"1"	"Female"	"F"	"2014"	"2014"	11	37836	Unreliable
	"1 year"	"1"	"Female"	"F"	"2015"	"2015"	19	38258	Unreliable
	"1 year"	"1"	"Female"	"F"	"2016"	"2016"	26	38374	67.8
	"1 year"	"1"	"Female"	"F"	"2017"	"2017"	17	37741	Unreliable
	"1 year"	"1"	"Female"	"F"	"2018"	"2018"	14	36955	Unreliable
	"1 year"	"1"	"Female"	"F"	"2019"	"2019"	16	36232	Unreliable
	"1 year"	"1"	"Female"	"F"	"2020 "	"2020"	10	40773	Unreliable
	"1 year"	"1"	"Male"	"M"	"2001"	"2001"	21	27999	75.0
	"1 year"	"1"	"Male"	"M"	"2002"	"2002"	21	29124	72.1
	"1 year"	"1"	"Male"	"M"	"2003"	"2003"	16	29242	Unreliable
	"1 year"	"1"	"Male"	"M"	"2004"	"2004"	16	30292	Unreliable
	"1 year"	"1"	"Male"	"M"	"2005"	"2005"	24	31283	76.7
	"1 year"	"1"	"Male"	"M"	"2006"	"2006"	22	32640	67.4
	"1 year"	"1"	"Male"	"M"	"2007"	"2007"	25	34227	73.0
	"1 year"	"1"	"Male"	"M"	"2008"	"2008"	19	37266	Unreliable
	"1 year"	"1"	"Male"	"M"	"2009"	"2009"	17	38946	Unreliable
	"1 year"	"1"	"Male"	"M"	"2010"	"2010"	23	39325	58.5
	"1 year"	"1"	"Male"	"M"	"2011"	"2011"	17	39628	Unreliable
	"1 year"	"1"	"Male"	"M"	"2012"	"2012"	18	39194	Unreliable
	"1 year"	"1"	"Male"	"M"	"2013"	"2013"	29	39751	73.0
	"1 year"	"1"	"Male"	"M"	"2014"	"2014"	31	38945	79.6
	"1 year"	"1"	"Male"	"M"	"2015"	"2015"	21	39745	52.8
	"1 year"	"1"	"Male"	"M"	"2016"	"2016"	22	38965	56.5
	"1 year"	"1"	"Male"	"M"	"2017"	"2017"	15	38800	Unreliable
	"1 year"	"1"	"Male"	"M"	"2018"	"2018"	21	38141	55.1
	"1 year"	"1"	"Male"	"M"	"2019"	"2019"	18	37516	Unreliable
	"1 year"	"1"	"Male"	"M"	"2020 "	"2020"	21	42198	49.8
	"2 years"	"2"	"Female"	"F"	"2001"	"2001"	11	26597	Unreliable
	"2 years"	"2"	"Female"	"F"	"2002"	"2002"	8	27331	Unreliable
	"2 years"	"2"	"Female"	"F"	"2003"	"2003"	12	28888	Unreliable
	"2 years"	"2"	"Female"	"F"	"2004"	"2004"	14	29177	Unreliable
	"2 years"	"2"	"Female"	"F"	"2005"	"2005"	12	30370	Unreliable
	"2 years"	"2"	"Female"	"F"	"2006"	"2006"	10	31245	Unreliable
	"2 years"	"2"	"Female"	"F"	"2007"	"2007"	14	33083	Unreliable
	"2 years"	"2"	"Female"	"F"	"2008"	"2008"	10	34309	Unreliable
	"2 years"	"2"	"Female"	"F"	"2009"	"2009"	8	37483	Unreliable
	"2 years"	"2"	"Female"	"F"	"2010"	"2010"	14	39444	Unreliable
	"2 years"	"2"	"Female"	"F"	"2011"	"2011"	13	38003	Unreliable
	"2 years"	"2"	"Female"	"F"	"2012"	"2012"	12	38689	Unreliable
	"2 years"	"2"	"Female"	"F"	"2013"	"2013"	10	37785	Unreliable
	"2 years"	"2"	"Female"	"F"	"2014"	"2014"	5	38267	Unreliable
	"2 years"	"2"	"Female"	"F"	"2015"	"2015"	10	37506	Unreliable
	"2 years"	"2"	"Female"	"F"	"2016"	"2016"	11	37907	Unreliable
	"2 years"	"2"	"Female"	"F"	"2017"	"2017"	8	37867	Unreliable
	"2 years"	"2"	"Female"	"F"	"2018"	"2018"	3	37654	Unreliable
	"2 years"	"2"	"Female"	"F"	"2019"	"2019"	12	36901	Unreliable
	"2 years"	"2"	"Female"	"F"	"2020 "	"2020"	10	40862	Unreliable
	"2 years"	"2"	"Male"	"M"	"2001"	"2001"	6	27578	Unreliable
	"2 years"	"2"	"Male"	"M"	"2002"	"2002"	13	28273	Unreliable
	"2 years"	"2"	"Male"	"M"	"2003"	"2003"	18	29541	Unreliable
	"2 years"	"2"	"Male"	"M"	"2004"	"2004"	12	29785	Unreliable
	"2 years"	"2"	"Male"	"M"	"2005"	"2005"	17	31046	Unreliable
	"2 years"	"2"	"Male"	"M"	"2006"	"2006"	15	32285	Unreliable
	"2 years"	"2"	"Male"	"M"	"2007"	"2007"	14	33914	Unreliable
	"2 years"	"2"	"Male"	"M"	"2008"	"2008"	16	35795	Unreliable
	"2 years"	"2"	"Male"	"M"	"2009"	"2009"	11	39216	Unreliable
	"2 years"	"2"	"Male"	"M"	"2010"	"2010"	13	40480	Unreliable
	"2 years"	"2"	"Male"	"M"	"2011"	"2011"	12	39048	Unreliable
	"2 years"	"2"	"Male"	"M"	"2012"	"2012"	13	39431	Unreliable
	"2 years"	"2"	"Male"	"M"	"2013"	"2013"	19	38826	Unreliable
	"2 years"	"2"	"Male"	"M"	"2014"	"2014"	10	39590	Unreliable
	"2 years"	"2"	"Male"	"M"	"2015"	"2015"	21	38887	54.0
	"2 years"	"2"	"Male"	"M"	"2016"	"2016"	11	39212	Unreliable
	"2 years"	"2"	"Male"	"M"	"2017"	"2017"	8	38854	Unreliable
	"2 years"	"2"	"Male"	"M"	"2018"	"2018"	8	38733	Unreliable
	"2 years"	"2"	"Male"	"M"	"2019"	"2019"	12	38220	Unreliable
	"2 years"	"2"	"Male"	"M"	"2020 "	"2020"	5	42786	Unreliable
	"3 years"	"3"	"Female"	"F"	"2001"	"2001"	10	26352	Unreliable
	"3 years"	"3"	"Female"	"F"	"2002"	"2002"	8	27063	Unreliable
	"3 years"	"3"	"Female"	"F"	"2003"	"2003"	7	27917	Unreliable
	"3 years"	"3"	"Female"	"F"	"2004"	"2004"	6	29686	Unreliable
	"3 years"	"3"	"Female"	"F"	"2005"	"2005"	8	30113	Unreliable
	"3 years"	"3"	"Female"	"F"	"2006"	"2006"	7	31691	Unreliable
	"3 years"	"3"	"Female"	"F"	"2007"	"2007"	6	32754	Unreliable
	"3 years"	"3"	"Female"	"F"	"2008"	"2008"	14	34994	Unreliable
	"3 years"	"3"	"Female"	"F"	"2009"	"2009"	6	36538	Unreliable
	"3 years"	"3"	"Female"	"F"	"2010"	"2010"	7	39502	Unreliable
	"3 years"	"3"	"Female"	"F"	"2011"	"2011"	5	39172	Unreliable
	"3 years"	"3"	"Female"	"F"	"2012"	"2012"	5	37987	Unreliable
	"3 years"	"3"	"Female"	"F"	"2013"	"2013"	5	38425	Unreliable
	"3 years"	"3"	"Female"	"F"	"2014"	"2014"	9	37570	Unreliable
	"3 years"	"3"	"Female"	"F"	"2015"	"2015"	7	37994	Unreliable
	"3 years"	"3"	"Female"	"F"	"2016"	"2016"	8	37610	Unreliable
	"3 years"	"3"	"Female"	"F"	"2017"	"2017"	8	37921	Unreliable
	"3 years"	"3"	"Female"	"F"	"2018"	"2018"	2	37950	Unreliable
	"3 years"	"3"	"Female"	"F"	"2019"	"2019"	12	37775	Unreliable
	"3 years"	"3"	"Female"	"F"	"2020 "	"2020"	6	40999	Unreliable
	"3 years"	"3"	"Male"	"M"	"2001"	"2001"	11	27374	Unreliable
	"3 years"	"3"	"Male"	"M"	"2002"	"2002"	6	27990	Unreliable
	"3 years"	"3"	"Male"	"M"	"2003"	"2003"	9	28922	Unreliable
	"3 years"	"3"	"Male"	"M"	"2004"	"2004"	16	30305	Unreliable
	"3 years"	"3"	"Male"	"M"	"2005"	"2005"	11	30716	Unreliable
	"3 years"	"3"	"Male"	"M"	"2006"	"2006"	6	32242	Unreliable
	"3 years"	"3"	"Male"	"M"	"2007"	"2007"	8	33687	Unreliable
	"3 years"	"3"	"Male"	"M"	"2008"	"2008"	8	35628	Unreliable
	"3 years"	"3"	"Male"	"M"	"2009"	"2009"	12	37818	Unreliable
	"3 years"	"3"	"Male"	"M"	"2010"	"2010"	10	40971	Unreliable
	"3 years"	"3"	"Male"	"M"	"2011"	"2011"	10	40312	Unreliable
	"3 years"	"3"	"Male"	"M"	"2012"	"2012"	14	38971	Unreliable
	"3 years"	"3"	"Male"	"M"	"2013"	"2013"	11	39139	Unreliable
	"3 years"	"3"	"Male"	"M"	"2014"	"2014"	11	38549	Unreliable
	"3 years"	"3"	"Male"	"M"	"2015"	"2015"	11	39308	Unreliable
	"3 years"	"3"	"Male"	"M"	"2016"	"2016"	8	38833	Unreliable
	"3 years"	"3"	"Male"	"M"	"2017"	"2017"	7	39191	Unreliable
	"3 years"	"3"	"Male"	"M"	"2018"	"2018"	14	38947	Unreliable
	"3 years"	"3"	"Male"	"M"	"2019"	"2019"	6	38901	Unreliable
	"3 years"	"3"	"Male"	"M"	"2020 "	"2020"	7	41976	Unreliable
	"4 years"	"4"	"Female"	"F"	"2001"	"2001"	7	26497	Unreliable
	"4 years"	"4"	"Female"	"F"	"2002"	"2002"	10	26822	Unreliable
	"4 years"	"4"	"Female"	"F"	"2003"	"2003"	7	27658	Unreliable
	"4 years"	"4"	"Female"	"F"	"2004"	"2004"	9	28768	Unreliable
	"4 years"	"4"	"Female"	"F"	"2005"	"2005"	4	30667	Unreliable
	"4 years"	"4"	"Female"	"F"	"2006"	"2006"	5	31350	Unreliable
	"4 years"	"4"	"Female"	"F"	"2007"	"2007"	9	33155	Unreliable
	"4 years"	"4"	"Female"	"F"	"2008"	"2008"	6	34492	Unreliable
	"4 years"	"4"	"Female"	"F"	"2009"	"2009"	8	37069	Unreliable
	"4 years"	"4"	"Female"	"F"	"2010"	"2010"	8	38482	Unreliable
	"4 years"	"4"	"Female"	"F"	"2011"	"2011"	6	39320	Unreliable
	"4 years"	"4"	"Female"	"F"	"2012"	"2012"	2	39138	Unreliable
	"4 years"	"4"	"Female"	"F"	"2013"	"2013"	4	37962	Unreliable
	"4 years"	"4"	"Female"	"F"	"2014"	"2014"	6	38360	Unreliable
	"4 years"	"4"	"Female"	"F"	"2015"	"2015"	4	37309	Unreliable
	"4 years"	"4"	"Female"	"F"	"2016"	"2016"	3	38061	Unreliable
	"4 years"	"4"	"Female"	"F"	"2017"	"2017"	9	37581	Unreliable
	"4 years"	"4"	"Female"	"F"	"2018"	"2018"	4	37959	Unreliable
	"4 years"	"4"	"Female"	"F"	"2019"	"2019"	7	37949	Unreliable
	"4 years"	"4"	"Female"	"F"	"2020 "	"2020"	6	40373	Unreliable
	"4 years"	"4"	"Male"	"M"	"2001"	"2001"	14	27301	Unreliable
	"4 years"	"4"	"Male"	"M"	"2002"	"2002"	9	27920	Unreliable
	"4 years"	"4"	"Male"	"M"	"2003"	"2003"	12	28737	Unreliable
	"4 years"	"4"	"Male"	"M"	"2004"	"2004"	6	29836	Unreliable
	"4 years"	"4"	"Male"	"M"	"2005"	"2005"	10	31473	Unreliable
	"4 years"	"4"	"Male"	"M"	"2006"	"2006"	8	32104	Unreliable
	"4 years"	"4"	"Male"	"M"	"2007"	"2007"	10	33952	Unreliable
	"4 years"	"4"	"Male"	"M"	"2008"	"2008"	7	35725	Unreliable
	"4 years"	"4"	"Male"	"M"	"2009"	"2009"	8	38023	Unreliable
	"4 years"	"4"	"Male"	"M"	"2010"	"2010"	9	39692	Unreliable
	"4 years"	"4"	"Male"	"M"	"2011"	"2011"	7	40765	Unreliable
	"4 years"	"4"	"Male"	"M"	"2012"	"2012"	9	40227	Unreliable
	"4 years"	"4"	"Male"	"M"	"2013"	"2013"	6	38933	Unreliable
	"4 years"	"4"	"Male"	"M"	"2014"	"2014"	12	39008	Unreliable
	"4 years"	"4"	"Male"	"M"	"2015"	"2015"	2	38280	Unreliable
	"4 years"	"4"	"Male"	"M"	"2016"	"2016"	5	39385	Unreliable
	"4 years"	"4"	"Male"	"M"	"2017"	"2017"	7	38871	Unreliable
	"4 years"	"4"	"Male"	"M"	"2018"	"2018"	7	39253	Unreliable
	"4 years"	"4"	"Male"	"M"	"2019"	"2019"	9	39030	Unreliable
	"4 years"	"4"	"Male"	"M"	"2020 "	"2020"	12	41737	Unreliable
	"5 years"	"5"	"Female"	"F"	"2001"	"2001"	2	26927	Unreliable
	"5 years"	"5"	"Female"	"F"	"2002"	"2002"	9	27007	Unreliable
	"5 years"	"5"	"Female"	"F"	"2003"	"2003"	7	27441	Unreliable
	"5 years"	"5"	"Female"	"F"	"2004"	"2004"	11	28393	Unreliable
	"5 years"	"5"	"Female"	"F"	"2005"	"2005"	1	29683	Unreliable
	"5 years"	"5"	"Female"	"F"	"2006"	"2006"	4	31790	Unreliable
	"5 years"	"5"	"Female"	"F"	"2007"	"2007"	5	32666	Unreliable
	"5 years"	"5"	"Female"	"F"	"2008"	"2008"	6	34754	Unreliable
	"5 years"	"5"	"Female"	"F"	"2009"	"2009"	6	36256	Unreliable
	"5 years"	"5"	"Female"	"F"	"2010"	"2010"	3	38152	Unreliable
	"5 years"	"5"	"Female"	"F"	"2011"	"2011"	9	38503	Unreliable
	"5 years"	"5"	"Female"	"F"	"2012"	"2012"	1	39230	Unreliable
	"5 years"	"5"	"Female"	"F"	"2013"	"2013"	8	39109	Unreliable
	"5 years"	"5"	"Female"	"F"	"2014"	"2014"	5	37919	Unreliable
	"5 years"	"5"	"Female"	"F"	"2015"	"2015"	4	38298	Unreliable
	"5 years"	"5"	"Female"	"F"	"2016"	"2016"	6	37274	Unreliable
	"5 years"	"5"	"Female"	"F"	"2017"	"2017"	8	38077	Unreliable
	"5 years"	"5"	"Female"	"F"	"2018"	"2018"	6	37619	Unreliable
	"5 years"	"5"	"Female"	"F"	"2019"	"2019"	5	38065	Unreliable
	"5 years"	"5"	"Female"	"F"	"2020 "	"2020"	7	40410	Unreliable
	"5 years"	"5"	"Male"	"M"	"2001"	"2001"	6	27954	Unreliable
	"5 years"	"5"	"Male"	"M"	"2002"	"2002"	7	27833	Unreliable
	"5 years"	"5"	"Male"	"M"	"2003"	"2003"	11	28577	Unreliable
	"5 years"	"5"	"Male"	"M"	"2004"	"2004"	7	29492	Unreliable
	"5 years"	"5"	"Male"	"M"	"2005"	"2005"	4	30738	Unreliable
	"5 years"	"5"	"Male"	"M"	"2006"	"2006"	5	32563	Unreliable
	"5 years"	"5"	"Male"	"M"	"2007"	"2007"	8	33342	Unreliable
	"5 years"	"5"	"Male"	"M"	"2008"	"2008"	5	35378	Unreliable
	"5 years"	"5"	"Male"	"M"	"2009"	"2009"	3	37328	Unreliable
	"5 years"	"5"	"Male"	"M"	"2010"	"2010"	9	39201	Unreliable
	"5 years"	"5"	"Male"	"M"	"2011"	"2011"	2	39854	Unreliable
	"5 years"	"5"	"Male"	"M"	"2012"	"2012"	14	40753	Unreliable
	"5 years"	"5"	"Male"	"M"	"2013"	"2013"	7	40260	Unreliable
	"5 years"	"5"	"Male"	"M"	"2014"	"2014"	7	38987	Unreliable
	"5 years"	"5"	"Male"	"M"	"2015"	"2015"	9	38973	Unreliable
	"5 years"	"5"	"Male"	"M"	"2016"	"2016"	9	38427	Unreliable
	"5 years"	"5"	"Male"	"M"	"2017"	"2017"	7	39517	Unreliable
	"5 years"	"5"	"Male"	"M"	"2018"	"2018"	10	38951	Unreliable
	"5 years"	"5"	"Male"	"M"	"2019"	"2019"	8	39331	Unreliable
	"5 years"	"5"	"Male"	"M"	"2020 "	"2020"	7	41493	Unreliable
	"6 years"	"6"	"Female"	"F"	"2001"	"2001"	4	27237	Unreliable
	"6 years"	"6"	"Female"	"F"	"2002"	"2002"	2	27423	Unreliable
	"6 years"	"6"	"Female"	"F"	"2003"	"2003"	5	27606	Unreliable
	"6 years"	"6"	"Female"	"F"	"2004"	"2004"	4	28103	Unreliable
	"6 years"	"6"	"Female"	"F"	"2005"	"2005"	4	29152	Unreliable
	"6 years"	"6"	"Female"	"F"	"2006"	"2006"	4	30577	Unreliable
	"6 years"	"6"	"Female"	"F"	"2007"	"2007"	3	32837	Unreliable
	"6 years"	"6"	"Female"	"F"	"2008"	"2008"	5	33826	Unreliable
	"6 years"	"6"	"Female"	"F"	"2009"	"2009"	7	36115	Unreliable
	"6 years"	"6"	"Female"	"F"	"2010"	"2010"	3	37526	Unreliable
	"6 years"	"6"	"Female"	"F"	"2011"	"2011"	3	38555	Unreliable
	"6 years"	"6"	"Female"	"F"	"2012"	"2012"	7	38532	Unreliable
	"6 years"	"6"	"Female"	"F"	"2013"	"2013"	2	39292	Unreliable
	"6 years"	"6"	"Female"	"F"	"2014"	"2014"	2	39160	Unreliable
	"6 years"	"6"	"Female"	"F"	"2015"	"2015"	6	37955	Unreliable
	"6 years"	"6"	"Female"	"F"	"2016"	"2016"	2	38258	Unreliable
	"6 years"	"6"	"Female"	"F"	"2017"	"2017"	3	37356	Unreliable
	"6 years"	"6"	"Female"	"F"	"2018"	"2018"	3	38096	Unreliable
	"6 years"	"6"	"Female"	"F"	"2019"	"2019"	10	37806	Unreliable
	"6 years"	"6"	"Female"	"F"	"2020 "	"2020"	4	40397	Unreliable
	"6 years"	"6"	"Male"	"M"	"2001"	"2001"	7	28187	Unreliable
	"6 years"	"6"	"Male"	"M"	"2002"	"2002"	4	28372	Unreliable
	"6 years"	"6"	"Male"	"M"	"2003"	"2003"	5	28232	Unreliable
	"6 years"	"6"	"Male"	"M"	"2004"	"2004"	3	28995	Unreliable
	"6 years"	"6"	"Male"	"M"	"2005"	"2005"	8	29990	Unreliable
	"6 years"	"6"	"Male"	"M"	"2006"	"2006"	4	31295	Unreliable
	"6 years"	"6"	"Male"	"M"	"2007"	"2007"	1	33151	Unreliable
	"6 years"	"6"	"Male"	"M"	"2008"	"2008"	5	34003	Unreliable
	"6 years"	"6"	"Male"	"M"	"2009"	"2009"	4	36112	Unreliable
	"6 years"	"6"	"Male"	"M"	"2010"	"2010"	5	38017	Unreliable
	"6 years"	"6"	"Male"	"M"	"2011"	"2011"	5	39349	Unreliable
	"6 years"	"6"	"Male"	"M"	"2012"	"2012"	4	39776	Unreliable
	"6 years"	"6"	"Male"	"M"	"2013"	"2013"	6	40636	Unreliable
	"6 years"	"6"	"Male"	"M"	"2014"	"2014"	3	40218	Unreliable
	"6 years"	"6"	"Male"	"M"	"2015"	"2015"	4	38982	Unreliable
	"6 years"	"6"	"Male"	"M"	"2016"	"2016"	5	39046	Unreliable
	"6 years"	"6"	"Male"	"M"	"2017"	"2017"	7	38480	Unreliable
	"6 years"	"6"	"Male"	"M"	"2018"	"2018"	6	39562	Unreliable
	"6 years"	"6"	"Male"	"M"	"2019"	"2019"	3	38995	Unreliable
	"6 years"	"6"	"Male"	"M"	"2020 "	"2020"	5	41630	Unreliable
	"7 years"	"7"	"Female"	"F"	"2001"	"2001"	3	28351	Unreliable
	"7 years"	"7"	"Female"	"F"	"2002"	"2002"	3	27749	Unreliable
	"7 years"	"7"	"Female"	"F"	"2003"	"2003"	3	28007	Unreliable
	"7 years"	"7"	"Female"	"F"	"2004"	"2004"	5	28259	Unreliable
	"7 years"	"7"	"Female"	"F"	"2005"	"2005"	6	28897	Unreliable
	"7 years"	"7"	"Female"	"F"	"2006"	"2006"	4	30046	Unreliable
	"7 years"	"7"	"Female"	"F"	"2007"	"2007"	2	31542	Unreliable
	"7 years"	"7"	"Female"	"F"	"2008"	"2008"	3	34034	Unreliable
	"7 years"	"7"	"Female"	"F"	"2009"	"2009"	7	35073	Unreliable
	"7 years"	"7"	"Female"	"F"	"2010"	"2010"	6	36967	Unreliable
	"7 years"	"7"	"Female"	"F"	"2011"	"2011"	4	37640	Unreliable
	"7 years"	"7"	"Female"	"F"	"2012"	"2012"	3	38480	Unreliable
	"7 years"	"7"	"Female"	"F"	"2013"	"2013"	2	38500	Unreliable
	"7 years"	"7"	"Female"	"F"	"2014"	"2014"	4	39255	Unreliable
	"7 years"	"7"	"Female"	"F"	"2015"	"2015"	2	39143	Unreliable
	"7 years"	"7"	"Female"	"F"	"2016"	"2016"	4	37888	Unreliable
	"7 years"	"7"	"Female"	"F"	"2017"	"2017"	4	38253	Unreliable
	"7 years"	"7"	"Female"	"F"	"2018"	"2018"	2	37464	Unreliable
	"7 years"	"7"	"Female"	"F"	"2019"	"2019"	2	38340	Unreliable
	"7 years"	"7"	"Female"	"F"	"2020 "	"2020"	5	40094	Unreliable
	"7 years"	"7"	"Male"	"M"	"2001"	"2001"	8	29102	Unreliable
	"7 years"	"7"	"Male"	"M"	"2002"	"2002"	6	28905	Unreliable
	"7 years"	"7"	"Male"	"M"	"2003"	"2003"	9	29250	Unreliable
	"7 years"	"7"	"Male"	"M"	"2004"	"2004"	2	29235	Unreliable
	"7 years"	"7"	"Male"	"M"	"2005"	"2005"	5	30271	Unreliable
	"7 years"	"7"	"Male"	"M"	"2006"	"2006"	5	31409	Unreliable
	"7 years"	"7"	"Male"	"M"	"2007"	"2007"	3	33077	Unreliable
	"7 years"	"7"	"Male"	"M"	"2008"	"2008"	3	35231	Unreliable
	"7 years"	"7"	"Male"	"M"	"2009"	"2009"	3	36334	Unreliable
	"7 years"	"7"	"Male"	"M"	"2010"	"2010"	3	37878	Unreliable
	"7 years"	"7"	"Male"	"M"	"2011"	"2011"	2	38313	Unreliable
	"7 years"	"7"	"Male"	"M"	"2012"	"2012"	5	39353	Unreliable
	"7 years"	"7"	"Male"	"M"	"2013"	"2013"	1	39815	Unreliable
	"7 years"	"7"	"Male"	"M"	"2014"	"2014"	6	40682	Unreliable
	"7 years"	"7"	"Male"	"M"	"2015"	"2015"	7	40270	Unreliable
	"7 years"	"7"	"Male"	"M"	"2016"	"2016"	5	39057	Unreliable
	"7 years"	"7"	"Male"	"M"	"2017"	"2017"	1	39062	Unreliable
	"7 years"	"7"	"Male"	"M"	"2018"	"2018"	3	38525	Unreliable
	"7 years"	"7"	"Male"	"M"	"2019"	"2019"	4	39758	Unreliable
	"7 years"	"7"	"Male"	"M"	"2020 "	"2020"	7	41304	Unreliable
	"8 years"	"8"	"Female"	"F"	"2001"	"2001"	2	29408	Unreliable
	"8 years"	"8"	"Female"	"F"	"2002"	"2002"	7	28984	Unreliable
	"8 years"	"8"	"Female"	"F"	"2003"	"2003"	4	28457	Unreliable
	"8 years"	"8"	"Female"	"F"	"2004"	"2004"	2	28828	Unreliable
	"8 years"	"8"	"Female"	"F"	"2005"	"2005"	1	29267	Unreliable
	"8 years"	"8"	"Female"	"F"	"2006"	"2006"	3	29964	Unreliable
	"8 years"	"8"	"Female"	"F"	"2007"	"2007"	3	31264	Unreliable
	"8 years"	"8"	"Female"	"F"	"2008"	"2008"	3	33064	Unreliable
	"8 years"	"8"	"Female"	"F"	"2009"	"2009"	5	35747	Unreliable
	"8 years"	"8"	"Female"	"F"	"2010"	"2010"	1	36686	Unreliable
	"8 years"	"8"	"Female"	"F"	"2011"	"2011"	4	36896	Unreliable
	"8 years"	"8"	"Female"	"F"	"2012"	"2012"	2	37561	Unreliable
	"8 years"	"8"	"Female"	"F"	"2013"	"2013"	6	38504	Unreliable
	"8 years"	"8"	"Female"	"F"	"2014"	"2014"	4	38460	Unreliable
	"8 years"	"8"	"Female"	"F"	"2015"	"2015"	4	39265	Unreliable
	"8 years"	"8"	"Female"	"F"	"2016"	"2016"	5	39101	Unreliable
	"8 years"	"8"	"Female"	"F"	"2017"	"2017"	1	37876	Unreliable
	"8 years"	"8"	"Female"	"F"	"2018"	"2018"	2	38293	Unreliable
	"8 years"	"8"	"Female"	"F"	"2020 "	"2020"	5	40960	Unreliable
	"8 years"	"8"	"Male"	"M"	"2001"	"2001"	3	30154	Unreliable
