"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"65 years"	"65"	"Female"	"F"	"2014"	"2014"	196667
	"65 years"	"65"	"Female"	"F"	"2015"	"2015"	209393
	"65 years"	"65"	"Female"	"F"	"2016"	"2016"	213825
	"65 years"	"65"	"Female"	"F"	"2017"	"2017"	213819
	"65 years"	"65"	"Female"	"F"	"2018"	"2018"	222748
	"65 years"	"65"	"Female"	"F"	"2019"	"2019"	235453
	"65 years"	"65"	"Female"	"F"	"2020"	"2020"	246759
	"65 years"	"65"	"Male"	"M"	"2011"	"2011"	117022
	"65 years"	"65"	"Male"	"M"	"2012"	"2012"	144230
	"65 years"	"65"	"Male"	"M"	"2013"	"2013"	149804
	"65 years"	"65"	"Male"	"M"	"2014"	"2014"	155558
	"65 years"	"65"	"Male"	"M"	"2015"	"2015"	165988
	"65 years"	"65"	"Male"	"M"	"2016"	"2016"	167456
	"65 years"	"65"	"Male"	"M"	"2017"	"2017"	167344
	"65 years"	"65"	"Male"	"M"	"2018"	"2018"	175417
	"65 years"	"65"	"Male"	"M"	"2019"	"2019"	185790
	"65 years"	"65"	"Male"	"M"	"2020"	"2020"	197865
	"66 years"	"66"	"Female"	"F"	"2011"	"2011"	147517
	"66 years"	"66"	"Female"	"F"	"2012"	"2012"	146293
	"66 years"	"66"	"Female"	"F"	"2013"	"2013"	178478
	"66 years"	"66"	"Female"	"F"	"2014"	"2014"	186205
	"66 years"	"66"	"Female"	"F"	"2015"	"2015"	194081
	"66 years"	"66"	"Female"	"F"	"2016"	"2016"	206608
	"66 years"	"66"	"Female"	"F"	"2017"	"2017"	210978
	"66 years"	"66"	"Female"	"F"	"2018"	"2018"	210761
	"66 years"	"66"	"Female"	"F"	"2019"	"2019"	219582
	"66 years"	"66"	"Female"	"F"	"2020"	"2020"	231892
	"66 years"	"66"	"Male"	"M"	"2011"	"2011"	114981
	"66 years"	"66"	"Male"	"M"	"2012"	"2012"	114244
	"66 years"	"66"	"Male"	"M"	"2013"	"2013"	140818
	"66 years"	"66"	"Male"	"M"	"2014"	"2014"	146290
	"66 years"	"66"	"Male"	"M"	"2015"	"2015"	151864
	"66 years"	"66"	"Male"	"M"	"2016"	"2016"	161976
	"66 years"	"66"	"Male"	"M"	"2017"	"2017"	163261
	"66 years"	"66"	"Male"	"M"	"2018"	"2018"	162988
	"66 years"	"66"	"Male"	"M"	"2019"	"2019"	170882
	"66 years"	"66"	"Male"	"M"	"2020"	"2020"	180727
	"67 years"	"67"	"Female"	"F"	"2011"	"2011"	138138
	"67 years"	"67"	"Female"	"F"	"2012"	"2012"	145541
	"67 years"	"67"	"Female"	"F"	"2013"	"2013"	144282
	"67 years"	"67"	"Female"	"F"	"2014"	"2014"	176029
	"67 years"	"67"	"Female"	"F"	"2015"	"2015"	183620
	"67 years"	"67"	"Female"	"F"	"2016"	"2016"	191343
	"67 years"	"67"	"Female"	"F"	"2017"	"2017"	203667
	"67 years"	"67"	"Female"	"F"	"2018"	"2018"	207872
	"67 years"	"67"	"Female"	"F"	"2019"	"2019"	207583
	"67 years"	"67"	"Female"	"F"	"2020"	"2020"	216058
	"67 years"	"67"	"Male"	"M"	"2011"	"2011"	106890
	"67 years"	"67"	"Male"	"M"	"2012"	"2012"	112060
	"67 years"	"67"	"Male"	"M"	"2013"	"2013"	111382
	"67 years"	"67"	"Male"	"M"	"2014"	"2014"	137361
	"67 years"	"67"	"Male"	"M"	"2015"	"2015"	142569
	"67 years"	"67"	"Male"	"M"	"2016"	"2016"	147980
	"67 years"	"67"	"Male"	"M"	"2017"	"2017"	157816
	"67 years"	"67"	"Male"	"M"	"2018"	"2018"	158785
	"67 years"	"67"	"Male"	"M"	"2019"	"2019"	158555
	"67 years"	"67"	"Male"	"M"	"2020"	"2020"	165927
	"68 years"	"68"	"Female"	"F"	"2011"	"2011"	136934
	"68 years"	"68"	"Female"	"F"	"2012"	"2012"	136070
	"68 years"	"68"	"Female"	"F"	"2013"	"2013"	143340
	"68 years"	"68"	"Female"	"F"	"2014"	"2014"	142186
	"68 years"	"68"	"Female"	"F"	"2015"	"2015"	173470
	"68 years"	"68"	"Female"	"F"	"2016"	"2016"	180926
	"68 years"	"68"	"Female"	"F"	"2017"	"2017"	188373
	"68 years"	"68"	"Female"	"F"	"2018"	"2018"	200583
	"68 years"	"68"	"Female"	"F"	"2019"	"2019"	204643
	"68 years"	"68"	"Female"	"F"	"2020"	"2020"	204130
	"68 years"	"68"	"Male"	"M"	"2011"	"2011"	103180
	"68 years"	"68"	"Male"	"M"	"2012"	"2012"	103971
	"68 years"	"68"	"Male"	"M"	"2013"	"2013"	109077
	"68 years"	"68"	"Male"	"M"	"2014"	"2014"	108394
	"68 years"	"68"	"Male"	"M"	"2015"	"2015"	133707
	"68 years"	"68"	"Male"	"M"	"2016"	"2016"	138723
	"68 years"	"68"	"Male"	"M"	"2017"	"2017"	143889
	"68 years"	"68"	"Male"	"M"	"2018"	"2018"	153384
	"68 years"	"68"	"Male"	"M"	"2019"	"2019"	154251
	"68 years"	"68"	"Male"	"M"	"2020"	"2020"	153769
	"69 years"	"69"	"Female"	"F"	"2011"	"2011"	123021
	"69 years"	"69"	"Female"	"F"	"2012"	"2012"	134660
	"69 years"	"69"	"Female"	"F"	"2013"	"2013"	133787
	"69 years"	"69"	"Female"	"F"	"2014"	"2014"	140994
	"69 years"	"69"	"Female"	"F"	"2015"	"2015"	139949
	"69 years"	"69"	"Female"	"F"	"2016"	"2016"	170688
	"69 years"	"69"	"Female"	"F"	"2017"	"2017"	177941
	"69 years"	"69"	"Female"	"F"	"2018"	"2018"	185235
	"69 years"	"69"	"Female"	"F"	"2019"	"2019"	197235
	"69 years"	"69"	"Female"	"F"	"2020"	"2020"	201028
	"69 years"	"69"	"Male"	"M"	"2011"	"2011"	92288
	"69 years"	"69"	"Male"	"M"	"2012"	"2012"	100217
	"69 years"	"69"	"Male"	"M"	"2013"	"2013"	101010
	"69 years"	"69"	"Male"	"M"	"2014"	"2014"	105969
	"69 years"	"69"	"Male"	"M"	"2015"	"2015"	105321
	"69 years"	"69"	"Male"	"M"	"2016"	"2016"	129909
	"69 years"	"69"	"Male"	"M"	"2017"	"2017"	134699
	"69 years"	"69"	"Male"	"M"	"2018"	"2018"	139687
	"69 years"	"69"	"Male"	"M"	"2019"	"2019"	148778
	"69 years"	"69"	"Male"	"M"	"2020"	"2020"	149439
	"70 years"	"70"	"Female"	"F"	"2011"	"2011"	116650
	"70 years"	"70"	"Female"	"F"	"2012"	"2012"	120780
	"70 years"	"70"	"Female"	"F"	"2013"	"2013"	132240
	"70 years"	"70"	"Female"	"F"	"2014"	"2014"	131411
	"70 years"	"70"	"Female"	"F"	"2015"	"2015"	138486
	"70 years"	"70"	"Female"	"F"	"2016"	"2016"	137523
	"70 years"	"70"	"Female"	"F"	"2017"	"2017"	167679
	"70 years"	"70"	"Female"	"F"	"2018"	"2018"	174801
	"70 years"	"70"	"Female"	"F"	"2019"	"2019"	181992
	"70 years"	"70"	"Female"	"F"	"2020"	"2020"	193524
	"70 years"	"70"	"Male"	"M"	"2011"	"2011"	84794
	"70 years"	"70"	"Male"	"M"	"2012"	"2012"	89512
	"70 years"	"70"	"Male"	"M"	"2013"	"2013"	97165
	"70 years"	"70"	"Male"	"M"	"2014"	"2014"	97994
	"70 years"	"70"	"Male"	"M"	"2015"	"2015"	102833
	"70 years"	"70"	"Male"	"M"	"2016"	"2016"	102188
	"70 years"	"70"	"Male"	"M"	"2017"	"2017"	126027
	"70 years"	"70"	"Male"	"M"	"2018"	"2018"	130602
	"70 years"	"70"	"Male"	"M"	"2019"	"2019"	135427
	"70 years"	"70"	"Male"	"M"	"2020"	"2020"	144014
	"71 years"	"71"	"Female"	"F"	"2011"	"2011"	112979
	"71 years"	"71"	"Female"	"F"	"2012"	"2012"	114414
	"71 years"	"71"	"Female"	"F"	"2013"	"2013"	118438
	"71 years"	"71"	"Female"	"F"	"2014"	"2014"	129741
	"71 years"	"71"	"Female"	"F"	"2015"	"2015"	128855
	"71 years"	"71"	"Female"	"F"	"2016"	"2016"	135950
	"71 years"	"71"	"Female"	"F"	"2017"	"2017"	134963
	"71 years"	"71"	"Female"	"F"	"2018"	"2018"	164566
	"71 years"	"71"	"Female"	"F"	"2019"	"2019"	171582
	"71 years"	"71"	"Female"	"F"	"2020"	"2020"	178409
	"71 years"	"71"	"Male"	"M"	"2011"	"2011"	81783
	"71 years"	"71"	"Male"	"M"	"2012"	"2012"	82105
	"71 years"	"71"	"Male"	"M"	"2013"	"2013"	86578
	"71 years"	"71"	"Male"	"M"	"2014"	"2014"	94117
	"71 years"	"71"	"Male"	"M"	"2015"	"2015"	94878
	"71 years"	"71"	"Male"	"M"	"2016"	"2016"	99661
	"71 years"	"71"	"Male"	"M"	"2017"	"2017"	98966
	"71 years"	"71"	"Male"	"M"	"2018"	"2018"	122075
	"71 years"	"71"	"Male"	"M"	"2019"	"2019"	126579
	"71 years"	"71"	"Male"	"M"	"2020"	"2020"	131015
	"72 years"	"72"	"Female"	"F"	"2011"	"2011"	102144
	"72 years"	"72"	"Female"	"F"	"2012"	"2012"	110620
	"72 years"	"72"	"Female"	"F"	"2013"	"2013"	112016
	"72 years"	"72"	"Female"	"F"	"2014"	"2014"	116013
	"72 years"	"72"	"Female"	"F"	"2015"	"2015"	127001
	"72 years"	"72"	"Female"	"F"	"2016"	"2016"	126266
	"72 years"	"72"	"Female"	"F"	"2017"	"2017"	133188
	"72 years"	"72"	"Female"	"F"	"2018"	"2018"	132218
	"72 years"	"72"	"Female"	"F"	"2019"	"2019"	161241
	"72 years"	"72"	"Female"	"F"	"2020"	"2020"	167869
	"72 years"	"72"	"Male"	"M"	"2011"	"2011"	74073
	"72 years"	"72"	"Male"	"M"	"2012"	"2012"	79022
	"72 years"	"72"	"Male"	"M"	"2013"	"2013"	79233
	"72 years"	"72"	"Male"	"M"	"2014"	"2014"	83666
	"72 years"	"72"	"Male"	"M"	"2015"	"2015"	90885
	"72 years"	"72"	"Male"	"M"	"2016"	"2016"	91704
	"72 years"	"72"	"Male"	"M"	"2017"	"2017"	96307
	"72 years"	"72"	"Male"	"M"	"2018"	"2018"	95604
	"72 years"	"72"	"Male"	"M"	"2019"	"2019"	117996
	"72 years"	"72"	"Male"	"M"	"2020"	"2020"	122086
	"73 years"	"73"	"Female"	"F"	"2011"	"2011"	98821
	"73 years"	"73"	"Female"	"F"	"2012"	"2012"	99818
	"73 years"	"73"	"Female"	"F"	"2013"	"2013"	108067
	"73 years"	"73"	"Female"	"F"	"2014"	"2014"	109507
	"73 years"	"73"	"Female"	"F"	"2015"	"2015"	113333
	"73 years"	"73"	"Female"	"F"	"2016"	"2016"	124180
	"73 years"	"73"	"Female"	"F"	"2017"	"2017"	123416
	"73 years"	"73"	"Female"	"F"	"2018"	"2018"	130221
	"73 years"	"73"	"Female"	"F"	"2019"	"2019"	129283
	"73 years"	"73"	"Female"	"F"	"2020"	"2020"	157447
	"73 years"	"73"	"Male"	"M"	"2011"	"2011"	69145
	"73 years"	"73"	"Male"	"M"	"2012"	"2012"	71388
	"73 years"	"73"	"Male"	"M"	"2013"	"2013"	76045
	"73 years"	"73"	"Male"	"M"	"2014"	"2014"	76357
	"73 years"	"73"	"Male"	"M"	"2015"	"2015"	80549
	"73 years"	"73"	"Male"	"M"	"2016"	"2016"	87596
	"73 years"	"73"	"Male"	"M"	"2017"	"2017"	88383
	"73 years"	"73"	"Male"	"M"	"2018"	"2018"	92825
	"73 years"	"73"	"Male"	"M"	"2019"	"2019"	92165
	"73 years"	"73"	"Male"	"M"	"2020"	"2020"	113510
	"74 years"	"74"	"Female"	"F"	"2011"	"2011"	92169
	"74 years"	"74"	"Female"	"F"	"2012"	"2012"	96379
	"74 years"	"74"	"Female"	"F"	"2013"	"2013"	97281
	"74 years"	"74"	"Female"	"F"	"2014"	"2014"	105403
	"74 years"	"74"	"Female"	"F"	"2015"	"2015"	106763
	"74 years"	"74"	"Female"	"F"	"2016"	"2016"	110573
	"74 years"	"74"	"Female"	"F"	"2017"	"2017"	121139
	"74 years"	"74"	"Female"	"F"	"2018"	"2018"	120404
	"74 years"	"74"	"Female"	"F"	"2019"	"2019"	127106
	"74 years"	"74"	"Female"	"F"	"2020"	"2020"	125974
	"74 years"	"74"	"Male"	"M"	"2011"	"2011"	63356
	"74 years"	"74"	"Male"	"M"	"2012"	"2012"	66433
	"74 years"	"74"	"Male"	"M"	"2013"	"2013"	68478
	"74 years"	"74"	"Male"	"M"	"2014"	"2014"	73061
	"74 years"	"74"	"Male"	"M"	"2015"	"2015"	73316
	"74 years"	"74"	"Male"	"M"	"2016"	"2016"	77424
	"74 years"	"74"	"Male"	"M"	"2017"	"2017"	84204
	"74 years"	"74"	"Male"	"M"	"2018"	"2018"	84956
	"74 years"	"74"	"Male"	"M"	"2019"	"2019"	89290
	"74 years"	"74"	"Male"	"M"	"2020"	"2020"	88418
	"75 years"	"75"	"Female"	"F"	"2011"	"2011"	90129
	"75 years"	"75"	"Female"	"F"	"2012"	"2012"	89728
	"75 years"	"75"	"Female"	"F"	"2013"	"2013"	93757
	"75 years"	"75"	"Female"	"F"	"2014"	"2014"	94717
	"75 years"	"75"	"Female"	"F"	"2015"	"2015"	102540
	"75 years"	"75"	"Female"	"F"	"2016"	"2016"	103988
	"75 years"	"75"	"Female"	"F"	"2017"	"2017"	107614
	"75 years"	"75"	"Female"	"F"	"2018"	"2018"	117953
	"75 years"	"75"	"Female"	"F"	"2019"	"2019"	117272
	"75 years"	"75"	"Female"	"F"	"2020"	"2020"	123614
	"75 years"	"75"	"Male"	"M"	"2011"	"2011"	60446
	"75 years"	"75"	"Male"	"M"	"2012"	"2012"	60684
	"75 years"	"75"	"Male"	"M"	"2013"	"2013"	63522
	"75 years"	"75"	"Male"	"M"	"2014"	"2014"	65579
	"75 years"	"75"	"Male"	"M"	"2015"	"2015"	69923
	"75 years"	"75"	"Male"	"M"	"2016"	"2016"	70255
	"75 years"	"75"	"Male"	"M"	"2017"	"2017"	74196
	"75 years"	"75"	"Male"	"M"	"2018"	"2018"	80677
	"75 years"	"75"	"Male"	"M"	"2019"	"2019"	81463
	"75 years"	"75"	"Male"	"M"	"2020"	"2020"	85408
	"76 years"	"76"	"Female"	"F"	"2011"	"2011"	86024
	"76 years"	"76"	"Female"	"F"	"2012"	"2012"	87506
	"76 years"	"76"	"Female"	"F"	"2013"	"2013"	87072
	"76 years"	"76"	"Female"	"F"	"2014"	"2014"	91106
	"76 years"	"76"	"Female"	"F"	"2015"	"2015"	91961
	"76 years"	"76"	"Female"	"F"	"2016"	"2016"	99655
	"76 years"	"76"	"Female"	"F"	"2017"	"2017"	101014
	"76 years"	"76"	"Female"	"F"	"2018"	"2018"	104550
	"76 years"	"76"	"Female"	"F"	"2019"	"2019"	114629
	"76 years"	"76"	"Female"	"F"	"2020"	"2020"	113746
	"76 years"	"76"	"Male"	"M"	"2011"	"2011"	56130
	"76 years"	"76"	"Male"	"M"	"2012"	"2012"	57697
	"76 years"	"76"	"Male"	"M"	"2013"	"2013"	57839
	"76 years"	"76"	"Male"	"M"	"2014"	"2014"	60633
	"76 years"	"76"	"Male"	"M"	"2015"	"2015"	62548
	"76 years"	"76"	"Male"	"M"	"2016"	"2016"	66777
	"76 years"	"76"	"Male"	"M"	"2017"	"2017"	67095
	"76 years"	"76"	"Male"	"M"	"2018"	"2018"	70845
	"76 years"	"76"	"Male"	"M"	"2019"	"2019"	77096
	"76 years"	"76"	"Male"	"M"	"2020"	"2020"	77629
	"77 years"	"77"	"Female"	"F"	"2011"	"2011"	78165
	"77 years"	"77"	"Female"	"F"	"2012"	"2012"	83261
	"77 years"	"77"	"Female"	"F"	"2013"	"2013"	84644
	"77 years"	"77"	"Female"	"F"	"2014"	"2014"	84362
	"77 years"	"77"	"Female"	"F"	"2015"	"2015"	88229
	"77 years"	"77"	"Female"	"F"	"2016"	"2016"	89139
	"77 years"	"77"	"Female"	"F"	"2017"	"2017"	96550
	"77 years"	"77"	"Female"	"F"	"2018"	"2018"	97902
	"77 years"	"77"	"Female"	"F"	"2019"	"2019"	101342
	"77 years"	"77"	"Female"	"F"	"2020"	"2020"	110909
	"77 years"	"77"	"Male"	"M"	"2011"	"2011"	49684
	"77 years"	"77"	"Male"	"M"	"2012"	"2012"	53367
	"77 years"	"77"	"Male"	"M"	"2013"	"2013"	54757
	"77 years"	"77"	"Male"	"M"	"2014"	"2014"	55015
	"77 years"	"77"	"Male"	"M"	"2015"	"2015"	57617
	"77 years"	"77"	"Male"	"M"	"2016"	"2016"	59527
	"77 years"	"77"	"Male"	"M"	"2017"	"2017"	63538
	"77 years"	"77"	"Male"	"M"	"2018"	"2018"	63833
	"77 years"	"77"	"Male"	"M"	"2019"	"2019"	67442
	"77 years"	"77"	"Male"	"M"	"2020"	"2020"	73183
	"78 years"	"78"	"Female"	"F"	"2011"	"2011"	74807
	"78 years"	"78"	"Female"	"F"	"2012"	"2012"	75421
	"78 years"	"78"	"Female"	"F"	"2013"	"2013"	80274
	"78 years"	"78"	"Female"	"F"	"2014"	"2014"	81735
	"78 years"	"78"	"Female"	"F"	"2015"	"2015"	81415
	"78 years"	"78"	"Female"	"F"	"2016"	"2016"	85259
	"78 years"	"78"	"Female"	"F"	"2017"	"2017"	86095
	"78 years"	"78"	"Female"	"F"	"2018"	"2018"	93295
	"78 years"	"78"	"Female"	"F"	"2019"	"2019"	94658
	"78 years"	"78"	"Female"	"F"	"2020"	"2020"	97750
	"78 years"	"78"	"Male"	"M"	"2011"	"2011"	46164
	"78 years"	"78"	"Male"	"M"	"2012"	"2012"	47030
	"78 years"	"78"	"Male"	"M"	"2013"	"2013"	50421
	"78 years"	"78"	"Male"	"M"	"2014"	"2014"	51875
	"78 years"	"78"	"Male"	"M"	"2015"	"2015"	52092
	"78 years"	"78"	"Male"	"M"	"2016"	"2016"	54633
	"78 years"	"78"	"Male"	"M"	"2017"	"2017"	56413
	"78 years"	"78"	"Male"	"M"	"2018"	"2018"	60213
	"78 years"	"78"	"Male"	"M"	"2019"	"2019"	60552
	"78 years"	"78"	"Male"	"M"	"2020"	"2020"	63762
	"79 years"	"79"	"Female"	"F"	"2011"	"2011"	69102
	"79 years"	"79"	"Female"	"F"	"2012"	"2012"	71929
	"79 years"	"79"	"Female"	"F"	"2013"	"2013"	72454
	"79 years"	"79"	"Female"	"F"	"2014"	"2014"	77242
	"79 years"	"79"	"Female"	"F"	"2015"	"2015"	78615
	"79 years"	"79"	"Female"	"F"	"2016"	"2016"	78432
	"79 years"	"79"	"Female"	"F"	"2017"	"2017"	82120
	"79 years"	"79"	"Female"	"F"	"2018"	"2018"	82926
	"79 years"	"79"	"Female"	"F"	"2019"	"2019"	89907
	"79 years"	"79"	"Female"	"F"	"2020"	"2020"	91012
	"79 years"	"79"	"Male"	"M"	"2011"	"2011"	41081
	"79 years"	"79"	"Male"	"M"	"2012"	"2012"	43516
	"79 years"	"79"	"Male"	"M"	"2013"	"2013"	44234
	"79 years"	"79"	"Male"	"M"	"2014"	"2014"	47553
	"79 years"	"79"	"Male"	"M"	"2015"	"2015"	48902
	"79 years"	"79"	"Male"	"M"	"2016"	"2016"	49209
	"79 years"	"79"	"Male"	"M"	"2017"	"2017"	51567
	"79 years"	"79"	"Male"	"M"	"2018"	"2018"	53245
	"79 years"	"79"	"Male"	"M"	"2019"	"2019"	56877
	"79 years"	"79"	"Male"	"M"	"2020"	"2020"	57014
	"80 years"	"80"	"Female"	"F"	"2011"	"2011"	64111
	"80 years"	"80"	"Female"	"F"	"2012"	"2012"	66201
	"80 years"	"80"	"Female"	"F"	"2013"	"2013"	68833
	"80 years"	"80"	"Female"	"F"	"2014"	"2014"	69489
	"80 years"	"80"	"Female"	"F"	"2015"	"2015"	74047
	"80 years"	"80"	"Female"	"F"	"2016"	"2016"	75494
	"80 years"	"80"	"Female"	"F"	"2017"	"2017"	75271
	"80 years"	"80"	"Female"	"F"	"2018"	"2018"	78834
	"80 years"	"80"	"Female"	"F"	"2019"	"2019"	79625
	"80 years"	"80"	"Female"	"F"	"2020"	"2020"	86124
	"80 years"	"80"	"Male"	"M"	"2011"	"2011"	36760
	"80 years"	"80"	"Male"	"M"	"2012"	"2012"	38532
	"80 years"	"80"	"Male"	"M"	"2013"	"2013"	40723
	"80 years"	"80"	"Male"	"M"	"2014"	"2014"	41520
	"80 years"	"80"	"Male"	"M"	"2015"	"2015"	44625
	"80 years"	"80"	"Male"	"M"	"2016"	"2016"	45979
	"80 years"	"80"	"Male"	"M"	"2017"	"2017"	46252
	"80 years"	"80"	"Male"	"M"	"2018"	"2018"	48448
	"80 years"	"80"	"Male"	"M"	"2019"	"2019"	50060
	"80 years"	"80"	"Male"	"M"	"2020"	"2020"	53282
	"81 years"	"81"	"Female"	"F"	"2011"	"2011"	63027
	"81 years"	"81"	"Female"	"F"	"2012"	"2012"	61172
	"81 years"	"81"	"Female"	"F"	"2013"	"2013"	63110
	"81 years"	"81"	"Female"	"F"	"2014"	"2014"	65777
	"81 years"	"81"	"Female"	"F"	"2015"	"2015"	66360
	"81 years"	"81"	"Female"	"F"	"2016"	"2016"	70823
	"81 years"	"81"	"Female"	"F"	"2017"	"2017"	72151
	"81 years"	"81"	"Female"	"F"	"2018"	"2018"	71962
	"81 years"	"81"	"Female"	"F"	"2019"	"2019"	75425
	"81 years"	"81"	"Female"	"F"	"2020"	"2020"	75943
	"81 years"	"81"	"Male"	"M"	"2011"	"2011"	35088
	"81 years"	"81"	"Male"	"M"	"2012"	"2012"	34303
	"81 years"	"81"	"Male"	"M"	"2013"	"2013"	35880
	"81 years"	"81"	"Male"	"M"	"2014"	"2014"	38054
	"81 years"	"81"	"Male"	"M"	"2015"	"2015"	38802
	"81 years"	"81"	"Male"	"M"	"2016"	"2016"	41759
	"81 years"	"81"	"Male"	"M"	"2017"	"2017"	43022
	"81 years"	"81"	"Male"	"M"	"2018"	"2018"	43270
	"81 years"	"81"	"Male"	"M"	"2019"	"2019"	45340
	"81 years"	"81"	"Male"	"M"	"2020"	"2020"	46674
	"82 years"	"82"	"Female"	"F"	"2011"	"2011"	56833
	"82 years"	"82"	"Female"	"F"	"2012"	"2012"	59902
	"82 years"	"82"	"Female"	"F"	"2013"	"2013"	58065
	"82 years"	"82"	"Female"	"F"	"2014"	"2014"	60050
	"82 years"	"82"	"Female"	"F"	"2015"	"2015"	62525
	"82 years"	"82"	"Female"	"F"	"2016"	"2016"	63181
	"82 years"	"82"	"Female"	"F"	"2017"	"2017"	67405
	"82 years"	"82"	"Female"	"F"	"2018"	"2018"	68705
	"82 years"	"82"	"Female"	"F"	"2019"	"2019"	68555
	"82 years"	"82"	"Female"	"F"	"2020"	"2020"	71656
	"82 years"	"82"	"Male"	"M"	"2011"	"2011"	30029
	"82 years"	"82"	"Male"	"M"	"2012"	"2012"	32590
	"82 years"	"82"	"Male"	"M"	"2013"	"2013"	31783
	"82 years"	"82"	"Male"	"M"	"2014"	"2014"	33355
	"82 years"	"82"	"Male"	"M"	"2015"	"2015"	35375
	"82 years"	"82"	"Male"	"M"	"2016"	"2016"	36118
	"82 years"	"82"	"Male"	"M"	"2017"	"2017"	38852
	"82 years"	"82"	"Male"	"M"	"2018"	"2018"	40022
	"82 years"	"82"	"Male"	"M"	"2019"	"2019"	40305
	"82 years"	"82"	"Male"	"M"	"2020"	"2020"	42037
	"83 years"	"83"	"Female"	"F"	"2011"	"2011"	53011
	"83 years"	"83"	"Female"	"F"	"2012"	"2012"	53733
	"83 years"	"83"	"Female"	"F"	"2013"	"2013"	56537
	"83 years"	"83"	"Female"	"F"	"2014"	"2014"	54921
	"83 years"	"83"	"Female"	"F"	"2015"	"2015"	56764
	"83 years"	"83"	"Female"	"F"	"2016"	"2016"	59210
	"83 years"	"83"	"Female"	"F"	"2017"	"2017"	59818
	"83 years"	"83"	"Female"	"F"	"2018"	"2018"	63843
	"83 years"	"83"	"Female"	"F"	"2019"	"2019"	65117
	"83 years"	"83"	"Female"	"F"	"2020"	"2020"	64777
	"83 years"	"83"	"Male"	"M"	"2011"	"2011"	26937
	"83 years"	"83"	"Male"	"M"	"2012"	"2012"	27720
	"83 years"	"83"	"Male"	"M"	"2013"	"2013"	29982
	"83 years"	"83"	"Male"	"M"	"2014"	"2014"	29348
	"83 years"	"83"	"Male"	"M"	"2015"	"2015"	30771
	"83 years"	"83"	"Male"	"M"	"2016"	"2016"	32711
	"83 years"	"83"	"Male"	"M"	"2017"	"2017"	33380
	"83 years"	"83"	"Male"	"M"	"2018"	"2018"	35902
	"83 years"	"83"	"Male"	"M"	"2019"	"2019"	37025
	"83 years"	"83"	"Male"	"M"	"2020"	"2020"	37124
	"84 years"	"84"	"Female"	"F"	"2011"	"2011"	48954
	"84 years"	"84"	"Female"	"F"	"2012"	"2012"	49765
	"84 years"	"84"	"Female"	"F"	"2013"	"2013"	50361
	"84 years"	"84"	"Female"	"F"	"2014"	"2014"	53129
	"84 years"	"84"	"Female"	"F"	"2015"	"2015"	51579
	"84 years"	"84"	"Female"	"F"	"2016"	"2016"	53439
	"84 years"	"84"	"Female"	"F"	"2017"	"2017"	55678
	"84 years"	"84"	"Female"	"F"	"2018"	"2018"	56274
	"84 years"	"84"	"Female"	"F"	"2019"	"2019"	60113
	"84 years"	"84"	"Female"	"F"	"2020"	"2020"	61098
	"84 years"	"84"	"Male"	"M"	"2011"	"2011"	24322
	"84 years"	"84"	"Male"	"M"	"2012"	"2012"	24648
	"84 years"	"84"	"Male"	"M"	"2013"	"2013"	25280
	"84 years"	"84"	"Male"	"M"	"2014"	"2014"	27470
	"84 years"	"84"	"Male"	"M"	"2015"	"2015"	26867
	"84 years"	"84"	"Male"	"M"	"2016"	"2016"	28233
	"84 years"	"84"	"Male"	"M"	"2017"	"2017"	30007
	"84 years"	"84"	"Male"	"M"	"2018"	"2018"	30602
	"84 years"	"84"	"Male"	"M"	"2019"	"2019"	32948
	"84 years"	"84"	"Male"	"M"	"2020"	"2020"	33820
	"85+ years"	"85+"	"Female"	"F"	"2011"	"2011"	289987
	"85+ years"	"85+"	"Female"	"F"	"2012"	"2012"	299552
	"85+ years"	"85+"	"Female"	"F"	"2013"	"2013"	307858
	"85+ years"	"85+"	"Female"	"F"	"2014"	"2014"	317532
	"85+ years"	"85+"	"Female"	"F"	"2015"	"2015"	328200
	"85+ years"	"85+"	"Female"	"F"	"2016"	"2016"	337248
	"85+ years"	"85+"	"Female"	"F"	"2017"	"2017"	346384
	"85+ years"	"85+"	"Female"	"F"	"2018"	"2018"	356638
	"85+ years"	"85+"	"Female"	"F"	"2019"	"2019"	366611
	"85+ years"	"85+"	"Female"	"F"	"2020"	"2020"	376151
	"85+ years"	"85+"	"Male"	"M"	"2011"	"2011"	115055
	"85+ years"	"85+"	"Male"	"M"	"2012"	"2012"	120722
	"85+ years"	"85+"	"Male"	"M"	"2013"	"2013"	125231
	"85+ years"	"85+"	"Male"	"M"	"2014"	"2014"	130746
	"85+ years"	"85+"	"Male"	"M"	"2015"	"2015"	137393
	"85+ years"	"85+"	"Male"	"M"	"2016"	"2016"	142905
	"85+ years"	"85+"	"Male"	"M"	"2017"	"2017"	148640
	"85+ years"	"85+"	"Male"	"M"	"2018"	"2018"	154972
	"85+ years"	"85+"	"Male"	"M"	"2019"	"2019"	161201
	"85+ years"	"85+"	"Male"	"M"	"2020"	"2020"	167252
"---"
"Dataset: Single-Race Population Estimates 2010-2020 by State and Single-Year Age"
"Query Parameters:"
"Gender: Female; Male"
"Race: Black or African American"
