label,value,year,Pop
infant mortlaiy initial,-0.00635224590615285,2009 - 2010,Switzerland
infant mortlaiy initial,0.0090105318062387,2010 - 2011,Switzerland
infant mortlaiy initial,-0.00368697808987243,2011 - 2012,Switzerland
infant mortlaiy initial,0.00390650588686651,2012 - 2013,Switzerland
infant mortlaiy initial,-0.0006986243785595,2013 - 2014,Switzerland
infant mortlaiy initial,0.00307112861329953,2014 - 2015,Switzerland
infant mortlaiy initial,-0.00771767761494088,2015 - 2016,Switzerland
infant mortlaiy initial,0.00870626908706102,2016 - 2017,Switzerland
infant mortlaiy initial,-0.000204304524790604,2017 - 2018,Switzerland
infant mortlaiy initial,-0.00122951735859462,2018 - 2019,Switzerland
infant mortlaiy initial,-0.00173384447330978,2019 - 2020,Switzerland
infant mortlaiy initial,0.00568128090783393,2020 - 2021,Switzerland
infant mortality decrease,0.0352712621430776,2009 - 2010,Switzerland
infant mortality decrease,3.53365898908994e-10,2010 - 2011,Switzerland
infant mortality decrease,-9.82576571412814e-10,2011 - 2012,Switzerland
infant mortality decrease,-1.29879465315924e-10,2012 - 2013,Switzerland
infant mortality decrease,-1.70354116128305e-09,2013 - 2014,Switzerland
infant mortality decrease,-0.037407217542706,2014 - 2015,Switzerland
infant mortality decrease,0.0387810713630818,2015 - 2016,Switzerland
infant mortality decrease,-1.22332726439098e-09,2016 - 2017,Switzerland
infant mortality decrease,-0.0377091594508413,2017 - 2018,Switzerland
infant mortality decrease,0.0382287468926965,2018 - 2019,Switzerland
infant mortality decrease,-1.18790868692459e-10,2019 - 2020,Switzerland
infant mortality decrease,-8.0573853101392e-10,2020 - 2021,Switzerland
Background,-0.0128713844426628,2009 - 2010,Switzerland
Background,-0.0153891743836694,2010 - 2011,Switzerland
Background,0.10243520864843,2011 - 2012,Switzerland
Background,0.00488098859608601,2012 - 2013,Switzerland
Background,0.00518926727401288,2013 - 2014,Switzerland
Background,0.0211532647440986,2014 - 2015,Switzerland
Background,-0.0292711711973973,2015 - 2016,Switzerland
Background,0.0444759841366682,2016 - 2017,Switzerland
Background,-0.0407167716026241,2017 - 2018,Switzerland
Background,0.0995212157607471,2018 - 2019,Switzerland
Background,-0.0895105779977159,2019 - 2020,Switzerland
Background,0.0566907671276329,2020 - 2021,Switzerland
Compression,-0.00899680575377848,2009 - 2010,Switzerland
Compression,0.00721047279714639,2010 - 2011,Switzerland
Compression,0.0519858010204861,2011 - 2012,Switzerland
Compression,0.0142359202113679,2012 - 2013,Switzerland
Compression,0.00882757539578492,2013 - 2014,Switzerland
Compression,0.0530946332491502,2014 - 2015,Switzerland
Compression,-0.0724245446029597,2015 - 2016,Switzerland
Compression,0.0864234555069065,2016 - 2017,Switzerland
Compression,-0.057101235099542,2017 - 2018,Switzerland
Compression,0.0259010893324898,2018 - 2019,Switzerland
Compression,0.125624966652837,2019 - 2020,Switzerland
Compression,-0.113417203071565,2020 - 2021,Switzerland
Shift,0.17923647687886,2009 - 2010,Switzerland
Shift,0.281452033784175,2010 - 2011,Switzerland
Shift,-0.214309847999914,2011 - 2012,Switzerland
Shift,0.0963598492165279,2012 - 2013,Switzerland
Shift,0.364047653687584,2013 - 2014,Switzerland
Shift,-0.3019620973333,2014 - 2015,Switzerland
Shift,0.476505481928196,2015 - 2016,Switzerland
Shift,-0.0469655756959777,2016 - 2017,Switzerland
Shift,0.143738770631247,2017 - 2018,Switzerland
Shift,0.0822087207692822,2018 - 2019,Switzerland
Shift,-0.54468176199756,2019 - 2020,Switzerland
Shift,0.582192848488837,2020 - 2021,Switzerland
infant mortlaiy initial,0.0142020759154354,2009 - 2010,Chile
infant mortlaiy initial,-0.0152301363023633,2010 - 2011,Chile
infant mortlaiy initial,0.00966689540575143,2011 - 2012,Chile
infant mortlaiy initial,0.0192490864533981,2012 - 2013,Chile
infant mortlaiy initial,-0.0205080387897351,2013 - 2014,Chile
infant mortlaiy initial,0.0252282586643753,2014 - 2015,Chile
infant mortlaiy initial,-0.0117704325001755,2015 - 2016,Chile
infant mortlaiy initial,-0.00278116966335919,2016 - 2017,Chile
infant mortlaiy initial,0.0101952840519984,2017 - 2018,Chile
infant mortlaiy initial,0.0128291842200429,2018 - 2019,Chile
infant mortlaiy initial,0.0166413512515469,2019 - 2020,Chile
infant mortality decrease,0.00952748063032007,2009 - 2010,Chile
infant mortality decrease,0.0229259205500779,2010 - 2011,Chile
infant mortality decrease,-0.0270562256795784,2011 - 2012,Chile
infant mortality decrease,0.00506940656240668,2012 - 2013,Chile
infant mortality decrease,0.0341987013067241,2013 - 2014,Chile
infant mortality decrease,-0.0324913164207979,2014 - 2015,Chile
infant mortality decrease,0.00059407831699201,2015 - 2016,Chile
infant mortality decrease,0.0189605803330045,2016 - 2017,Chile
infant mortality decrease,-0.00874529463646179,2017 - 2018,Chile
infant mortality decrease,0.0239416989217084,2018 - 2019,Chile
infant mortality decrease,0.00771355852455201,2019 - 2020,Chile
Background,-0.0414591296330075,2009 - 2010,Chile
Background,0.0844106423281252,2010 - 2011,Chile
Background,-0.0134145800313084,2011 - 2012,Chile
Background,-0.0588827681561952,2012 - 2013,Chile
Background,0.0199222501589871,2013 - 2014,Chile
Background,-0.07064022928834,2014 - 2015,Chile
Background,-0.00608218671504057,2015 - 2016,Chile
Background,-0.0493315991094451,2016 - 2017,Chile
Background,-0.0284721503302763,2017 - 2018,Chile
Background,-0.10837182472657,2018 - 2019,Chile
Background,0.0641924776359729,2019 - 2020,Chile
Compression,0.0937090536685885,2009 - 2010,Chile
Compression,-0.0576400519349972,2010 - 2011,Chile
Compression,0.11210623787869,2011 - 2012,Chile
Compression,0.00886551294408191,2012 - 2013,Chile
Compression,0.0626037458411096,2013 - 2014,Chile
Compression,0.00258137307789692,2014 - 2015,Chile
Compression,0.0571122622708072,2015 - 2016,Chile
Compression,0.150454702314562,2016 - 2017,Chile
Compression,-0.00371818411983138,2017 - 2018,Chile
Compression,0.046384051947033,2018 - 2019,Chile
Compression,-0.0816531106749956,2019 - 2020,Chile
Shift,-0.491443098784969,2009 - 2010,Chile
Shift,0.55005363121375,2010 - 2011,Chile
Shift,-0.248251140029954,2011 - 2012,Chile
Shift,0.305623115546304,2012 - 2013,Chile
Shift,0.0562902905348242,2013 - 2014,Chile
Shift,0.180964522894087,2014 - 2015,Chile
Shift,0.165826095636253,2015 - 2016,Chile
Shift,0.0013670979366488,2016 - 2017,Chile
Shift,0.252348591253405,2017 - 2018,Chile
Shift,0.0597962039198438,2018 - 2019,Chile
Shift,-0.836725768652784,2019 - 2020,Chile
infant mortlaiy initial,-0.0112551596008801,2009 - 2010,Denmark
infant mortlaiy initial,-0.0034554287711115,2010 - 2011,Denmark
infant mortlaiy initial,0.0015758357712114,2011 - 2012,Denmark
infant mortlaiy initial,-0.00847018073968048,2012 - 2013,Denmark
infant mortlaiy initial,0.00190814293741865,2013 - 2014,Denmark
infant mortlaiy initial,-0.00203388386937716,2014 - 2015,Denmark
infant mortlaiy initial,0.0180214539586071,2015 - 2016,Denmark
infant mortlaiy initial,-0.0113586285096441,2016 - 2017,Denmark
infant mortlaiy initial,0.00129967939207223,2017 - 2018,Denmark
infant mortlaiy initial,0.0174446887164809,2018 - 2019,Denmark
infant mortlaiy initial,-0.00609652550772599,2019 - 2020,Denmark
infant mortlaiy initial,-0.00626724022296967,2020 - 2021,Denmark
infant mortality decrease,0.0457034605218398,2009 - 2010,Denmark
infant mortality decrease,0.0124091470615509,2010 - 2011,Denmark
infant mortality decrease,-0.0563809994759175,2011 - 2012,Denmark
infant mortality decrease,0.0402511367059351,2012 - 2013,Denmark
infant mortality decrease,0.00799268406104489,2013 - 2014,Denmark
infant mortality decrease,0.0338443508143188,2014 - 2015,Denmark
infant mortality decrease,-0.0493722784116786,2015 - 2016,Denmark
infant mortality decrease,0.0469938474434734,2016 - 2017,Denmark
infant mortality decrease,-0.0415848273322966,2017 - 2018,Denmark
infant mortality decrease,0.0144971711172672,2018 - 2019,Denmark
infant mortality decrease,0.02098185704421,2019 - 2020,Denmark
infant mortality decrease,-0.0396099215552489,2020 - 2021,Denmark
Background,0.0927316072826958,2009 - 2010,Denmark
Background,-0.090304323037746,2010 - 2011,Denmark
Background,0.156633343914237,2011 - 2012,Denmark
Background,-0.106122637115809,2012 - 2013,Denmark
Background,0.0338130555489862,2013 - 2014,Denmark
Background,-0.0223514956129887,2014 - 2015,Denmark
Background,-0.118324064078615,2015 - 2016,Denmark
