NSW, Death rates (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971           0             0.016266        0.020912        0.018638
  1971         1-4             0.000689        0.000892        0.000793
  1971         5-9             0.000320        0.000421        0.000372
  1971        10-14            0.000230        0.000517        0.000377
  1971        15-19            0.000614        0.001503        0.001068
  1971        20-24            0.000551        0.001806        0.001196
  1971        25-29            0.000653        0.001432        0.001057
  1971        30-34            0.000935        0.001425        0.001189
  1971        35-39            0.001478        0.002235        0.001868
  1971        40-44            0.002446        0.003377        0.002928
  1971        45-49            0.003878        0.006077        0.004997
  1971        50-54            0.005750        0.010080        0.007913
  1971        55-59            0.009169        0.017020        0.013043
  1971        60-64            0.013261        0.026755        0.019738
  1971        65-69            0.020099        0.041659        0.030154
  1971        70-74            0.037407        0.063266        0.048237
  1971        75-79            0.064212        0.098783        0.077177
  1971        80-84            0.100670        0.137755        0.113563
  1971        85-89            0.161920        0.212687        0.177959
  1971        90-94            0.226595        0.295025        0.245336
  1971        95-99            0.381567        0.320423        0.366432
  1971       100-104           0.370487        0.170940        0.349053
  1971       105-109           0.000000              .        0.000000
  1971       110+                    .              .              .
  1972           0             0.015132        0.020884        0.018068
  1972         1-4             0.000682        0.000903        0.000795
  1972         5-9             0.000273        0.000453        0.000365
  1972        10-14            0.000249        0.000341        0.000296
  1972        15-19            0.000479        0.001330        0.000913
  1972        20-24            0.000524        0.001600        0.001075
  1972        25-29            0.000547        0.001225        0.000897
  1972        30-34            0.000871        0.001320        0.001104
  1972        35-39            0.001390        0.002158        0.001786
  1972        40-44            0.002344        0.003473        0.002929
  1972        45-49            0.003693        0.006519        0.005136
  1972        50-54            0.005782        0.009604        0.007698
  1972        55-59            0.008354        0.016569        0.012396
  1972        60-64            0.012578        0.027685        0.019824
  1972        65-69            0.020247        0.039597        0.029254
  1972        70-74            0.034708        0.064552        0.047325
  1972        75-79            0.060769        0.102050        0.076103
  1972        80-84            0.096149        0.140163        0.111310
  1972        85-89            0.156642        0.211218        0.173550
  1972        90-94            0.212979        0.312351        0.239778
  1972        95-99            0.358515        0.463256        0.383895
  1972       100-104           0.575965        0.177431        0.507902
  1972       105-109           1.133523              .        1.133523
  1972       110+                    .              .              .
  1973           0             0.014441        0.019559        0.017067
  1973         1-4             0.000643        0.000953        0.000801
  1973         5-9             0.000316        0.000379        0.000348
  1973        10-14            0.000257        0.000335        0.000297
  1973        15-19            0.000550        0.001316        0.000940
  1973        20-24            0.000516        0.001679        0.001109
  1973        25-29            0.000581        0.001242        0.000922
  1973        30-34            0.000872        0.001368        0.001129
  1973        35-39            0.001292        0.001965        0.001638
  1973        40-44            0.002160        0.003873        0.003046
  1973        45-49            0.003650        0.006091        0.004902
  1973        50-54            0.005123        0.009702        0.007424
  1973        55-59            0.008371        0.015785        0.012010
  1973        60-64            0.012119        0.026906        0.019202
  1973        65-69            0.019315        0.040545        0.029175
  1973        70-74            0.032571        0.061844        0.045030
  1973        75-79            0.057353        0.094725        0.071222
  1973        80-84            0.094902        0.138855        0.109841
  1973        85-89            0.152521        0.199075        0.166742
  1973        90-94            0.226960        0.269297        0.238279
  1973        95-99            0.350260        0.376313        0.356207
  1973       100-104           0.737513        0.649632        0.717367
  1973       105-109           2.434211              .        2.434211
  1973       110+                    .              .              .
  1974           0             0.014471        0.019830        0.017230
  1974         1-4             0.000696        0.000894        0.000797
  1974         5-9             0.000320        0.000449        0.000386
  1974        10-14            0.000315        0.000350        0.000333
  1974        15-19            0.000503        0.001389        0.000955
  1974        20-24            0.000503        0.001693        0.001107
  1974        25-29            0.000596        0.001377        0.000996
