label,value,year,Pop
Shift,0.353010463533852,1994 - 1999,Slovakia
Shift,1.18320314920529,1999 - 2004,Slovakia
Shift,0.965940308587815,2004 - 2009,Slovakia
Shift,1.70005947352103,2009 - 2014,Slovakia
infant mortlaiy initial,0.417963430742116,1959 - 1964,Russia
infant mortlaiy initial,0.0851494475959732,1964 - 1969,Russia
infant mortlaiy initial,0.0879708951414578,1969 - 1974,Russia
infant mortlaiy initial,-0.0191272125464412,1974 - 1979,Russia
infant mortlaiy initial,0.0617570219013695,1979 - 1984,Russia
infant mortlaiy initial,0.0988197092474094,1984 - 1989,Russia
infant mortlaiy initial,-0.030087819076842,1989 - 1994,Russia
infant mortlaiy initial,0.0567564652952312,1994 - 1999,Russia
infant mortlaiy initial,0.102899576388351,1999 - 2004,Russia
infant mortlaiy initial,0.058493427418993,2004 - 2009,Russia
infant mortlaiy initial,0.0170412407398245,2009 - 2014,Russia
infant mortality decrease,0.244432308897913,1959 - 1964,Russia
infant mortality decrease,0.020033492280383,1964 - 1969,Russia
infant mortality decrease,-0.0366354609578098,1969 - 1974,Russia
infant mortality decrease,-0.0162839688223895,1974 - 1979,Russia
infant mortality decrease,-0.0448108731656868,1979 - 1984,Russia
infant mortality decrease,0.091101272589744,1984 - 1989,Russia
infant mortality decrease,0.0905010493195353,1989 - 1994,Russia
infant mortality decrease,-0.0500156689949702,1994 - 1999,Russia
infant mortality decrease,0.114898791917685,1999 - 2004,Russia
infant mortality decrease,-0.0269104714244224,2004 - 2009,Russia
infant mortality decrease,0.014792612394487,2009 - 2014,Russia
Background,0.71852496100681,1959 - 1964,Russia
Background,0.630724384038121,1964 - 1969,Russia
Background,0.0205761181309436,1969 - 1974,Russia
Background,0.298258012174221,1974 - 1979,Russia
Background,0.187059305676403,1979 - 1984,Russia
Background,-0.465147813119751,1984 - 1989,Russia
Background,0.0642986076471738,1989 - 1994,Russia
Background,-6.5952615780042e-10,1994 - 1999,Russia
Background,7.91431376002622e-10,1999 - 2004,Russia
Background,-9.28297642610168e-10,2004 - 2009,Russia
Background,1.09520530041308e-09,2009 - 2014,Russia
Compression,-0.101958458783115,1959 - 1964,Russia
Compression,-0.267477412085472,1964 - 1969,Russia
Compression,-0.0870951697674497,1969 - 1974,Russia
Compression,-0.182952327526615,1974 - 1979,Russia
Compression,0.0700651933439783,1979 - 1984,Russia
Compression,0.393966411056994,1984 - 1989,Russia
Compression,-0.779755596847282,1989 - 1994,Russia
Compression,0.11804057591626,1994 - 1999,Russia
Compression,-0.230210651999803,1999 - 2004,Russia
Compression,0.275981809953837,2004 - 2009,Russia
Compression,0.0248553214132879,2009 - 2014,Russia
Shift,0.357599161386451,1959 - 1964,Russia
Shift,-2.42059568270068,1964 - 1969,Russia
Shift,-0.107052991288364,1969 - 1974,Russia
Shift,-1.78099907390344,1974 - 1979,Russia
Shift,-0.177769682581657,1979 - 1984,Russia
Shift,2.40039329833294,1984 - 1989,Russia
Shift,-6.75358736372579,1989 - 1994,Russia
Shift,2.37248530926382,1994 - 1999,Russia
Shift,-1.48815736154979,1999 - 2004,Russia
Shift,3.55234515788163,2004 - 2009,Russia
Shift,2.3541659474967,2009 - 2014,Russia
