gender,age,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
F,64,1356731.71898949,1384292.68012048,1330983.83762497,1324441.96001635,1356527.39367803,1389007.99774688,1416131.73209209,1440491.27432075,1462524.55895931,1480026.78807201
F,65,1121803.75454346,1292732.7862682,1412706.30862697,1363757.84985093,1288359.67590876,1316775.85916234,1389011.0544415,1416741.42022276,1421369.97677032,1442237.60555255
F,66,1013861.02252376,1161177.66462034,1331821.82496049,1358587.56045829,1304452.21256048,1298240.62023814,1331165.60924413,1362553.551922,1388287.54995527,1411628.98463643
F,67,1067278.54800404,1048032.74531463,1099391.11075337,1263914.72453996,1381307.55388008,1335954.6777225,1262928.45315554,1289275.23738953,1359306.98265266,1386451.6074573
F,68,1080855.0186223,1009511.18685084,988615.654291574,1132864.06969296,1302603.88636195,1328932.05814064,1274174.68551958,1268035.74092828,1301690.42940872,1331615.15530109
F,69,969957.886623562,1030134.56720207,1038186.02628813,1022551.17677817,1072985.34634273,1231292.14815428,1345267.456607,1303099.15056429,1233211.74469007,1256885.27223314
F,70,869513.140833423,993412.423529899,1051520.54375188,982388.723185473,959846.598214347,1100532.09977261,1268309.18926729,1293963.79380444,1239272.08787577,1232481.54458918
F,71,831559.66638884,875932.310227326,941087.1772539,997827.66427588,1005584.48431391,992772.321973761,1042307.9020404,1194061.4148559,1303919.25461028,1264344.6471004
F,72,805202.969237334,792645.240274675,839543.312681493,960036.963494119,1018090.81865067,950954.84955673,927305.524206147,1063388.97272432,1228640.59337819,1252622.7654181
F,73,764825.353304498,777042.818943709,800279.901242041,845023.932168144,907519.577520378,961026.149263221,968647.650959779,957271.367240777,1007111.38577222,1150249.16491921
F,74,729448.227951438,764252.244893298,773038.878715886,761240.31366523,805016.360015418,921283.124631445,979437.111099559,914062.291534817,890045.672976498,1019773.19088655
F,75,705894.07132112,721082.138637917,731278.260719522,742166.841348466,764859.719924869,807992.5925516,868543.351538478,919896.841755847,925222.411492459,915530.937687906
F,76,677185.022131844,677867.540385454,693226.84813495,726770.782234569,736034.493336962,724218.120653898,765445.490177205,877149.852585911,933985.285872902,870519.330114363
F,77,640086.164310507,650768.338985693,666488.176653716,682575.461339203,691353.607283105,702668.077538093,724654.923569736,763129.930095387,824768.199941591,870871.704492213
F,78,616735.13567125,626485.309664335,636252.122051412,637507.712321762,651068.390667914,683724.180194651,693686.481901433,680544.280829983,720392.131022344,824872.645933369
F,79,613993.696548244,599830.401023422,598658.324587465,607263.86380304,623316.01428639,636021.561550634,645023.010566561,660412.927297359,675575.718145741,711369.348205607
F,80,608116.425633277,584095.472590712,571362.886570178,580277.123794674,590171.80285699,589950.732126583,602847.519240213,635796.461694806,643637.657179798,629894.187616534
F,81,585154.595999881,580362.835105395,561034.52301875,551349.96622525,547492.970151687,560262.598350878,575495.394759373,577119.092794673,596678.316269033,609187.32387668
F,82,558468.793853364,561888.780672072,551708.200669474,530910.513539271,518506.748607286,527868.853488364,537615.685704289,534879.658523079,548994.329265407,578202.615646587
F,83,536025.87212768,522924.384452701,529265.645749949,520137.857057208,508323.243453884,489510.36685949,486864.99821061,518000.172163814,511563.234234083,511738.380829631
F,84,509629.911827197,504660.288459824,489319.43190343,498597.434441378,484095.90548778,476007.522327045,465291.988750735,453158.404865919,483846.315192838,479837.296230089
F,85,480079.976981427,528510.414965386,443093.740691939,463115.927957265,438153.46392549,503080.44413047,493336.905930004,341289.171184597,467950.566099972,515482.415881141
F,86,469832.022270044,566314.328952343,425814.384086414,449732.890707787,418842.545104311,546801.798448373,542847.429459967,282924.845600378,474933.901729267,572773.064686356
F,87,486442.356198005,579862.891938335,452211.913517703,475245.949192668,450141.867409342,573171.342962212,574633.372031184,306868.753305726,505298.194919758,592615.197212678
F,88,494312.513089491,538090.005566593,486864.650427045,501738.811068474,493690.17149227,549796.977912244,554110.635241582,383486.121792674,521534.722551599,546874.314948322
F,89,455457.425919382,433992.306828139,483223.467364204,482825.956529221,496716.200699698,462428.587770188,466349.07099187,472070.771233007,482964.39079599,438064.328279406
F,90,361792.787958664,298769.01889675,414617.100021865,400936.687077433,430052.12884105,333943.045855683,335782.859333495,513978.327526813,382943.877447915,301389.023180764
F,91,239057.544655909,173949.921314054,293286.861388043,276455.837828937,306133.571094093,204565.163282669,204581.174738772,455103.246756841,251736.503869644,177365.171618328
F,92,130424.238507368,86088.628209447,168672.483574958,156795.985223439,176857.159886706,106637.043048178,105877.54448431,315141.838762169,136439.844713024,89862.6421729617
F,93,58863.1369749288,36555.9199968584,78681.6367340364,73173.6908740258,82772.3686763983,47681.5852043589,46939.7770481341,167137.385539637,61164.342419547,39579.5652796723
F,94,22302.6185747084,13514.8915050128,30205.750081842,28506.9040146217,31851.0507687467,18547.2509589825,18085.0093561234,68606.3804353988,23026.028560007,15363.4416891439
F,95,7224.09768938346,4420.31782523786,9727.48680057547,9441.56759852815,10273.6659411786,6375.56197416305,6152.53676145718,22229.3057054227,7414.72365631781,5333.69683919698
F,96,2043.60413298384,1301.13074492689,2690.66560114788,2717.48015557682,2844.44970460993,1970.25666320063,1880.46563389742,5859.37829096081,2086.40126449127,1682.21564199428
F,97,516.179143974734,350.731773704614,655.229030890415,695.40574216156,692.974440071438,557.06044435166,525.553207550636,1298.25114060324,524.456062397185,489.706882754509
F,98,119.066465211295,88.1134089392434,144.078504745686,161.961569687889,152.37960886009,146.675686916621,136.728141974771,250.243575392618,120.443699634626,133.701608285693
F,99,25.654660192671,20.9958908072743,29.3426000826106,35.1443795011265,31.0236804155588,36.6086772576719,33.7077632879108,43.4396881973394,25.8453307800988,34.7868414744287
F,100,5.27973548943779,4.8279678043486,5.67518192773049,7.27136636354767,5.9972165494695,8.81404581886732,8.01444995527423,7.02739633133415,5.29834785082277,8.76218468952939
M,0,1024313.49430079,1014410.47047958,1010295.68614049,1016980.16189161,1014933.37558055,1005319.3688077,970837.551668788,951950.341522571,932045.888699876,924896.508697812
M,1,1021543.4325652,1025016.13807047,1015176.41589084,1011416.76708436,1018223.8220552,1016335.2276498,1006562.99122645,971883.125587514,952518.172117381,932724.886336587
M,2,1028201.36991164,1020255.1888346,1027418.01910546,1017790.60910392,1010779.23983361,1018396.48224855,1018462.71680527,1006665.95138234,972524.512946454,951565.481491932
M,3,1062601.57481311,1035659.51498361,1018801.20938148,1023036.57761791,1023184.42856913,1015486.7056419,1015936.94658509,1019185.7343319,1008235.00128806,977105.449515584
M,4,1077212.78406265,1056465.26529624,1035075.92348266,1027005.3750237,1023105.37064036,1018873.85942226,1019108.80752953,1019647.05792659,1019978.22175478,1003746.36961992
M,5,1081408.69811186,1075760.24731653,1062512.63039076,1036125.91637298,1022503.31974092,1025215.779079,1023834.76626683,1017786.64445513,1017525.68515317,1021463.15589396
M,6,1095278.08423434,1089430.30348737,1076429.94468594,1055913.84483695,1039441.34888318,1029511.65364233,1022824.62087306,1020927.49888837,1020471.60782766,1022577.16286686
M,7,1109170.61515331,1097378.7752855,1083742.0407997,1078047.68178907,1062960.27520014,1037991.18312357,1025489.70351331,1026487.58365686,1025027.44668449,1018006.44572156
M,8,1110059.87297191,1101623.62164245,1097279.62876738,1091811.83345928,1076875.206965,1057406.65805446,1042269.88527767,1030814.66354861,1023871.32585798,1020764.62845921
M,9,1114242.01121251,1108278.50004428,1109434.56670112,1098174.78225926,1085952.29757706,1079609.20856656,1063985.69788593,1039458.65635905,1026227.64514723,1027466.69544639
M,10,1140215.47347291,1123096.62986736,1110511.21874898,1102146.92046015,1099121.16826048,1093385.49448659,1077767.56377193,1058462.66155995,1042804.44084692,1031890.71526201
M,11,1168060.91656244,1142691.7201045,1115456.60093773,1109357.83817441,1110152.97977595,1099528.30921401,1087406.95176901,1080258.25672072,1064601.65884942,1039782.88382307
M,12,1170769.55752872,1160540.49576804,1141263.81374501,1124323.96245958,1111371.83135857,1103211.40638903,1100304.59872218,1094113.66772436,1078371.16068976,1058431.17535067
M,13,1164137.72324291,1170755.39834116,1168823.77254686,1143696.17011135,1116702.46117853,1110240.0231724,1110928.79157559,1100400.77306356,1087723.9615581,1080426.36345134
M,14,1174041.69746397,1170407.42288565,1171487.51565642,1161260.664348,1142216.74920983,1125346.03480081,1112362.77836734,1103899.20009435,1100430.97402898,1094471.1003509
M,15,1196270.57467373,1172768.91995122,1164754.93199046,1171508.51611054,1169712.02195018,1145040.78692392,1117933.41068918,1110752.35265733,1111325.48433885,1100761.57579246
M,16,1217459.61209643,1193195.66230049,1175044.94456873,1171680.25081667,1172873.10872604,1162760.24729539,1143538.8948311,1126272.03853893,1113313.9243938,1104280.30029949
M,17,1238470.50068458,1221694.25948149,1198042.69913828,1174639.18103529,1166704.33341438,1173386.71605794,1171634.53203792,1146725.14751849,1119172.73043711,1111327.18870166
M,18,1264957.83700578,1241162.65281137,1219399.66101569,1195728.95996916,1177975.61813227,1174548.82332437,1175616.84560765,1164821.4889239,1144901.98336899,1127369.85156619
M,19,1294217.61412658,1261151.59360023,1240524.82828017,1224930.08523124,1202137.57442811,1178287.42882069,1169508.13496077,1175259.57563044,1173184.18484239,1148126.48251503
M,20,1318443.20115977,1298182.90178649,1268475.25330442,1244353.96172018,1223623.38043375,1199410.2717695,1180192.44334341,1175665.21160464,1176612.28903792,1165401.8591335
M,21,1321114.74475824,1329949.21813034,1299840.68309841,1263866.34890452,1244198.08381426,1228614.24127936,1203841.23087105,1178174.94477277,1169093.86347595,1174625.84177562
M,22,1288330.61763985,1321022.71600121,1325140.80408663,1301620.56519046,1272334.72413946,1248339.15881804,1224983.26244818,1198239.21010091,1178794.79686894,1174659.19654471
M,23,1249669.18377407,1286533.82940326,1328144.77879654,1335178.4270158,1304423.38236677,1267915.70800468,1245392.81969798,1227244.14820214,1202398.85445091,1177218.50242451
M,24,1244290.4248764,1260853.73443645,1295542.22834394,1326759.65385531,1329887.51555314,1305640.22872895,1273977.2718359,1247468.70748448,1223748.97138381,1197223.69476828
M,25,1257326.26628441,1251545.87824818,1256415.3436402,1291347.25689294,1332861.02499344,1339575.49302314,1306739.57728449,1267369.97406277,1244221.53146738,1226396.86280688
M,26,1253026.5336774,1253574.76217768,1250440.7121464,1265507.29047955,1300530.09161286,1331138.91148039,1332098.53784585,1305142.8289786,1273021.38630076,1246872.7223827
M,27,1236788.64059643,1255485.76286458,1263352.10553523,1256646.56717712,1261184.13653046,1294951.09586484,1334684.3422311,1339431.83640767,1305999.19813031,1266483.81693593
M,28,1232458.01669248,1244943.77979034,1258389.40329823,1258064.59139325,1254684.88707042,1268904.51151614,1302424.07442466,1331043.53348918,1330900.44941899,1303637.29499346
M,29,1240249.91927234,1233164.64287289,1240671.69038089,1258780.30132135,1267505.43414497,1260279.41488399,1262714.63210847,1294058.25293298,1332833.40284779,1337669.40976509
M,30,1247435.44562171,1240191.61127395,1235358.54013161,1247615.14263884,1262144.48376731,1260971.52647712,1255318.88862824,1267501.28855637,1300397.7915073,1328843.95103144
M,31,1237704.10253325,1251527.8945072,1242825.14619404,1235308.16995799,1243261.53575242,1260520.12680086,1267739.07068855,1258942.3032864,1260297.26492371,1290895.22228896
M,32,1197269.579035,1235608.73295778,1249310.65178558,1241498.63738068,1237058.79928278,1248955.86755014,1262276.16886956,1259387.79117499,1252383.53558605,1264190.44243525
M,33,1150142.10878201,1196341.56720472,1238736.01044576,1252229.85827049,1244129.80790127,1236374.47861943,1242772.71479544,1258433.69374335,1264870.04817255,1256161.30577357
M,34,1134141.35282897,1157416.398928,1197900.69551259,1235764.41481896,1249802.68858005,1241682.85132152,1235768.76830898,1246493.61044155,1259280.60485369,1256131.3793405
M,35,1137940.88084328,1132279.25933939,1150184.42784254,1195728.37476088,1238338.39695951,1251615.30119364,1242264.79498803,1233308.8234955,1238863.81588645,1254064.21747437
M,36,1125307.5418961,1127056.5283886,1133555.91492052,1156532.95582926,1197298.01362165,1234707.29329002,1247257.63074731,1237841.78653676,1231188.08611264,1241775.59450245
M,37,1114069.16279732,1131835.20542726,1137468.36545282,1131394.69136226,1149312.84607452,1194221.59631948,1235299.44551356,1247465.65134764,1237613.4796416,1228542.48376307
M,38,1153873.2424006,1129020.48134053,1124926.91011866,1125570.54796075,1132215.21319153,1154954.39914499,1194351.74694109,1230433.35229994,1242253.35083434,1232565.92843402
M,39,1240307.65171481,1142506.33833271,1112767.80247814,1129809.67977807,1136195.69219094,1129822.28888977,1146194.79975891,1189544.06956694,1229833.41421286,1241789.31955135
M,40,1323666.76657738,1223085.63340788,1151734.85089484,1127310.60126834,1123575.81188998,1123203.34961801,1128550.65679094,1150242.71200811,1188994.25759602,1224612.06990001
M,41,1362544.4179835,1337710.61923625,1238166.51219515,1140530.46691191,1110298.08716563,1126633.05407001,1132533.14422537,1125306.29654652,1140788.42424517,1183462.59135355
M,42,1334228.49853058,1370249.38797687,1320380.02523721,1219281.98311077,1148360.7483181,1124441.66088947,1120055.38161929,1118220.1695354,1122770.99064862,1144324.0653549
M,43,1282842.04942985,1317984.63302576,1357079.87597659,1332594.81842921,1234911.55138593,1137593.32249096,1105931.45350249,1121081.71434042,1126879.20568216,1119693.14216296
M,44,1290800.37776751,1279313.69817566,1328373.14731574,1365042.32305743,1316065.86709097,1214425.83029293,1142940.35987761,1119113.69781236,1114482.71338928,1111913.36351922
M,45,1362529.38021801,1293034.66468049,1277020.52092161,1311641.76880629,1350380.27708971,1325970.60465659,1229167.45841908,1131931.10851417,1099258.33388888,1113715.29076611
M,46,1438391.33215552,1353973.07287747,1283700.09631574,1271692.13777283,1320920.01632401,1358056.01206205,1309035.40132592,1206642.3696724,1134886.16818786,1111676.55445021
M,47,1489606.0323072,1436439.40772981,1354023.96880008,1284838.19369193,1269368.16192531,1303569.9559256,1341014.15237968,1316371.32299377,1220590.48750607,1124156.39528661
M,48,1523917.72911327,1491088.67921957,1428445.22623095,1344376.66646945,1274668.31909056,1262353.70271748,1310984.54102928,1348282.21856462,1299291.31461271,1196628.18493577
M,49,1548676.44996175,1510665.60659308,1477543.25308879,1424817.48539405,1343486.46643533,1274810.82324095,1259432.42184343,1292947.86194482,1329150.49306109,1304193.39938743
M,50,1568425.13719093,1534224.24662907,1509922.52356272,1477887.40283731,1416234.52873254,1332678.90401455,1263247.10897303,1250429.75403337,1298542.93863128,1335773.49057696
M,51,1581038.39170228,1567032.87592613,1533170.27857296,1495580.61283326,1462854.21733947,1410674.6321307,1330147.36579523,1261987.13404942,1246862.22769405,1279715.91962006
M,52,1578158.10738508,1577879.70063358,1551065.12760349,1516717.42829272,1493041.88954604,1461888.69466063,1400938.08882922,1318079.09443282,1249076.56986342,1235924.9581321
M,53,1562091.27901625,1562984.3047881,1561632.01205239,1547578.17437534,1514711.50249594,1477647.31002431,1445002.60521605,1393569.82534167,1313915.43860516,1246377.32919662
M,54,1545602.00063386,1548614.27560456,1557300.76763752,1557163.31849396,1530674.34318528,1496223.65657627,1472807.46080058,1442662.17982732,1382533.71494675,1300198.26700467
M,55,1527505.52418138,1538708.01824176,1540071.13614682,1540784.87985197,1538971.96573579,1524834.16970912,1492643.03202459,1456111.16120077,1423785.75031141,1372529.14874528
M,56,1492562.85791167,1513211.21265376,1521863.69543147,1524428.87871716,1532897.27096138,1532944.79829209,1506701.81250405,1472004.4165693,1449065.05450531,1419304.37633658
M,57,1446278.08200918,1473045.93459697,1501988.11955272,1512756.15454224,1514289.5459559,1515051.65593147,1512946.39877033,1498466.12676214,1467020.717757,1430742.54115524
M,58,1414848.23007555,1441571.67159923,1466272.28915304,1486081.37571901,1494314.01465669,1496698.96890247,1505034.73142207,1504999.91333328,1478891.27794147,1443874.81461071
M,59,1390654.41953277,1414858.89956142,1419404.77768032,1444704.89289764,1472635.13721611,1483167.63577559,1484635.10041534,1485206.35130549,1482567.50353562,1467562.6515736
M,60,1330510.74816015,1359619.29858868,1386065.03212293,1411654.73384675,1435896.30426511,1455163.35117812,1462623.7845257,1464505.63921774,1472592.35771029,1472128.21939804
M,61,1261123.18215415,1290710.86401018,1359998.87723292,1383766.16502262,1388058.13289918,1412394.34532012,1439123.26411296,1448932.62968181,1450537.79182036,1450495.42643535
M,62,1282170.21956305,1273812.94534533,1300458.48552887,1327975.31631429,1352554.12489142,1377527.5101573,1401353.9199268,1419545.07077916,1426437.12707537,1427346.59261723
M,63,1362357.5716532,1307399.630052,1231229.18023727,1257839.45747244,1324536.59585073,1348262.32307859,1352529.05883087,1375403.07360574,1400744.56141238,1409313.67050552
M,64,1278155.05117671,1301129.33243306,1247637.16125877,1238983.39067022,1265764.07149704,1292089.83873301,1314949.58014852,1338691.83714833,1361771.36120405,1378320.36012181
M,65,1048108.62959884,1212590.2989348,1322833.62858165,1271333.56087423,1197103.90858013,1221114.00951924,1285082.70296164,1308007.28430116,1312177.8840225,1332982.18521343
M,66,939371.238758038,1081737.47282519,1241524.00568588,1263324.58783115,1208993.78165215,1200145.72843753,1227108.27582331,1251704.8086174,1272745.50563555,1294674.6021764
M,67,981667.493813808,964571.186345332,1015498.30373053,1172170.18421821,1278596.6407904,1230490.45506231,1159018.73059975,1180264.03674803,1240945.29700133,1262629.35100993
