year,gender,age,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2011,Female,10,4957.33191803459,31318.6690116233,19424.0062530914,44513.0923185769,246294.605852301,34111.0140377389,22435.3999906627,2454.32598226901,5557.78831147204,109535.007837066,69357.9512593593,8061.6870864989,19708.6142017868,11903.6872994645,84960.3939428734,44304.8562944482,19717.6167533896,27728.7096404214,30425.4950228625,38692.3915099526,36728.1199613496,7354.72443446428,63841.3618412679,34461.4440111465,38567.7483967765,20462.8134149892,5987.519169251,63652.2068224323,3828.23412985056,12477.9448125787,7811.3394704598,55955.8347255443,14217.891803957,17726.6131746855,115312.205396365,74738.9313469634,25374.1051484937,23531.7689388306,75406.8892520629,5953.54166781272,29803.6373658469,5228.11652513253,41198.5073192039,190997.742768996,23818.6082657173,50682.5574674153,3459.60695733193,42494.0305943732,36504.7066999236,10555.4801416566,3503.47850314408
2011,Female,11,4976.31963659706,32081.895971432,19659.1421364205,45034.4170863241,249824.800581417,34043.14906378,23086.8081425932,2434.40949609116,5681.8800931451,112083.100491367,69860.8442582989,8078.90693429588,19880.1346417437,11936.5941485083,86230.2418698283,45080.138585257,19791.6133542884,28312.8975221421,30956.0922030075,39210.5915759311,37425.1448896646,7548.34946923926,65410.3490999077,34854.9137280162,39210.9569534841,20884.2612549814,5939.62806364854,64443.4837185597,3838.21961792365,12387.2194145285,7875.57574461458,56898.7116917699,14332.9288149985,17981.7098528092,117030.490632446,75998.9855900876,25502.0450126148,23867.066113086,76819.3757487975,6056.02998597594,30199.2788281707,5273.14513750561,41782.6892559521,191747.311331348,23633.547958499,50887.60907196,3515.3131592703,43038.5902454209,37014.3460505161,10734.1661281415,3476.60198354957
2011,Female,12,4943.49519161246,31722.5802507533,19571.381120481,44494.9211257353,250329.720010549,33335.6199143334,23375.5843081793,2430.48220248398,5672.86157849079,111691.408690439,68746.1294845519,7947.263179222,19740.568637165,11609.6466385017,85520.2216838869,44513.0206182183,19473.0341696579,28184.9298509574,30620.3916187495,39536.0230835322,37378.4341152062,7665.45478644829,65614.2214383138,34615.8819683476,38881.2932642452,20587.2580794546,5920.5472197179,63438.3321242596,3895.64494101725,12144.6012722435,7979.6112785554,57270.3862578551,14146.287449197,17844.708549751,117218.49799215,75764.3581893929,25320.323731569,23813.8581852416,76790.8734162177,6170.0566499038,29635.6169911458,5241.38839349205,41453.0577897658,188208.233292321,22878.5591414104,50468.3226763495,3616.11123082952,43037.407811291,36896.1368799157,10683.7107292832,3474.39788972773
2011,Female,13,4910.06406839977,31036.6734342348,19374.9462907307,43626.3781565451,250588.246543647,32483.5659199673,23453.3155214205,2439.48094677964,5578.18133871249,110535.344120407,67144.736579104,7845.91995572585,19545.5456486652,11249.4609791861,84632.3158489863,43802.3991677385,19148.2204790674,27710.450055626,29955.5394979979,39749.4491369915,37024.5674965547,7700.1963066497,65297.0868942068,34228.5120598808,38376.9555354546,20091.5062477595,5930.59027671843,61775.8993245927,3961.71175487414,11933.3842259726,8129.30686165142,57250.3661664594,13856.5641948865,17621.7155715071,117237.919223259,75071.3407576983,24944.0491525469,23636.9911165296,76499.9044402145,6245.41065659401,28815.0220271884,5211.47958309037,40804.2238451584,183949.852331193,22113.7529511966,49917.551612124,3699.31762472812,42775.6695909969,36561.442805604,10601.7167382857,3482.25626799714
2011,Female,14,4933.81038261245,30958.0438049066,19327.383714796,43321.0784918726,254150.944655953,32062.1941735547,23600.4239767001,2461.12099995756,5499.17091811366,111229.016524159,66397.1616446922,7956.49881233553,19578.8266655055,11186.5390707386,85592.8349035469,44187.6204089228,19203.7708882741,27444.4484372179,29661.1992537429,40012.6056644294,37012.5857983056,7697.96061256475,65647.9869810992,34316.5948512489,38595.8660474157,20015.7931127298,5962.66149521199,60855.126369025,3996.44325052492,11929.4146495813,8318.37574038313,57312.1900555399,13722.5923975614,17686.9391667383,118841.02087172,75210.0395658428,24567.8079247682,23671.7935964742,77415.7845693655,6258.04058132093,28543.5953049182,5273.33145134003,40586.5253657959,182886.931538045,21867.5763273319,49849.3526624652,3705.63743747404,42707.2762168491,36545.0909708498,10705.1006938925,3482.93123287937
2011,Female,15,4990.30947276781,31266.5230664039,19305.2740916089,43454.1596492928,260269.556560828,32039.7533929999,23911.9171687616,2511.31082796113,5539.67193054835,113046.130023788,66522.0750566449,8147.8083268115,19650.9496287011,11252.9398933682,87442.8749449787,44597.4264747347,19292.1108921336,27429.8898934811,29778.9106377683,40474.4950883521,37597.3380548342,7799.64970874565,66800.6708771916,34720.3878495779,39026.5939323643,20279.0507379139,6029.38202690135,60733.6238057347,4002.81225597296,11999.0778645689,8517.43153661258,58110.883213375,13786.9776575159,17930.7704544474,121987.693019401,76080.5578052714,24289.1738585425,23844.3060863691,79224.3594294143,6332.69502178019,28720.6368522268,5334.47441190561,40737.5512781526,183476.834789505,21612.3933340934,50301.5590062609,3729.18749946907,42995.0103508039,36787.3387941995,10832.2539478982,3469.34819096646
2011,Female,16,5025.00608472685,31543.2365828113,19164.8851163082,43689.0877799675,266726.939988825,32255.3208252076,24428.8622618042,2659.76042936173,5780.64878166141,114551.172679633,67221.4939226025,8222.52383825629,19604.3487924223,11206.7893489319,88611.6255294039,43873.7128138097,19049.0688439129,27594.4744931618,30169.9532997307,41453.9094013089,38809.0878857937,8122.49835825247,68521.0173852044,35143.4104788623,39028.8502510996,20656.5756275401,6145.98714217337,61230.0755762123,4024.19435412862,12009.836919364,8719.19155478037,59872.1183354347,14022.9664696779,18062.9499820957,126124.544266029,77248.6169092835,24207.2823085523,24003.8837483676,81392.7289132778,6639.36937234481,29130.9616286788,5304.99259127578,41029.1953339667,183256.040864692,20855.8140076301,51213.1538341974,3899.51678881098,43623.0880255615,37163.8997153847,10800.368837546,3448.30124550741
2011,Female,17,4953.45969314249,31936.8532683575,19173.4317955213,43974.4672189282,270344.188909199,32662.4075728234,25174.9805574988,3272.09667930356,6160.04086461092,115571.656854324,68285.9682067794,8141.10608920067,20095.4944848269,11096.9978685243,88962.8173071088,43712.2562856887,19037.2181384325,27966.9946472131,30633.3515490522,44165.8275138323,39977.1821011569,8495.08264841255,70145.6891850501,35704.4541669205,39342.2935915258,21123.921556428,6309.41017990243,62656.4658505628,4242.83181285188,12260.2778896258,9073.70136963842,60218.1234114911,14323.6479240549,17592.6900117395,130640.813997277,78525.368339102,24570.1198392717,24191.0562219229,84944.0504781786,7361.20952413175,30147.9418775814,5377.75090246577,41491.3041208357,182421.972223041,20500.3499543064,52789.7635182556,4304.87108416396,44061.6070625699,38049.0343074605,10877.2779479063,3478.95596845542
2011,Female,18,4742.25166671972,32752.9589771316,19645.0889333518,44377.9060966657,269153.198872306,33220.1373584436,26031.2573538144,5000.88141770164,6556.91581391141,116619.265871049,69533.6189055467,7965.02925539772,21809.3569364052,11044.652276592,88845.7063222857,46013.0840360533,19873.9665239646,28617.3992639156,31078.4133097429,49649.8074954967,40310.7403218016,8670.372719076,71135.3285452337,36526.5620867521,40854.4578908385,21719.0478363116,6510.03260551205,65269.7467815148,4856.64691062372,13046.9662025406,9702.2871970843,57016.8871037813,14573.7702806079,16341.7310943533,134922.167952258,79803.0608106569,25596.4041275576,24520.8893520905,90824.8818816693,8639.44589767255,32189.2641438778,5751.35600781219,42242.6229012387,181945.669958498,21508.4376100366,55150.5361053205,4986.14524832901,43879.1171598693,39772.8152761546,11388.4294983345,3620.12638272745
2011,Female,19,4621.40487950383,34165.2940011336,20491.6209181902,45138.5346438159,269337.806811524,33729.0037356436,26114.6354378275,7008.61786046058,6839.80915351011,119700.612882774,70814.0020636736,7983.04889463069,23808.3324308623,11096.2215773468,88674.1849654791,49276.6376275131,20979.0518135019,29655.191139028,32154.1226797491,54213.5615535699,39916.0002957979,8642.38296029819,72569.2693755115,37018.5026790556,42865.4751369228,22474.0760657944,6733.57788865511,67955.3909037209,5656.35136742,13779.0307490536,10160.3857309335,53514.9209605241,14780.319885058,15601.478647252,138727.656762174,81027.4169812441,26981.8454566305,25187.4866737454,95749.7921608993,9789.59024759005,34567.038033752,6120.40196655426,43443.3537278421,182643.49450593,23291.7552125284,57303.8585956993,5521.67165832401,44062.7788310418,41373.0317166172,12199.0364607169,3832.55153343676
2011,Female,20,4809.52968712164,36091.6276112444,21417.6111529313,46330.0333783905,277136.875807028,33972.8289591071,24647.1349952411,6562.85484688851,6895.28554993243,126362.799208499,71857.415321203,8458.99318498005,24444.2936144021,11246.0438037594,88699.8484254988,50748.8880863717,21385.7210290414,31039.5729474743,34468.4031239071,52693.5324037702,39232.1262151712,8487.28360108166,75357.7380025458,36505.9096068185,44098.745098163,23303.578795888,6944.17121902285,69194.3201883287,6160.23727989337,13634.5212486023,9873.19736281261,53023.5507442794,14954.5906059117,16521.1238142198,141778.088568712,81965.6915001358,28166.6858251382,26266.5432016629,95376.2834936949,9733.9387043649,36092.9285642055,6043.95147107165,45074.8162077142,184767.926567146,24649.1009666293,57986.947906471,5316.14326749671,45647.2635733778,41517.6028155538,12949.8681162721,4029.24384727195
2011,Female,21,5109.56494844816,37010.0415335599,21740.2182780802,46665.9885123432,284011.899553299,33988.6612959369,22675.4287902011,5408.42071004827,6777.43841037955,131331.909052938,71701.6793719805,9057.81028886145,23366.1338101336,11315.4687065733,88184.646527744,49473.6450643905,20928.1786334596,31663.9921211458,36369.8711644425,48479.6082396869,38740.5413602256,8215.26346638343,75860.8094400649,35311.0530650882,43807.6660053379,23433.6300801129,6998.30693959811,68761.213966615,6184.15903670013,12935.0094143655,9063.01590031498,53722.2757945244,14890.5588230856,18019.3348813152,142837.564276147,81298.7457920931,28473.7622383309,26864.8412900824,91399.7747576478,8941.84237340057,36103.1464483977,5730.2170292467,45889.1192807913,185566.345574271,24789.051116012,57312.4271474619,4670.1130645838,47211.9600000273,40102.4802836241,13092.9859767891,4084.3236945452
2011,Female,22,5203.40107924432,35365.9354126822,20878.7385878624,44880.4883969592,278652.888084351,33945.5769085294,21409.9965091443,5818.21391578353,6590.95242131923,128086.171390581,69597.9026929896,9246.08437466036,21142.4402889969,11111.0638667318,86479.4224292283,45899.2938711133,19888.9758610529,30401.4246497099,35665.7300998103,46513.9128166315,38831.1768207659,7843.83833716497,70296.3138940297,34098.9670884311,41881.5075627006,22171.6165950659,6769.09175843642,67092.7139446435,5807.42470916112,12324.2312371446,8194.93015480266,52858.7013961061,14410.1159052725,18270.6268590625,141045.240117717,77988.8424866324,27466.453541886,26037.3904292801,87280.9397099113,8283.99133310563,34500.2474091208,5537.56947746703,44615.6338742548,182350.179611639,23473.1169548967,56010.7343850361,4092.77780907504,46821.1208271845,37716.0565163974,12249.7451427028,3912.21838823121
2011,Female,23,5188.4817518283,32961.8451487095,19657.6748596444,42670.6953791095,268874.181683395,34245.5231853903,20979.3415872127,7320.25769060151,6357.80442117614,121758.644086346,67204.762021508,9181.25427872806,19197.5124750729,10729.0863814673,85312.9200572564,42518.0461329193,18970.9768338457,28519.3644390115,33933.7448615031,46689.95014407,39371.2196681255,7536.79603778591,63297.9222052308,33613.5642080777,40001.3331806194,20596.4925019089,6435.50148345387,65205.1469755457,5332.17155868827,12040.6181487402,7579.71154765581,51766.3906365839,13883.8859943064,17852.8838406216,139595.737578675,74302.75116995,26115.8759369155,24911.3731841873,84134.6349143614,7752.88089110046,32452.6956534061,5460.02317544691,42742.2944494199,179102.950988142,21941.7739166688,55166.1405946235,3721.25667862923,45783.0204765993,35723.7293986086,11167.2460455236,3707.42682035134
2011,Female,24,5290.70159215535,31982.3220738081,19071.0051802819,42074.5788187425,266380.588399329,35248.866124097,21196.5431834624,8334.21682862661,6085.01777010056,119620.955749394,66450.9443077794,9247.74986683844,18593.4408358804,10355.9874947698,86653.8074281985,41439.0737089478,18783.9487157332,27611.9107333361,33506.6423612362,47572.0904377557,40042.5244429201,7446.04688007317,59932.8800167297,34422.3356160602,39820.3842174599,19920.8370125761,6224.08885798552,64057.2761319889,5021.574293897,12148.3255260329,7375.68034176221,52647.8271909717,13738.2394146515,18082.6197641627,142032.731193058,72764.7977267792,25548.179518147,24904.7814632752,82150.5495731995,7166.25067586985,31159.4924594915,5396.36915436873,42163.8839470402,180746.194272344,21429.6960260348,55667.8118115872,3564.48844503765,46121.184514535,35265.4349308969,10628.038274665,3686.84447114996
2011,Female,25,5453.56763318527,31929.2964281977,19001.1199390899,42455.1914426816,268646.002637035,36389.9717195218,21549.4415386573,8469.58777521687,5860.01514417223,120187.027667426,66815.4136505167,9415.02747381071,18837.5805088707,10132.7002667811,89060.4979895061,41680.5484201933,19080.2620296247,27506.7880871217,33924.3328605862,48016.5784443325,40544.8868247953,7458.52686917297,59057.4619875979,35788.2415159002,40470.2183282866,19885.5361030064,6147.16327645506,63506.2520849469,4864.01913046019,12406.6643807518,7379.15259284615,54400.5834289886,13823.6739513206,18700.4670167054,145438.36139399,72538.2562652009,25689.062765574,25583.3967725742,80858.5573361547,6697.50539254281,30555.6958121823,5349.35122695249,42357.8084925253,184440.277279109,21552.0062046361,56658.0368835214,3527.53438503267,47217.9217782823,35773.8621373451,10475.972540248,3800.44533089091
2011,Female,26,5521.48939698492,31636.61403525,19028.1283715375,42463.1194522673,269032.698427988,36820.0354121214,21482.2269405784,8281.43991307158,5770.69909517165,119573.238951489,67082.7551487561,9511.75636295005,19075.9679174002,10151.8939347554,90030.9127441588,41537.3752582752,19357.2959622424,27565.4094830807,33927.0438722258,47181.2541992051,40638.0959545319,7398.89903271383,58236.7283317071,36542.2150510557,40411.2583063024,19865.8346105605,6151.0178785385,63108.0343605321,4778.80256993951,12498.4666321394,7316.12469306402,54887.5394756145,13830.4359191069,18934.6770754715,144988.550154689,71938.8696825987,26089.562605584,25965.8327313765,79678.4186606994,6548.21287059841,30244.9113896794,5350.90367889406,42154.8726847115,185101.318399363,21526.7474794644,56805.6922590526,3504.42760370332,47636.4579075068,36210.4887980353,10353.823033549,3913.29362148134
2011,Female,27,5494.06576294742,31195.7710600233,19072.9753435215,42293.9239328642,268165.056495813,36809.3272141431,21248.3578368525,8051.17322981607,5777.14454260652,118186.599889738,67281.530369952,9545.96935769542,19149.1130268454,10308.7905534088,89943.6438230979,41156.9058157237,19454.8654995302,27739.8668078137,33563.4417056713,45762.2468007263,40490.6494966984,7315.76584504347,57558.5940669144,36816.9947315125,39992.5170152086,19829.7585780741,6195.02504402668,62984.0175158677,4725.60789407707,12507.5547708552,7223.44171089584,54621.0376050983,13772.5374708839,18943.2792517565,142039.294535442,71243.3520875575,26401.2668351171,26145.6601126632,78708.9160097852,6591.28953609563,30195.3533758767,5371.61700561098,41816.1424694376,184173.520144869,21485.0083746632,56535.7971302782,3496.79944051986,47601.7870941692,36398.4690203478,10319.2167653687,3961.33848590169
2011,Female,28,5433.57161712364,31123.2658075492,19184.6241270734,42660.2141304624,269172.103485278,37026.3202600405,21348.2308056731,7877.95888297365,5802.83765679446,117876.155187827,67900.6228384083,9590.59870956396,19191.4213698912,10433.7596650309,90270.0704393536,41329.9649291407,19378.2739041866,28184.7505917742,33351.4248839885,44868.8044066608,40417.1522223201,7327.15986378062,57920.0771181595,37249.9533990735,40178.1420776257,19954.055066887,6242.92300860122,63415.9721065823,4678.96832549714,12647.5261330712,7240.26346924405,55079.8680476849,13778.774039978,19211.6667436249,140096.48734963,71378.4671204016,26366.9609378621,26608.9251429899,78254.559518075,6611.25789460348,30477.1486077002,5364.97472291226,42061.9901435528,185290.265714292,21849.3897828183,56838.2062160638,3540.9961377338,47934.6347769656,36524.2356364637,10554.7899445312,3924.14271032199
2011,Female,29,5341.91386647857,31402.0386090568,19338.6894915941,43343.8864953132,271241.260198455,37389.1435642428,21663.0543278323,7681.6234632726,5848.83951151596,118306.799852954,68961.2827191035,9616.12413469518,19328.920451273,10499.6937759252,91103.917146677,42030.4011130287,19249.5765930416,28758.2425754526,33236.5261775358,44543.0305130217,40544.4146431902,7405.23062431475,59049.4550368816,37709.2449338789,40693.8225287281,20179.0130293142,6260.45326638613,64172.5075357401,4611.89574326342,12802.7798372621,7350.24313445434,56269.5312733369,13830.9852270341,19565.0750047159,139672.074258065,72314.206328719,26179.4188936271,27178.1217102187,78210.9085593745,6593.75711804182,30840.7377415534,5346.57319097867,42716.1762818991,187717.317550379,22400.1166083038,57385.930776853,3613.54689965373,48482.125837886,36709.89299625,10951.0632402012,3859.90994769086
2011,Female,30,5198.52599833326,31767.2450910675,19461.9354472642,43712.7276605098,271779.611870675,37489.8663163198,21823.7272625773,7334.40537336222,5934.20634440691,118251.651116163,70186.3624482176,9549.65571552801,19627.6820531681,10535.9787005455,91843.2374521242,42828.8657380679,19193.4056241523,29171.3659722481,32922.398994146,44385.0919654719,40841.8264802637,7463.11047867661,60141.1354084283,37717.2447558377,40757.1822290183,20331.8735109698,6217.40904872787,64789.1590812281,4499.83305830497,12728.9055680989,7466.97942304038,57516.5825386506,13835.3490181213,19569.980053103,139872.267899682,73504.5621203852,26135.1883596221,27392.9640489937,78241.629131301,6598.83077176554,30913.3283081604,5346.54206282669,43211.1291760141,188833.760069834,22650.5239970815,57329.1962176278,3664.02310369505,48665.4940581989,36976.1394620505,11265.8023020314,3841.25906255914
2011,Female,31,5006.61287915036,31794.6683885714,19363.1728757727,43267.7334786142,268198.061610033,37046.0896965153,21686.9779988356,6852.50326621739,5944.28613745147,116938.860724949,70602.8559420755,9341.59615925295,19693.2501330077,10494.8078064893,91273.920277798,42943.4560213521,18980.6498470678,29128.7142709086,32147.8139390335,43844.5884479546,40673.6371441119,7457.42697617003,60343.431454311,36925.9464907867,39995.6397248039,20203.2491113552,6107.77500496758,64841.0737121374,4335.83263740141,12381.3051978706,7488.61707527429,58022.2827892117,13617.5165537346,19225.685748317,138461.186418424,73589.7925725057,25811.268742981,27109.2026255787,77556.3476044309,6570.30661977499,30565.5342199416,5295.31670220397,43097.4362071641,186816.948453552,22484.7257028931,56412.6989893193,3655.97469273694,48067.6442268463,36774.779154658,11385.4917158824,3811.2338862262
2011,Female,32,4784.60241435,31096.4869822767,18861.8503111041,41774.8671228731,259035.282822723,35943.0321544415,21262.2179729316,6311.48094672037,5737.74842261146,114090.654383379,69183.2936280383,8980.90731096811,19029.7903323887,10311.4608430008,88320.7149489907,41663.8106417765,18312.2467641412,28437.3242245356,30781.0128465162,42464.8192460625,39337.0879443842,7375.83936743699,59017.4450026018,35221.4006722387,38384.7095914286,19638.8268993719,5942.42354177398,64045.2590887751,4126.66016094653,11839.5479235508,7335.16501593328,57139.8402451017,13039.1809311442,18744.2059742797,133321.868758802,71242.5497919654,24637.0506980307,26396.4231522008,75413.3119761993,6417.71675165685,29830.2776896824,5101.43702929973,42114.552849254,180949.936462569,21992.8346288498,54767.5706080202,3571.30142261268,46515.1066187168,35487.4907003549,11289.4876422652,3674.66179006133
