year,gender,age,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2012,Male,34,4974.88333657208,28899.3801316159,18317.6012992458,41905.232808047,257197.524262226,36782.830874075,20467.0208100604,5465.87941463459,5304.70489089378,113028.478622835,64379.3196224001,9130.01376027324,18905.4433351902,10442.4442474948,85015.1753694418,40704.6491666161,18130.6712929902,28268.8982039198,29464.6488525663,39832.172572047,36572.5673801946,7145.11197214305,56489.8487759608,34993.0401012522,37019.7937893586,18243.3482754644,6169.17116501502,60828.5538668999,4553.21380767752,11777.3778470073,7123.73492773828,55087.2295283953,12846.4844992039,19185.9385753834,123994.695908125,68146.2905132416,24240.8395937864,26414.5360597402,72972.1881559682,5973.99602134548,28405.1562029376,5105.67952255209,40394.0311190995,178482.908046012,22285.5440002203,53089.3076348651,3363.13204197449,46464.4430054181,35355.8500594382,11412.663900579,3804.2308750216
2012,Male,35,4794.71869024272,28506.2261899208,17817.4747239163,41040.4403704042,252122.596407977,35839.3108836874,20192.8785180423,4943.07790566609,5039.70241129184,111425.02516606,63318.3406140838,8843.28664902808,18181.8817085603,10227.7165698861,83451.4338296822,39882.3546625804,17706.6126926363,27752.2160433653,28329.0649926793,38869.6047599789,35658.1019378569,7023.6826492749,55581.0405399545,33516.381275361,35881.6939457469,17887.2548146556,5942.84683116001,60331.7912877502,4338.8454521901,11505.5299215456,6998.44570351942,54570.6106816712,12493.5850341147,18616.1838260557,120374.788057051,66423.1660843775,23694.7257179475,25988.5178871337,71291.1675892952,5844.81694647636,27654.0460141204,5025.13144393113,39537.9308294911,175545.666334487,21560.0909735147,51619.2472881724,3290.20920436298,45467.2723022116,34356.6739965244,11107.6335799536,3648.01214274537
2012,Male,36,4734.73163301029,28330.9225239713,17740.2960938343,41235.9677199017,253207.32571204,35801.3693337362,20189.5919500243,4674.58271832169,4958.19207074162,111371.084182336,63456.0021595377,8733.17254689005,17904.5072384173,10063.6683766844,82859.3482540602,39668.2710601544,17472.3009831829,27413.5555310305,27496.0746133248,38762.7738499402,35251.7628659738,7019.63201390716,55443.8112928923,32878.1124119616,35241.4248179872,17616.4332531001,5739.87680942861,60428.70139752,4153.77120131832,11347.372011331,7084.35109297675,55134.4727017328,12235.4091144117,18521.629137469,120076.432895818,66144.7805008846,23469.7226033484,25710.7963763966,70770.5796476529,5804.76911595757,27357.1337542209,4919.88430590926,39385.604010513,175424.652823485,20588.5143797695,51418.6017141027,3296.77363682304,45238.4204097708,33997.7846815631,11083.2974483979,3616.28622952471
2012,Male,37,4717.99365917645,28290.1916147241,17845.1245392843,41653.7435354017,255430.37562849,36052.057571564,20290.7334454946,4536.13432336775,5014.82215755365,112243.685311698,64203.1050199967,8712.03870004247,17775.4908353783,9874.64929091728,82407.2003837603,39740.4986090188,17213.4486595846,27234.230516175,26931.4824729273,39056.4162783853,35090.2850590064,7120.08529349053,55767.9723514565,32571.1735873235,34889.1184874695,17414.4057205261,5589.33732867841,60914.0728279611,4006.49632026241,11189.8092736573,7295.95658756493,55944.1529259236,12033.4554385624,18662.5450106379,120544.140047233,66612.9876520278,23265.7986883063,25372.0541442816,70963.252924756,5825.94200865834,27458.2814363356,4769.88669183337,39705.4227816438,175919.732134763,19474.0268304534,51882.6881495352,3348.16989002871,45048.6781568334,33796.0012457359,11246.458362391,3622.54951701915
2012,Male,38,4625.89356227346,28392.0364258802,17705.7616074959,41009.9305032966,251237.791756706,35570.2700044126,20261.6958844944,4306.09174770571,5072.26116846629,113086.278026373,64570.8163613237,8625.06701116861,17289.4288343259,9576.22515530846,81117.1575679983,39587.0376938793,16728.0605256626,27184.7914326581,26610.5634759645,38965.9676600877,34805.4064473392,7276.37391577849,56088.1032246805,31740.1958982608,34517.0161315278,17364.83197376,5514.00055712514,61500.9354551704,3901.4791077705,10938.9035394587,7456.13520646725,55609.4370057732,11868.3592295572,18555.0121308105,117652.892715139,66574.1219988343,22786.3746317432,24764.5282980693,71210.5835614493,5879.31964361214,27734.0240035084,4630.16167408981,39994.6035363593,174081.820389602,18419.5501028892,51912.6126366839,3380.4709639429,43943.9238541226,33052.3193539919,11322.6468508524,3527.32053370173
2012,Male,39,4570.20959326708,28987.4636491486,17628.6501916512,40312.6727248641,246935.05552178,35194.3367831344,20606.4955478558,4102.69643694097,5190.00880518819,115421.319102997,65572.3449069867,8622.18466897726,16983.3010203953,9403.06089232133,80760.6659743684,39935.9335321806,16475.5070744754,27624.8426726803,26741.2688115936,39269.669625789,35143.702893844,7567.03423421191,57416.6757472823,31311.6408291621,34760.1171031053,17637.4707989999,5553.24268325089,62956.2460502548,3868.68226585303,10810.839662449,7711.59690251512,55504.4518648192,11888.8303015304,18567.7563861703,115349.291911447,67417.691826393,22547.1875073494,24529.6748792173,72773.8728612911,6027.95492695899,28394.1346886245,4589.25013076052,40753.6939320253,172914.814307686,17755.2294150855,52329.2926936786,3450.66965802758,43314.2283845888,32762.7106634673,11456.7889335435,3431.63215193211
2012,Male,40,4764.42282444046,30561.5456679487,18263.0051056203,41601.5956670053,255063.522768845,36608.7338591254,22204.5306969612,4169.59630401781,5531.68946827992,121961.823247592,69199.90077966,8991.66455952003,17839.970333651,9708.34748421959,84284.6931907971,42089.4636228407,17174.1809628551,29069.2799361525,27616.6928989854,41520.3419812215,37379.1517229659,8137.44925303334,61505.4267377349,32991.1784508952,36672.6285213959,18416.9698316845,5747.48525821117,66528.120177677,3945.6576701197,11143.3059529766,8398.19776298722,58334.5289715592,12307.2148178924,19480.8098188677,121123.694289441,71842.2072551582,23395.8379285937,25646.6187806106,77876.5464503918,6379.86237266784,29849.7609909299,4740.92443193717,42969.5736920299,178047.203606253,17797.6442450164,54899.1146798713,3680.1682381383,45548.410432528,34669.9527754361,12007.36888447,3538.64612615124
2012,Male,41,5074.80755674072,32209.3703975262,19164.1529485198,43884.9058663443,270172.527973012,38783.5914176372,24391.5210528279,4354.59617073322,5925.02048835315,129380.84665539,73360.0788718776,9480.44763811688,19298.4607103781,10209.8837430194,89285.7509257951,44732.8873370365,18271.0488417689,30620.399390882,28710.8229019429,44679.9370624481,40398.378315034,8767.85667474909,66425.5194539994,35780.1701054379,39085.6402470673,19218.3389659753,5967.61585270584,70330.0808956237,4066.05699218556,11651.8190276354,9283.90489745235,62689.5115615757,12833.6012727354,20764.527803927,131624.441088791,77522.1794721288,24643.554822917,27296.4205167502,84184.2383358899,6797.46564806019,31367.5203440579,4973.81405434197,45406.8877446738,185160.178338738,18020.6741003737,58196.0921163226,3979.84631392815,49274.7600252255,37675.8166965175,12658.4677441927,3744.30642878028
2012,Male,42,5121.66313349255,32059.2126037877,19153.4598808707,44128.1872350371,274456.210427418,38799.6204177708,25196.1362259973,4264.35036783815,5947.14669968902,129989.705900686,73051.8900851008,9462.23060125946,19644.4377725048,10200.62721189,89604.6705919302,44668.8722717238,18316.562341804,30408.0449799588,28950.04548436,45736.8349324229,41210.0152764746,8949.27982524527,67338.4732348504,36608.046399408,39198.3621398802,19113.7291914013,5974.0233013217,70247.7212756795,4096.86771858432,11642.7231518152,9635.81197033347,64101.4519980705,12844.7896586574,20937.135008263,135337.508950122,78246.3376913525,24556.7706041501,27368.4522770961,85735.1535396538,6958.41753918679,31417.8993194472,5035.39083255176,45260.5478234565,183558.019536724,17446.0767331364,58521.2035004153,4093.06121039891,50262.202608434,38486.4742563503,12629.4346400851,3739.69926121806
2012,Male,43,4920.06127732651,30522.7763076072,18326.0756987709,42240.9478726187,266099.138229645,36663.0870147542,24690.3171687641,3946.21838711471,5703.51452783016,125111.6695154,69213.8568442704,9010.26849569691,18902.3772274549,9736.65730866673,85810.591765994,42403.8394679873,17425.1828047151,28908.8070635076,28351.1186386258,44839.2368559304,39978.9274795264,8766.37659336612,64878.5930118053,35366.1867700328,37379.6257348917,18294.6121167908,5803.32554814913,67013.0167955551,4027.56081601186,11177.29164964,9458.5981313176,62556.7422380714,12410.5058816669,20028.7001005594,131482.29204096,74767.6626455406,23272.8343689414,25938.9711576917,83154.4087920631,6895.45598131216,30215.3857528785,4923.98557645503,43019.8556682413,174520.584464831,16301.5856563709,56284.1038476746,4024.01711809486,48147.0843894576,37288.4171874462,12079.4355848804,3534.28286648762
2012,Male,44,4760.47019189931,29436.7288191731,17624.2104843017,40223.3417016739,255448.695740362,34415.2805176195,24512.8089288896,3708.36105184279,5633.71823540602,121997.057583586,66501.6255495749,8652.1051329514,18358.67762242,9371.46409449919,82958.5469832495,40818.9330340947,16755.5800235185,28021.9532341382,27707.6176064601,44449.8934128064,39159.6673809118,8719.98815425661,63439.3132468419,34203.4015213295,36091.1452928976,17654.3904606342,5673.08595647415,64457.2315639747,3937.05369084593,10812.8992581609,9343.6479332203,61353.2309808902,12056.262481675,19136.1871710761,127695.304685946,72552.375775716,22158.1851524762,24579.1636426196,81725.5485020803,6897.65672621013,29134.8230403677,4817.65122915525,41274.0414148241,166861.970594785,15456.0179430258,54650.5532200545,3975.77397505517,45581.8062935911,36781.9112628592,11756.6051842028,3351.62136826551
2012,Male,45,4775.102416998,29539.6364374768,17548.5910502066,39275.3533737942,250175.844220816,33262.8020684721,25189.6781071326,3656.90057349491,5818.21898708812,123429.316533325,66368.883308466,8605.70928210743,18477.3472105475,9282.24871193038,82937.9988462956,40944.4126245679,16755.7817549895,28320.3102128517,27691.4140150532,45412.5865780403,39708.2731026313,8947.51804736427,64281.2188080585,34205.459432855,36306.2037398658,17605.3964882816,5696.77252777434,63992.322331099,3914.40477585748,10810.419585496,9523.86472793189,61874.1584914519,12024.8381183883,18805.8548395136,127911.988727682,73239.2459868874,21887.2589408772,23976.8990850641,83130.5153536702,7060.47928968695,28963.9721644968,4827.18234782496,41119.1764002569,164325.532883238,15072.0286546655,54867.6537430062,4044.10772809673,44237.8757610038,37682.9413081858,11875.0867118145,3297.86291931468
2012,Male,46,4997.63632467263,30920.0308026992,18324.3368803515,40015.8151684248,255399.584579596,33834.0269344765,26478.2125144553,3790.87461724633,6109.80168120232,129398.121147093,68372.9722232567,8900.52458017021,19203.42843447,9417.78562266565,85669.4225749626,42722.1318954521,17453.8109816469,29592.5527997973,28850.4657138393,47454.7441157511,41595.1972355033,9341.78284025905,66688.705201108,35755.2737907042,38120.1118396484,18264.4364315827,5921.47571629301,65545.2887472593,4048.85608004344,11247.6140564769,9984.35908355996,64191.5010458815,12377.693945634,19214.6029670536,133470.292593648,76132.9106659459,22721.926395739,24268.0561493854,86696.0844948259,7339.41077566272,30100.3646568505,5015.96012747358,42756.7294674522,167525.100815493,14930.3067771367,56972.8943549156,4250.18958457994,45025.4751287366,39412.9813262113,12321.289080169,3409.37442107778
2012,Male,47,5328.54022994657,32803.7601016495,19536.3761454955,41699.7522668548,265920.840407735,35475.1661615099,27762.0138137731,3993.97872411704,6387.76880713217,136824.432571542,70896.9876260016,9334.4516503703,20198.2516589651,9681.17366622757,89395.3665117418,45129.7620163693,18534.0143985289,31131.5104180906,30612.0122366296,49619.9170238771,43841.4219298208,9799.67663759245,69615.6537144081,38142.4008264893,40768.4248906537,19283.6462876691,6298.4240332307,67883.9192412992,4305.61536515272,11941.0189979596,10552.8540677128,67105.1537313762,12984.9154084674,19928.9601836636,140873.842807722,79734.8419860645,24226.531269226,25074.7390386806,90683.3259047713,7615.55996850795,31861.2876694073,5336.31487189023,45118.9392970509,173364.476599556,14954.9335959754,59801.1976492677,4522.43639563462,47197.9559602093,41269.9719250058,12822.0954482428,3627.27991345069
2012,Male,48,5540.45820413786,33605.5281325871,20167.562676747,42483.4387081418,268376.351185483,36482.0946663057,28116.6256335062,4042.65054178935,6553.33735685558,139791.592788604,71341.4912904781,9503.2004698163,20862.5036837538,9937.51353433593,90923.0817630117,46240.5026967439,19343.0423321706,31767.3777692264,31409.7329879126,50379.0002145882,44616.9860549329,10215.9461209253,71689.9956290249,39627.3822316792,42614.377615339,19890.5873089445,6687.38770177952,68814.2963308271,4541.78363724095,12460.9095842127,10911.0586049766,68330.4280552819,13546.744408105,20028.894921591,142403.738010556,81798.8437430768,25307.726122889,25612.6241394419,92439.9000017936,7714.09273721884,32598.2356916542,5637.52970025588,45985.8924545974,175743.546955247,15164.6493744873,61111.8447298444,4701.84159998695,48660.3012245065,42437.4664392422,12971.1597430181,3804.69629235773
2012,Male,49,5612.13345511824,33362.4994212148,20106.3442476874,42250.3662448086,263231.604093036,36627.1742479496,27755.2898239209,3936.14039374138,6586.04424713758,138430.830857519,69933.6141291538,9425.301358958,21201.1256725165,10171.1203905388,90467.2409188156,46081.5462580163,19740.8098042834,31539.964639489,31231.4876336583,49917.0173105103,44042.1194416785,10529.5655081694,72683.9494112252,40069.4776283062,43363.9019787505,19975.8373079737,7008.50041436396,68260.3260424004,4724.07285349334,12719.1321429439,11040.361205549,67925.4969119121,13964.0530269494,19572.2824031046,138968.344555295,82390.514398733,25756.4654793763,25811.7328243209,92359.8937275508,7681.24761257106,32254.2532932519,5848.07254682462,45336.3383065449,174492.107381756,15471.214083646,60771.4566593049,4779.41298960373,49016.9445947122,42975.6667962925,12849.1696051514,3919.90270461396
2012,Male,50,5715.59987713996,33508.2134850127,20077.5891134718,42344.9219753921,262038.055091237,36997.217767233,27788.0352069981,3857.67677707766,6538.57022263756,138015.007069136,69110.9355419788,9471.59809446584,21752.6615704015,10463.1851448419,91050.2992319059,46365.3874488444,20083.3963554656,31511.4652010355,31426.640661967,49811.3436050873,43857.1328458198,10726.5861772635,73407.2612922985,40812.046367192,44034.7258795459,20039.6526823283,7249.59436328021,67895.0590484016,4927.92679968364,12957.9192688645,11194.1105059335,67905.9413949353,14327.9968208805,19381.0574406355,138366.394431508,83565.5319550713,26219.8298729313,26206.2052508435,93348.3813901853,7736.50045157362,32156.4695674417,5982.708121946,45020.563589221,174308.658460529,15692.8813596039,60474.6670745748,4885.98523121952,49421.0175813708,43694.329680882,12924.9260798385,4072.74925759839
2012,Male,51,5861.81239020111,34112.8117382527,20242.6484577794,42771.0699913336,265084.036020467,37626.958294538,28279.658168448,3837.37794157706,6473.21841670201,138846.62991855,69007.6673975221,9665.32702728492,22442.8727745038,10706.2380847251,92743.4074973137,47225.7258209466,20366.946445041,31826.6457584128,32132.6645172793,50206.98604664,44243.5146367714,10821.2606845445,74113.2796018876,41791.2315348916,44713.616073218,20191.847251871,7414.36162813783,67879.7276296113,5125.95605641524,13189.5209328111,11393.3800991212,68389.019038518,14568.1281467659,19469.4711646118,141089.945654088,85453.4500047322,26684.7747183415,26734.986986065,95579.3456823863,7866.67422711984,32474.2986791084,6048.67342203461,45325.7004568644,175252.1949488,15718.6086106929,60502.166350307,5031.63202243609,49992.9230684062,44539.0659558978,13284.672166881,4264.97862861343
2012,Male,52,5913.5515264187,34093.2496522428,20272.6296639274,42412.422974728,263511.022340517,37630.3637573782,28421.5719712604,3786.39380242125,6450.82766471596,137153.181609794,67950.0034193057,9733.41393245206,22634.5899215261,10633.6108545112,93089.0327771742,47436.514063676,20268.0194330999,31856.6407611609,32436.5817877887,50060.6129421465,44095.9152409902,10850.5811751906,74536.3699240652,41684.7914953322,44640.1298329061,20197.7762648059,7519.82798540478,67142.7158662806,5190.6075247586,13214.9558028719,11449.8210859405,67909.7536257818,14476.8174109752,19216.1709229375,141674.799608666,86464.0839447914,26546.0761604122,26817.9952360998,96836.5451350522,7863.21468862848,32411.2854613909,6044.11943141647,45253.2270876546,173557.827458474,15517.8907902715,59951.3243850648,5113.67892037676,49943.1828997702,44688.5321566576,13684.4799260622,4399.39696338119
2012,Male,53,5841.48239400711,33451.0008971836,20047.3622892093,41258.6953510875,256129.148030264,36978.5406646928,28030.6889007715,3693.53095500034,6455.73266998142,132993.005336272,65868.7185699738,9632.31747063674,22305.8827195271,10336.0944523131,91619.5853799947,46831.730146173,19905.1223873156,31457.899808172,32134.961998819,49175.5472788512,43181.8296998868,10834.8134877684,74601.77219032,40541.4911101199,43830.3454525276,20036.8799934647,7589.70285844347,65737.215932471,5128.18278085054,13039.4184998906,11325.7273744153,66320.8713090457,14147.4692629108,18606.6305023557,138892.92123122,86324.2073267968,25891.1945052187,26521.4419075398,96625.9465358174,7734.43540411441,31867.1014621305,5993.57967219081,44624.2792746861,169054.933625327,15209.6058295663,58727.2343272683,5112.78923039113,49287.0269809547,44063.2177898602,13966.9724791574,4449.83294734983
2012,Male,54,5723.12592858675,33141.4331972089,19654.6563952681,40248.5581899337,248583.428679247,36406.4253578892,27515.3975728184,3613.67064513759,6407.58127538767,129636.019725883,64028.5261030007,9535.40978100529,22006.7153876751,10194.1765959046,89738.7817554338,46226.0731868635,19761.4437801618,30941.4174060128,31713.4800714957,48125.1856192341,42068.4475670776,10777.0164579396,74410.0334634374,39606.2395203826,42986.7792198355,19881.9202231684,7650.52150100558,64653.5408200592,5069.53434823276,12851.3650057491,11126.4510501972,64630.7703579338,13918.0471712077,18134.7990331462,135532.189700341,86013.9321524184,25397.3329149439,26483.876447098,96124.6536718685,7677.71087535318,31368.5506360308,5942.41788623295,44005.0683571688,164650.178116546,15017.3771680913,57438.0197784169,5092.64279186411,48749.8746142911,43267.7240019807,14076.8856070623,4467.33681068524
2012,Male,55,5617.58195756545,33160.4681181992,19201.2696103282,39578.6008602865,242822.195709032,35981.4110992998,26961.898954804,3554.23228500106,6276.98186400028,127555.245973725,62604.2502065499,9500.44343442549,21858.4975975825,10234.2982488224,87910.8402024207,45713.1828839341,19812.8938412971,30435.8225499126,31348.3301698038,47071.5845870847,40950.3234218994,10670.0568417775,73711.9982475443,39054.4979091355,42237.0482168379,19728.6742786469,7689.10036820942,63857.5440230891,5043.2546276976,12690.7858525723,10878.2283387332,63028.2556957052,13851.6516948928,17882.1674565988,132616.032678236,85400.4821179036,25196.6237033828,26790.7622111554,95338.1020338881,7687.5557415491,31026.8834112224,5906.21212213758,43521.8399997927,160849.46291779,14916.2805337683,56162.9726603065,5075.48373189458,48401.7632217827,42491.9807317065,14027.2490880728,4472.49108239361
2012,Male,56,5559.1006939775,32640.8885753263,18794.7631075138,38803.2527669431,237466.018608305,35182.932925294,26163.6892378312,3481.2201961387,6085.92645124157,124845.307218932,60849.9441908023,9473.41144986181,21589.9789064639,10172.1516080788,85722.4209947959,44734.8555488847,19578.5860823159,29890.9640916983,30909.1899291027,45804.2032067628,39681.2394608818,10500.4060745868,71981.2671788452,38143.107380211,41202.0529212337,19410.1325947629,7657.35643958992,62434.3421331941,4984.22688705544,12462.9783221162,10536.4850914124,60992.5134478451,13767.4054987145,17577.0557493161,129504.781013096,83352.2506831656,24938.5916926667,27004.542502748,93201.8465364441,7573.81014482599,30575.3277269145,5872.2119719503,42891.1046986311,156097.292754706,14666.3030025677,54525.7912445117,5041.59026199954,47720.4114806197,41544.0592450875,13892.9544159183,4452.78231486532
2012,Male,57,5508.99186154902,31511.6816429265,18456.2915372944,37822.1065707516,230800.600432175,34060.9348683933,25154.5402397898,3386.84521103407,5872.623118749,121171.334422898,58587.4042085151,9410.755067162,21169.8149662952,9974.5191658767,83063.7759726763,43303.2902853322,18982.8401708977,29258.351128416,30240.8114078201,44345.4434303748,38255.2431462843,10301.5482661885,69565.5048690774,36823.8489616108,39873.1515867905,18863.3618397068,7591.13604673179,60425.8005719733,4899.96460634309,12158.3709568973,10149.8548336632,58480.7366303518,13566.30209638,17124.8319531728,125702.383661796,80242.9908781137,24425.6056094559,26987.1058656667,90136.9375016127,7293.65290627354,29953.0379771808,5816.75233519962,41975.4912494648,150120.804810902,14234.6304207008,52579.8483125657,4977.4050806706,46643.6965423782,40442.475900628,13743.0186048635,4406.5618305573
2012,Male,58,5363.70043857764,30454.3703016527,18126.639327696,36863.3362723621,221089.401922761,33171.0252183764,24173.0399666886,3287.78335096769,5683.07853386254,117664.670246079,56163.1269999803,9284.85875579525,20796.8671084335,9853.90011355138,80121.650822341,41944.9495740569,18345.25157832,28498.3512530915,29191.8674915623,42921.336675395,36792.8598710647,10144.4673837533,67536.4631674427,35678.5696613295,38574.5428266346,18135.4123066176,7602.74080556936,58725.4714933689,4865.09554908722,11846.9446140284,9840.43688097887,55874.8544675291,13242.1519494453,16606.5500208088,120943.111597677,77733.239020278,23633.5387758285,26921.5433533952,87832.4335927661,6951.58392777695,29299.763511826,5708.06786969193,40793.0497739587,143812.379333991,13781.837221937,50744.4985872363,4877.33333575677,45543.8667157048,39394.793723789,13631.6724623578,4342.66321188955
2012,Male,59,5103.63928753739,29554.435339584,17690.1477613162,35929.4825715529,209331.367416697,32390.9531654368,23142.8047215114,3177.4219145471,5504.5307555476,114427.308506691,53656.4103868007,9094.54758549113,20395.4415584446,9767.42184060001,76874.6462275872,40578.2516882655,17724.0793249571,27567.0193143792,27816.13276244,41421.438637679,35256.8658494571,9960.5099901909,65764.8989472924,34662.4477288089,37254.0006573168,17333.0632056776,7635.77265740292,57249.7931765723,4825.71385122031,11504.3783073833,9544.76881132631,53247.4695252828,12843.307139322,16062.5118959063,115619.824405158,75722.8321232464,22629.5110788266,26692.5756839522,85820.4519028862,6614.61227506635,28596.3135875454,5537.95013885401,39342.76174093,137249.32726087,13278.1102090129,48892.7199038562,4733.26019566719,44292.33001792,38279.37257904,13499.3694235981,4231.97397932337
2012,Male,60,4793.3696463725,28354.5320212378,16999.3679002429,34819.9600329685,198782.285935342,30987.7957791525,21734.0484293538,3029.69550355039,5275.94188038279,110626.930678832,50924.9410057955,8866.11425924624,19633.9831421007,9423.33736463608,73139.5981417891,38593.0720986673,16934.8248999871,26433.0229123557,26353.460838724,39459.2127044703,33488.612008243,9558.66468676003,63053.5698311436,33165.7085768681,35538.0414464146,16605.8941863343,7462.29001815388,55038.0894886694,4605.49174966487,11023.8347542125,9043.42113453936,50413.6085586265,12464.1646661442,15493.7144010979,110678.522780403,72542.9742135362,21557.1735174677,25894.1946923439,81712.1854453767,6308.58972491816,27683.6863207458,5323.44596724139,37623.5040697147,129837.165979221,12530.4016837902,46447.0493580377,4537.93694440389,42319.5055620015,36689.8695780654,13184.0212573525,4015.26536415825
2012,Male,61,4500.33916903525,27168.1698508965,16318.2592452324,33932.251448477,191218.645851762,29263.0540951807,20276.3095570596,2886.18928271418,5073.14611609515,107494.864928637,48709.7461722471,8674.53889733321,18647.2704727099,8928.29624428419,69603.9671151204,36464.7284143715,16117.5973619359,25447.6928650652,25163.4350746897,37505.6177296381,31869.5403764734,9106.65512496469,59897.7308718456,31384.6077428648,33857.4820494709,16115.2661495493,7127.38942866458,52720.9403599339,4256.165163117,10505.7483252357,8492.15075279713,47858.0148454853,12219.023816847,15078.7105693622,106970.069431579,68799.8065599782,20686.9199448967,24844.9825765536,76584.1493902421,6077.29059704699,26929.4974675059,5117.317071515,36237.9257785485,123048.431172874,11728.3828012434,44082.2332766328,4361.06633719173,40174.2943702605,34916.0803529434,12829.3906248158,3759.27246083165
2012,Male,62,4283.58128383746,27018.3950360901,16276.2910294698,34242.533800595,187028.102851106,28436.6554774388,19625.6905391842,2846.32517062868,5097.5766611491,108254.938740038,48520.8540712185,8636.49879500926,17992.8948433907,8758.14304997974,67677.3980736005,35597.1285811613,15699.4310572217,25295.6720773787,24688.0120367623,36767.9956496092,31236.9095945632,9093.06744934056,58317.2191222895,30234.2090600678,33343.3401606585,16032.0610198146,6945.09787141586,52395.3398316854,4026.40217620717,10230.8186467165,8363.33267597249,46628.2115001228,12236.6954737681,15164.8299854301,105219.709602658,67155.7868107904,20389.7739837637,24534.0262287318,74512.6337509369,5981.52352893417,27203.8516181908,4999.30304155477,36324.0615023084,120066.247815059,11372.1542376802,43548.0667419512,4338.57051517727,39375.509340188,33858.3866800197,12875.315559859,3632.31641346573
2012,Male,63,4087.32806780715,27628.2287138057,16727.5172979356,35464.7029916158,184083.263349624,28399.6870173977,19708.1706222502,2867.47965045475,5306.09896377315,112310.853204635,49675.1337717849,8642.88369695692,17630.9264219874,8901.13386982134,66838.0530183698,35700.52374166,15549.670054752,25655.0721769587,24617.0449844976,36986.8126759,31315.1000336456,9433.66599559655,58026.6893637534,29562.3660347499,33658.751751811,16131.2390693881,6908.34788037266,53725.6266085417,3916.73313727157,10093.9551049763,8584.66926793859,46447.6972460825,12327.6167740128,15601.9090401864,104298.556813825,67319.1110975362,20446.1237099453,24793.0866783901,75297.1753924002,5955.54185832872,28225.5913743399,4907.52667949878,37429.2719893007,119753.483309074,11358.9921424042,44429.725293295,4406.89539876609,39633.9786435192,33314.0941231245,13170.0069050523,3609.57065106499
2012,Male,64,3754.76170605974,27173.840384557,16590.8916358428,35687.2446136274,177592.855629099,27628.4954517167,19476.2698584068,2748.30742260921,5344.9011801342,114154.336167217,48845.4706715306,8330.37609176417,16910.1391656799,8801.35558128114,64523.2882876748,34650.5588807219,14945.6444117464,25023.2565372913,23815.1025325818,36271.013241007,30592.804664792,9347.04554112463,56271.7577607789,28141.0936500654,32810.4424313311,15725.2717760913,6665.09563486233,53470.8284009333,3697.0248265329,9588.15305881559,8461.60639421705,45601.5548887586,11931.5409566426,15610.1529870995,101034.392096358,65769.3435258649,19971.0180676325,24139.5985965958,74141.0189769098,5791.73300265661,28231.9819994997,4634.58688451538,37126.2903885619,116303.178122428,10956.384543941,43803.958577741,4269.41788642991,38664.1903787436,31934.4740556932,12841.4519826721,3468.55520350322
2012,Male,65,3300.79416332012,25090.0150174782,15511.3907354734,34003.0799288201,165502.695477067,25452.5112126393,18380.534788165,2464.65666237681,5051.35107546277,110543.702002384,44970.2287631174,7683.88619553515,15570.2216480567,8226.69908999943,59614.9235687887,31758.46616836,13684.666615104,22945.5064734146,21933.4104418088,33731.8077208384,28378.563592133,8566.75663453567,51956.1975304026,25656.4738509032,30240.5552989863,14597.5994211396,6124.99150452468,50176.2896503086,3332.67628836519,8664.51672750667,7736.70773267127,42966.8748761479,10963.7216399799,14811.4241391259,93896.2661661304,60638.6481850179,18684.9870078321,22154.637480859,68695.5222323556,5405.12382987697,26540.6540787136,4166.23234734068,34529.2652489683,107755.420558687,9987.08288428399,40542.8142637417,3866.04702201484,35659.0712503693,29265.9837431858,11664.0558206935,3147.99405830315
2012,Male,66,2887.3599512675,22484.8690145882,14133.475495911,31125.1030845434,149261.415191014,22382.5991565113,16618.3727826438,2186.54293645262,4571.65484163461,102401.026299651,40018.4585491304,7065.76941196539,13843.2991982518,7409.50602449573,52911.9252674336,28154.0112412188,12180.4662548285,20318.8518003955,19589.9812528658,29939.8103432944,25146.4460944854,7555.26615861988,46172.2945096717,22823.9369491389,27189.5759066891,13132.1213989649,5509.27637604835,45103.7613497882,2989.85433355853,7752.65906704361,6768.13325660871,38446.2864551949,9887.13177836381,13465.5475279844,83653.4353734832,52653.4554365542,17073.8699215506,19760.3761794785,60327.7730041656,4872.45817564028,24079.3238191365,3684.81072643739,30948.1351508703,96980.2283759535,8924.83311053416,36042.1845832233,3418.62626289103,31752.3569194129,25942.5613705574,10236.1093208765,2777.05345888515
