VIC, Death rates (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971           0             0.014301        0.015981        0.015157
  1971         1-4             0.000654        0.000718        0.000687
  1971         5-9             0.000305        0.000483        0.000397
  1971        10-14            0.000229        0.000321        0.000276
  1971        15-19            0.000589        0.001374        0.000989
  1971        20-24            0.000621        0.001895        0.001260
  1971        25-29            0.000554        0.001151        0.000858
  1971        30-34            0.000790        0.001444        0.001128
  1971        35-39            0.001127        0.002004        0.001577
  1971        40-44            0.002086        0.003171        0.002647
  1971        45-49            0.003587        0.006295        0.004962
  1971        50-54            0.004955        0.009938        0.007446
  1971        55-59            0.007421        0.016287        0.011793
  1971        60-64            0.012505        0.025485        0.018741
  1971        65-69            0.020134        0.041842        0.030279
  1971        70-74            0.035621        0.061820        0.046608
  1971        75-79            0.062364        0.101643        0.076960
  1971        80-84            0.098110        0.146074        0.114523
  1971        85-89            0.166069        0.230949        0.185572
  1971        90-94            0.235075        0.301133        0.251961
  1971        95-99            0.393866        0.429675        0.403038
  1971       100-104           0.486038        0.575908        0.509166
  1971       105-109                 .              .              .
  1971       110+                    .              .              .
  1972           0             0.012977        0.016265        0.014659
  1972         1-4             0.000553        0.000936        0.000748
  1972         5-9             0.000337        0.000418        0.000379
  1972        10-14            0.000178        0.000400        0.000292
  1972        15-19            0.000553        0.001290        0.000928
  1972        20-24            0.000593        0.001595        0.001096
  1972        25-29            0.000592        0.001020        0.000809
  1972        30-34            0.000768        0.001179        0.000980
  1972        35-39            0.000970        0.001987        0.001491
  1972        40-44            0.001983        0.003397        0.002714
  1972        45-49            0.003166        0.005629        0.004424
  1972        50-54            0.004965        0.008877        0.006924
  1972        55-59            0.008074        0.015864        0.011905
  1972        60-64            0.012014        0.024071        0.017815
  1972        65-69            0.019272        0.038249        0.028124
  1972        70-74            0.032919        0.060886        0.044795
  1972        75-79            0.058125        0.097397        0.072592
  1972        80-84            0.097258        0.141398        0.112106
  1972        85-89            0.155648        0.207721        0.171257
  1972        90-94            0.244711        0.319686        0.263220
  1972        95-99            0.322058        0.390009        0.338856
  1972       100-104           0.464551        0.495341        0.472539
  1972       105-109           1.380531              .        1.380531
  1972       110+                    .              .              .
  1973           0             0.013128        0.015244        0.014214
  1973         1-4             0.000635        0.000824        0.000731
  1973         5-9             0.000312        0.000492        0.000404
  1973        10-14            0.000277        0.000390        0.000335
  1973        15-19            0.000475        0.001206        0.000848
  1973        20-24            0.000509        0.001531        0.001023
  1973        25-29            0.000507        0.001156        0.000835
  1973        30-34            0.000721        0.001159        0.000947
  1973        35-39            0.001083        0.001888        0.001495
  1973        40-44            0.001850        0.003150        0.002521
  1973        45-49            0.003217        0.006137        0.004715
  1973        50-54            0.004853        0.008803        0.006835
  1973        55-59            0.007733        0.015333        0.011463
  1973        60-64            0.011844        0.023608        0.017509
  1973        65-69            0.018747        0.038765        0.028054
  1973        70-74            0.033620        0.060148        0.044984
  1973        75-79            0.058266        0.100871        0.073970
  1973        80-84            0.099635        0.147325        0.115431
  1973        85-89            0.169993        0.209627        0.181931
  1973        90-94            0.252259        0.310211        0.266184
  1973        95-99            0.398103        0.458192        0.412263
  1973       100-104           0.516990        0.915436        0.609610
  1973       105-109           1.990244              .        1.990244
  1973       110+                    .              .              .
  1974           0             0.012973        0.017547        0.015317
  1974         1-4             0.000658        0.000800        0.000730
  1974         5-9             0.000297        0.000397        0.000348
  1974        10-14            0.000266        0.000434        0.000352
  1974        15-19            0.000400        0.001442        0.000933
  1974        20-24            0.000446        0.001511        0.000981
  1974        25-29            0.000544        0.001203        0.000876
  1974        30-34            0.000567        0.001308        0.000948
  1974        35-39            0.000964        0.001781        0.001382
  1974        40-44            0.001680        0.002897        0.002308
  1974        45-49            0.003165        0.005369        0.004298
  1974        50-54            0.005035        0.009473        0.007268
  1974        55-59            0.008442        0.015197        0.011760
  1974        60-64            0.011347        0.024590        0.017701
  1974        65-69            0.019917        0.038691        0.028633
  1974        70-74            0.032743        0.059242        0.044193
  1974        75-79            0.055839        0.097463        0.071283
  1974        80-84            0.099975        0.141678        0.113618
  1974        85-89            0.157954        0.209342        0.173369
  1974        90-94            0.255889        0.279316        0.261531
  1974        95-99            0.327753        0.370825        0.337798
  1974       100-104           0.576520        0.797872        0.616593
  1974       105-109           2.270270              .        2.270270
  1974       110+                    .              .              .
  1975           0             0.011003        0.014944        0.013024
  1975         1-4             0.000532        0.000703        0.000619
  1975         5-9             0.000210        0.000319        0.000266
  1975        10-14            0.000167        0.000376        0.000275
  1975        15-19            0.000541        0.001337        0.000949
  1975        20-24            0.000469        0.001535        0.001004
  1975        25-29            0.000427        0.001090        0.000759
  1975        30-34            0.000688        0.001108        0.000903
  1975        35-39            0.000984        0.001686        0.001343
  1975        40-44            0.001750        0.003118        0.002454
  1975        45-49            0.003000        0.005242        0.004154
  1975        50-54            0.004676        0.008957        0.006835
  1975        55-59            0.006944        0.014532        0.010687
  1975        60-64            0.012077        0.023196        0.017390
  1975        65-69            0.017845        0.036314        0.026423
  1975        70-74            0.030923        0.057511        0.042473
  1975        75-79            0.052055        0.083669        0.063909
  1975        80-84            0.090410        0.134622        0.104732
  1975        85-89            0.150656        0.210240        0.168212
  1975        90-94            0.217341        0.260522        0.227907
  1975        95-99            0.324788        0.440153        0.350582
  1975       100-104           0.527417        0.982552        0.598318
  1975       105-109           2.285714              .        2.285714
  1975       110+                    .              .              .
  1976           0             0.010987        0.011949        0.011481
  1976         1-4             0.000458        0.000683        0.000573
  1976         5-9             0.000251        0.000319        0.000286
  1976        10-14            0.000193        0.000336        0.000266
  1976        15-19            0.000454        0.001246        0.000860
  1976        20-24            0.000461        0.001503        0.000985
  1976        25-29            0.000450        0.001139        0.000794
  1976        30-34            0.000653        0.001113        0.000889
  1976        35-39            0.001016        0.001785        0.001409
  1976        40-44            0.001722        0.003111        0.002434
  1976        45-49            0.002823        0.004906        0.003895
  1976        50-54            0.004932        0.008808        0.006891
  1976        55-59            0.006885        0.014616        0.010707
  1976        60-64            0.011307        0.023727        0.017240
  1976        65-69            0.019021        0.037801        0.027721
  1976        70-74            0.029396        0.057825        0.041798
  1976        75-79            0.051960        0.094244        0.067980
  1976        80-84            0.094856        0.144398        0.110763
  1976        85-89            0.159057        0.214324        0.175011
  1976        90-94            0.244023        0.313564        0.260997
  1976        95-99            0.388947        0.389498        0.389066
  1976       100-104           0.494568        0.347839        0.469172
  1976       105-109           1.343284              .        1.343284
  1976       110+                    .              .              .
  1977           0             0.008910        0.012964        0.010995
  1977         1-4             0.000438        0.000611        0.000527
  1977         5-9             0.000283        0.000344        0.000314
  1977        10-14            0.000217        0.000368        0.000295
  1977        15-19            0.000490        0.001278        0.000893
  1977        20-24            0.000438        0.001747        0.001097
  1977        25-29            0.000503        0.001170        0.000835
  1977        30-34            0.000738        0.001218        0.000982
  1977        35-39            0.000940        0.001702        0.001329
  1977        40-44            0.001420        0.002881        0.002166
  1977        45-49            0.002843        0.005466        0.004191
  1977        50-54            0.004459        0.008790        0.006656
  1977        55-59            0.006866        0.013148        0.009962
  1977        60-64            0.010441        0.022289        0.016104
