"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"70 years"	"70"	"Female"	"F"	"2014"	"2014"	1004653
	"70 years"	"70"	"Female"	"F"	"2015"	"2015"	996951
	"70 years"	"70"	"Female"	"F"	"2016"	"2016"	987277
	"70 years"	"70"	"Female"	"F"	"2017"	"2017"	1363381
	"70 years"	"70"	"Female"	"F"	"2018"	"2018"	1256778
	"70 years"	"70"	"Female"	"F"	"2019"	"2019"	1241276
	"70 years"	"70"	"Female"	"F"	"2020"	"2020"	1242897
	"70 years"	"70"	"Male"	"M"	"2011"	"2011"	778228
	"70 years"	"70"	"Male"	"M"	"2012"	"2012"	841701
	"70 years"	"70"	"Male"	"M"	"2013"	"2013"	958821
	"70 years"	"70"	"Male"	"M"	"2014"	"2014"	902980
	"70 years"	"70"	"Male"	"M"	"2015"	"2015"	899110
	"70 years"	"70"	"Male"	"M"	"2016"	"2016"	894299
	"70 years"	"70"	"Male"	"M"	"2017"	"2017"	1239248
	"70 years"	"70"	"Male"	"M"	"2018"	"2018"	1138330
	"70 years"	"70"	"Male"	"M"	"2019"	"2019"	1118539
	"70 years"	"70"	"Male"	"M"	"2020"	"2020"	1118989
	"71 years"	"71"	"Female"	"F"	"2011"	"2011"	832784
	"71 years"	"71"	"Female"	"F"	"2012"	"2012"	864019
	"71 years"	"71"	"Female"	"F"	"2013"	"2013"	925887
	"71 years"	"71"	"Female"	"F"	"2014"	"2014"	1049936
	"71 years"	"71"	"Female"	"F"	"2015"	"2015"	988348
	"71 years"	"71"	"Female"	"F"	"2016"	"2016"	981494
	"71 years"	"71"	"Female"	"F"	"2017"	"2017"	971582
	"71 years"	"71"	"Female"	"F"	"2018"	"2018"	1342307
	"71 years"	"71"	"Female"	"F"	"2019"	"2019"	1237712
	"71 years"	"71"	"Female"	"F"	"2020"	"2020"	1221406
	"71 years"	"71"	"Male"	"M"	"2011"	"2011"	731727
	"71 years"	"71"	"Male"	"M"	"2012"	"2012"	760098
	"71 years"	"71"	"Male"	"M"	"2013"	"2013"	821668
	"71 years"	"71"	"Male"	"M"	"2014"	"2014"	936767
	"71 years"	"71"	"Male"	"M"	"2015"	"2015"	881327
	"71 years"	"71"	"Male"	"M"	"2016"	"2016"	878391
	"71 years"	"71"	"Male"	"M"	"2017"	"2017"	873341
	"71 years"	"71"	"Male"	"M"	"2018"	"2018"	1211028
	"71 years"	"71"	"Male"	"M"	"2019"	"2019"	1112864
	"71 years"	"71"	"Male"	"M"	"2020"	"2020"	1092172
	"72 years"	"72"	"Female"	"F"	"2011"	"2011"	796345
	"72 years"	"72"	"Female"	"F"	"2012"	"2012"	818230
	"72 years"	"72"	"Female"	"F"	"2013"	"2013"	848588
	"72 years"	"72"	"Female"	"F"	"2014"	"2014"	910099
	"72 years"	"72"	"Female"	"F"	"2015"	"2015"	1031295
	"72 years"	"72"	"Female"	"F"	"2016"	"2016"	971444
	"72 years"	"72"	"Female"	"F"	"2017"	"2017"	964584
	"72 years"	"72"	"Female"	"F"	"2018"	"2018"	954620
	"72 years"	"72"	"Female"	"F"	"2019"	"2019"	1319815
	"72 years"	"72"	"Female"	"F"	"2020"	"2020"	1215354
	"72 years"	"72"	"Male"	"M"	"2011"	"2011"	698114
	"72 years"	"72"	"Male"	"M"	"2012"	"2012"	713111
	"72 years"	"72"	"Male"	"M"	"2013"	"2013"	740360
	"72 years"	"72"	"Male"	"M"	"2014"	"2014"	800951
	"72 years"	"72"	"Male"	"M"	"2015"	"2015"	912487
	"72 years"	"72"	"Male"	"M"	"2016"	"2016"	859160
	"72 years"	"72"	"Male"	"M"	"2017"	"2017"	856303
	"72 years"	"72"	"Male"	"M"	"2018"	"2018"	851095
	"72 years"	"72"	"Male"	"M"	"2019"	"2019"	1181386
	"72 years"	"72"	"Male"	"M"	"2020"	"2020"	1083564
	"73 years"	"73"	"Female"	"F"	"2011"	"2011"	775561
	"73 years"	"73"	"Female"	"F"	"2012"	"2012"	781044
	"73 years"	"73"	"Female"	"F"	"2013"	"2013"	802163
	"73 years"	"73"	"Female"	"F"	"2014"	"2014"	832666
	"73 years"	"73"	"Female"	"F"	"2015"	"2015"	892209
	"73 years"	"73"	"Female"	"F"	"2016"	"2016"	1012031
	"73 years"	"73"	"Female"	"F"	"2017"	"2017"	952989
	"73 years"	"73"	"Female"	"F"	"2018"	"2018"	946316
	"73 years"	"73"	"Female"	"F"	"2019"	"2019"	936672
	"73 years"	"73"	"Female"	"F"	"2020"	"2020"	1293810
	"73 years"	"73"	"Male"	"M"	"2011"	"2011"	667760
	"73 years"	"73"	"Male"	"M"	"2012"	"2012"	678622
	"73 years"	"73"	"Male"	"M"	"2013"	"2013"	692858
	"73 years"	"73"	"Male"	"M"	"2014"	"2014"	719969
	"73 years"	"73"	"Male"	"M"	"2015"	"2015"	778161
	"73 years"	"73"	"Male"	"M"	"2016"	"2016"	887602
	"73 years"	"73"	"Male"	"M"	"2017"	"2017"	835489
	"73 years"	"73"	"Male"	"M"	"2018"	"2018"	832835
	"73 years"	"73"	"Male"	"M"	"2019"	"2019"	827880
	"73 years"	"73"	"Male"	"M"	"2020"	"2020"	1147690
	"74 years"	"74"	"Female"	"F"	"2011"	"2011"	724242
	"74 years"	"74"	"Female"	"F"	"2012"	"2012"	759116
	"74 years"	"74"	"Female"	"F"	"2013"	"2013"	764048
	"74 years"	"74"	"Female"	"F"	"2014"	"2014"	785557
	"74 years"	"74"	"Female"	"F"	"2015"	"2015"	814639
	"74 years"	"74"	"Female"	"F"	"2016"	"2016"	873748
	"74 years"	"74"	"Female"	"F"	"2017"	"2017"	990981
	"74 years"	"74"	"Female"	"F"	"2018"	"2018"	933085
	"74 years"	"74"	"Female"	"F"	"2019"	"2019"	927055
	"74 years"	"74"	"Female"	"F"	"2020"	"2020"	916085
	"74 years"	"74"	"Male"	"M"	"2011"	"2011"	613598
	"74 years"	"74"	"Male"	"M"	"2012"	"2012"	647364
	"74 years"	"74"	"Male"	"M"	"2013"	"2013"	657470
	"74 years"	"74"	"Male"	"M"	"2014"	"2014"	671984
	"74 years"	"74"	"Male"	"M"	"2015"	"2015"	697589
	"74 years"	"74"	"Male"	"M"	"2016"	"2016"	754871
	"74 years"	"74"	"Male"	"M"	"2017"	"2017"	861081
	"74 years"	"74"	"Male"	"M"	"2018"	"2018"	810429
	"74 years"	"74"	"Male"	"M"	"2019"	"2019"	808452
	"74 years"	"74"	"Male"	"M"	"2020"	"2020"	801741
	"75 years"	"75"	"Female"	"F"	"2011"	"2011"	701936
	"75 years"	"75"	"Female"	"F"	"2012"	"2012"	707247
	"75 years"	"75"	"Female"	"F"	"2013"	"2013"	740887
	"75 years"	"75"	"Female"	"F"	"2014"	"2014"	746521
	"75 years"	"75"	"Female"	"F"	"2015"	"2015"	766798
	"75 years"	"75"	"Female"	"F"	"2016"	"2016"	795993
	"75 years"	"75"	"Female"	"F"	"2017"	"2017"	853547
	"75 years"	"75"	"Female"	"F"	"2018"	"2018"	968250
	"75 years"	"75"	"Female"	"F"	"2019"	"2019"	912171
	"75 years"	"75"	"Female"	"F"	"2020"	"2020"	905006
	"75 years"	"75"	"Male"	"M"	"2011"	"2011"	585530
	"75 years"	"75"	"Male"	"M"	"2012"	"2012"	593013
	"75 years"	"75"	"Male"	"M"	"2013"	"2013"	625238
	"75 years"	"75"	"Male"	"M"	"2014"	"2014"	635758
	"75 years"	"75"	"Male"	"M"	"2015"	"2015"	649109
	"75 years"	"75"	"Male"	"M"	"2016"	"2016"	674733
	"75 years"	"75"	"Male"	"M"	"2017"	"2017"	730007
	"75 years"	"75"	"Male"	"M"	"2018"	"2018"	832929
	"75 years"	"75"	"Male"	"M"	"2019"	"2019"	784507
	"75 years"	"75"	"Male"	"M"	"2020"	"2020"	781059
	"76 years"	"76"	"Female"	"F"	"2011"	"2011"	687698
	"76 years"	"76"	"Female"	"F"	"2012"	"2012"	683760
	"76 years"	"76"	"Female"	"F"	"2013"	"2013"	688416
	"76 years"	"76"	"Female"	"F"	"2014"	"2014"	722089
	"76 years"	"76"	"Female"	"F"	"2015"	"2015"	726709
	"76 years"	"76"	"Female"	"F"	"2016"	"2016"	747368
	"76 years"	"76"	"Female"	"F"	"2017"	"2017"	775591
	"76 years"	"76"	"Female"	"F"	"2018"	"2018"	831694
	"76 years"	"76"	"Female"	"F"	"2019"	"2019"	944170
	"76 years"	"76"	"Female"	"F"	"2020"	"2020"	887965
	"76 years"	"76"	"Male"	"M"	"2011"	"2011"	560839
	"76 years"	"76"	"Male"	"M"	"2012"	"2012"	563963
	"76 years"	"76"	"Male"	"M"	"2013"	"2013"	570732
	"76 years"	"76"	"Male"	"M"	"2014"	"2014"	602610
	"76 years"	"76"	"Male"	"M"	"2015"	"2015"	612008
	"76 years"	"76"	"Male"	"M"	"2016"	"2016"	625783
	"76 years"	"76"	"Male"	"M"	"2017"	"2017"	650317
	"76 years"	"76"	"Male"	"M"	"2018"	"2018"	703609
	"76 years"	"76"	"Male"	"M"	"2019"	"2019"	803637
	"76 years"	"76"	"Male"	"M"	"2020"	"2020"	755107
	"77 years"	"77"	"Female"	"F"	"2011"	"2011"	628417
	"77 years"	"77"	"Female"	"F"	"2012"	"2012"	668051
	"77 years"	"77"	"Female"	"F"	"2013"	"2013"	663633
	"77 years"	"77"	"Female"	"F"	"2014"	"2014"	669014
	"77 years"	"77"	"Female"	"F"	"2015"	"2015"	700883
	"77 years"	"77"	"Female"	"F"	"2016"	"2016"	706247
	"77 years"	"77"	"Female"	"F"	"2017"	"2017"	726118
	"77 years"	"77"	"Female"	"F"	"2018"	"2018"	753564
	"77 years"	"77"	"Female"	"F"	"2019"	"2019"	808567
	"77 years"	"77"	"Female"	"F"	"2020"	"2020"	916336
	"77 years"	"77"	"Male"	"M"	"2011"	"2011"	504696
	"77 years"	"77"	"Male"	"M"	"2012"	"2012"	538105
	"77 years"	"77"	"Male"	"M"	"2013"	"2013"	540662
	"77 years"	"77"	"Male"	"M"	"2014"	"2014"	547927
	"77 years"	"77"	"Male"	"M"	"2015"	"2015"	577867
	"77 years"	"77"	"Male"	"M"	"2016"	"2016"	587780
	"77 years"	"77"	"Male"	"M"	"2017"	"2017"	600873
	"77 years"	"77"	"Male"	"M"	"2018"	"2018"	624434
	"77 years"	"77"	"Male"	"M"	"2019"	"2019"	676153
	"77 years"	"77"	"Male"	"M"	"2020"	"2020"	770433
	"78 years"	"78"	"Female"	"F"	"2011"	"2011"	623842
	"78 years"	"78"	"Female"	"F"	"2012"	"2012"	608436
	"78 years"	"78"	"Female"	"F"	"2013"	"2013"	646298
	"78 years"	"78"	"Female"	"F"	"2014"	"2014"	642907
	"78 years"	"78"	"Female"	"F"	"2015"	"2015"	647185
	"78 years"	"78"	"Female"	"F"	"2016"	"2016"	679026
	"78 years"	"78"	"Female"	"F"	"2017"	"2017"	683952
	"78 years"	"78"	"Female"	"F"	"2018"	"2018"	703275
	"78 years"	"78"	"Female"	"F"	"2019"	"2019"	730377
	"78 years"	"78"	"Female"	"F"	"2020"	"2020"	782043
	"78 years"	"78"	"Male"	"M"	"2011"	"2011"	489846
	"78 years"	"78"	"Male"	"M"	"2012"	"2012"	482019
	"78 years"	"78"	"Male"	"M"	"2013"	"2013"	513542
	"78 years"	"78"	"Male"	"M"	"2014"	"2014"	516799
	"78 years"	"78"	"Male"	"M"	"2015"	"2015"	523002
	"78 years"	"78"	"Male"	"M"	"2016"	"2016"	552593
	"78 years"	"78"	"Male"	"M"	"2017"	"2017"	561916
	"78 years"	"78"	"Male"	"M"	"2018"	"2018"	574484
	"78 years"	"78"	"Male"	"M"	"2019"	"2019"	597571
	"78 years"	"78"	"Male"	"M"	"2020"	"2020"	645217
	"79 years"	"79"	"Female"	"F"	"2011"	"2011"	614055
	"79 years"	"79"	"Female"	"F"	"2012"	"2012"	601920
	"79 years"	"79"	"Female"	"F"	"2013"	"2013"	586314
	"79 years"	"79"	"Female"	"F"	"2014"	"2014"	623922
	"79 years"	"79"	"Female"	"F"	"2015"	"2015"	619617
	"79 years"	"79"	"Female"	"F"	"2016"	"2016"	624708
	"79 years"	"79"	"Female"	"F"	"2017"	"2017"	655267
	"79 years"	"79"	"Female"	"F"	"2018"	"2018"	659999
	"79 years"	"79"	"Female"	"F"	"2019"	"2019"	679219
	"79 years"	"79"	"Female"	"F"	"2020"	"2020"	703761
	"79 years"	"79"	"Male"	"M"	"2011"	"2011"	469644
	"79 years"	"79"	"Male"	"M"	"2012"	"2012"	465658
	"79 years"	"79"	"Male"	"M"	"2013"	"2013"	457601
	"79 years"	"79"	"Male"	"M"	"2014"	"2014"	488493
	"79 years"	"79"	"Male"	"M"	"2015"	"2015"	490857
	"79 years"	"79"	"Male"	"M"	"2016"	"2016"	497623
	"79 years"	"79"	"Male"	"M"	"2017"	"2017"	525685
	"79 years"	"79"	"Male"	"M"	"2018"	"2018"	534589
	"79 years"	"79"	"Male"	"M"	"2019"	"2019"	547153
	"79 years"	"79"	"Male"	"M"	"2020"	"2020"	567346
	"80 years"	"80"	"Female"	"F"	"2011"	"2011"	602655
	"80 years"	"80"	"Female"	"F"	"2012"	"2012"	589952
	"80 years"	"80"	"Female"	"F"	"2013"	"2013"	577637
	"80 years"	"80"	"Female"	"F"	"2014"	"2014"	563579
	"80 years"	"80"	"Female"	"F"	"2015"	"2015"	598775
	"80 years"	"80"	"Female"	"F"	"2016"	"2016"	595597
	"80 years"	"80"	"Female"	"F"	"2017"	"2017"	600181
	"80 years"	"80"	"Female"	"F"	"2018"	"2018"	629653
	"80 years"	"80"	"Female"	"F"	"2019"	"2019"	634762
	"80 years"	"80"	"Female"	"F"	"2020"	"2020"	651619
	"80 years"	"80"	"Male"	"M"	"2011"	"2011"	447788
	"80 years"	"80"	"Male"	"M"	"2012"	"2012"	443872
	"80 years"	"80"	"Male"	"M"	"2013"	"2013"	439678
	"80 years"	"80"	"Male"	"M"	"2014"	"2014"	432777
	"80 years"	"80"	"Male"	"M"	"2015"	"2015"	461335
	"80 years"	"80"	"Male"	"M"	"2016"	"2016"	464505
	"80 years"	"80"	"Male"	"M"	"2017"	"2017"	470719
	"80 years"	"80"	"Male"	"M"	"2018"	"2018"	497375
	"80 years"	"80"	"Male"	"M"	"2019"	"2019"	506417
	"80 years"	"80"	"Male"	"M"	"2020"	"2020"	516540
	"81 years"	"81"	"Female"	"F"	"2011"	"2011"	592443
	"81 years"	"81"	"Female"	"F"	"2012"	"2012"	576243
	"81 years"	"81"	"Female"	"F"	"2013"	"2013"	563320
	"81 years"	"81"	"Female"	"F"	"2014"	"2014"	552768
	"81 years"	"81"	"Female"	"F"	"2015"	"2015"	538118
	"81 years"	"81"	"Female"	"F"	"2016"	"2016"	572910
	"81 years"	"81"	"Female"	"F"	"2017"	"2017"	569453
	"81 years"	"81"	"Female"	"F"	"2018"	"2018"	573866
	"81 years"	"81"	"Female"	"F"	"2019"	"2019"	602730
	"81 years"	"81"	"Female"	"F"	"2020"	"2020"	605831
	"81 years"	"81"	"Male"	"M"	"2011"	"2011"	425707
	"81 years"	"81"	"Male"	"M"	"2012"	"2012"	420471
	"81 years"	"81"	"Male"	"M"	"2013"	"2013"	416231
	"81 years"	"81"	"Male"	"M"	"2014"	"2014"	413347
	"81 years"	"81"	"Male"	"M"	"2015"	"2015"	405945
	"81 years"	"81"	"Male"	"M"	"2016"	"2016"	433805
	"81 years"	"81"	"Male"	"M"	"2017"	"2017"	436618
	"81 years"	"81"	"Male"	"M"	"2018"	"2018"	442469
	"81 years"	"81"	"Male"	"M"	"2019"	"2019"	468185
	"81 years"	"81"	"Male"	"M"	"2020"	"2020"	474826
	"82 years"	"82"	"Female"	"F"	"2011"	"2011"	553042
	"82 years"	"82"	"Female"	"F"	"2012"	"2012"	563426
	"82 years"	"82"	"Female"	"F"	"2013"	"2013"	547094
	"82 years"	"82"	"Female"	"F"	"2014"	"2014"	536136
	"82 years"	"82"	"Female"	"F"	"2015"	"2015"	524993
	"82 years"	"82"	"Female"	"F"	"2016"	"2016"	512000
	"82 years"	"82"	"Female"	"F"	"2017"	"2017"	544837
	"82 years"	"82"	"Female"	"F"	"2018"	"2018"	541531
	"82 years"	"82"	"Female"	"F"	"2019"	"2019"	546325
	"82 years"	"82"	"Female"	"F"	"2020"	"2020"	572011
	"82 years"	"82"	"Male"	"M"	"2011"	"2011"	384893
	"82 years"	"82"	"Male"	"M"	"2012"	"2012"	396809
	"82 years"	"82"	"Male"	"M"	"2013"	"2013"	391267
	"82 years"	"82"	"Male"	"M"	"2014"	"2014"	388339
	"82 years"	"82"	"Male"	"M"	"2015"	"2015"	384983
	"82 years"	"82"	"Male"	"M"	"2016"	"2016"	378814
	"82 years"	"82"	"Male"	"M"	"2017"	"2017"	404753
	"82 years"	"82"	"Male"	"M"	"2018"	"2018"	407435
	"82 years"	"82"	"Male"	"M"	"2019"	"2019"	413480
	"82 years"	"82"	"Male"	"M"	"2020"	"2020"	435645
	"83 years"	"83"	"Female"	"F"	"2011"	"2011"	538185
	"83 years"	"83"	"Female"	"F"	"2012"	"2012"	522483
	"83 years"	"83"	"Female"	"F"	"2013"	"2013"	531427
	"83 years"	"83"	"Female"	"F"	"2014"	"2014"	517404
	"83 years"	"83"	"Female"	"F"	"2015"	"2015"	505815
	"83 years"	"83"	"Female"	"F"	"2016"	"2016"	496515
	"83 years"	"83"	"Female"	"F"	"2017"	"2017"	483672
	"83 years"	"83"	"Female"	"F"	"2018"	"2018"	514900
	"83 years"	"83"	"Female"	"F"	"2019"	"2019"	512422
	"83 years"	"83"	"Female"	"F"	"2020"	"2020"	515078
	"83 years"	"83"	"Male"	"M"	"2011"	"2011"	358402
	"83 years"	"83"	"Male"	"M"	"2012"	"2012"	355731
	"83 years"	"83"	"Male"	"M"	"2013"	"2013"	366134
	"83 years"	"83"	"Male"	"M"	"2014"	"2014"	362034
	"83 years"	"83"	"Male"	"M"	"2015"	"2015"	358557
	"83 years"	"83"	"Male"	"M"	"2016"	"2016"	356557
	"83 years"	"83"	"Male"	"M"	"2017"	"2017"	350456
	"83 years"	"83"	"Male"	"M"	"2018"	"2018"	374636
	"83 years"	"83"	"Male"	"M"	"2019"	"2019"	377792
	"83 years"	"83"	"Male"	"M"	"2020"	"2020"	381521
	"84 years"	"84"	"Female"	"F"	"2011"	"2011"	509284
	"84 years"	"84"	"Female"	"F"	"2012"	"2012"	504730
	"84 years"	"84"	"Female"	"F"	"2013"	"2013"	488972
	"84 years"	"84"	"Female"	"F"	"2014"	"2014"	499011
	"84 years"	"84"	"Female"	"F"	"2015"	"2015"	484488
	"84 years"	"84"	"Female"	"F"	"2016"	"2016"	474888
	"84 years"	"84"	"Female"	"F"	"2017"	"2017"	465801
	"84 years"	"84"	"Female"	"F"	"2018"	"2018"	453646
	"84 years"	"84"	"Female"	"F"	"2019"	"2019"	483708
	"84 years"	"84"	"Female"	"F"	"2020"	"2020"	479329
	"84 years"	"84"	"Male"	"M"	"2011"	"2011"	325712
	"84 years"	"84"	"Male"	"M"	"2012"	"2012"	328171
	"84 years"	"84"	"Male"	"M"	"2013"	"2013"	325091
	"84 years"	"84"	"Male"	"M"	"2014"	"2014"	335776
	"84 years"	"84"	"Male"	"M"	"2015"	"2015"	331214
	"84 years"	"84"	"Male"	"M"	"2016"	"2016"	329058
	"84 years"	"84"	"Male"	"M"	"2017"	"2017"	327178
	"84 years"	"84"	"Male"	"M"	"2018"	"2018"	321403
	"84 years"	"84"	"Male"	"M"	"2019"	"2019"	344242
	"84 years"	"84"	"Male"	"M"	"2020"	"2020"	345252
	"85+ years"	"85+"	"Female"	"F"	"2011"	"2011"	3208499
	"85+ years"	"85+"	"Female"	"F"	"2012"	"2012"	3261835
	"85+ years"	"85+"	"Female"	"F"	"2013"	"2013"	3289925
	"85+ years"	"85+"	"Female"	"F"	"2014"	"2014"	3321591
	"85+ years"	"85+"	"Female"	"F"	"2015"	"2015"	3339212
	"85+ years"	"85+"	"Female"	"F"	"2016"	"2016"	3355755
	"85+ years"	"85+"	"Female"	"F"	"2017"	"2017"	3351286
	"85+ years"	"85+"	"Female"	"F"	"2018"	"2018"	3336295
	"85+ years"	"85+"	"Female"	"F"	"2019"	"2019"	3318170
	"85+ years"	"85+"	"Female"	"F"	"2020"	"2020"	3297058
	"85+ years"	"85+"	"Male"	"M"	"2011"	"2011"	1593218
	"85+ years"	"85+"	"Male"	"M"	"2012"	"2012"	1652162
	"85+ years"	"85+"	"Male"	"M"	"2013"	"2013"	1698396
	"85+ years"	"85+"	"Male"	"M"	"2014"	"2014"	1746063
	"85+ years"	"85+"	"Male"	"M"	"2015"	"2015"	1790211
	"85+ years"	"85+"	"Male"	"M"	"2016"	"2016"	1831063
	"85+ years"	"85+"	"Male"	"M"	"2017"	"2017"	1859953
	"85+ years"	"85+"	"Male"	"M"	"2018"	"2018"	1881167
	"85+ years"	"85+"	"Male"	"M"	"2019"	"2019"	1897693
	"85+ years"	"85+"	"Male"	"M"	"2020"	"2020"	1911755
"---"
"Dataset: Single-Race Population Estimates 2010-2020 by State and Single-Year Age"
"Query Parameters:"
"Ethnicity: Not Hispanic or Latino"
"Gender: Female; Male"
"Race: White"
"Single-Year Ages: < 1 year; 1 year; 2 years; 3 years; 4 years; 5 years; 6 years; 7 years; 8 years; 9 years; 10 years; 11 years;"
"12 years; 13 years; 14 years; 15 years; 16 years; 17 years; 18 years; 19 years; 20 years; 21 years; 22 years; 23 years; 24"
"years; 25 years; 26 years; 27 years; 28 years; 29 years; 30 years; 31 years; 32 years; 33 years; 34 years; 35 years; 36 years;"
"37 years; 38 years; 39 years; 40 years; 41 years; 42 years; 43 years; 44 years; 45 years; 46 years; 47 years; 48 years; 49"
"years; 50 years; 51 years; 52 years; 53 years; 54 years; 55 years; 56 years; 57 years; 58 years; 59 years; 60 years; 61 years;"
"62 years; 63 years; 64 years; 65 years; 66 years; 67 years; 68 years; 69 years; 70 years; 71 years; 72 years; 73 years; 74"
"years; 75 years; 76 years; 77 years; 78 years; 79 years; 80 years; 81 years; 82 years; 83 years; 84 years; 85+ years"
"Yearly July 1st Estimates: 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020"
"Group By: Single-Year Ages; Gender; Yearly July 1st Estimates"
"Show Totals: False"
"Show Zero Values: False"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/single-race.html for more information."
"---"
"Query Date: Oct 9, 2022 2:10:02 AM"
"---"
"Suggested Citation: Single-race Population Estimates, United States, 2010-2020. July 1st resident population by state, age, sex,"
"single-race, and Hispanic origin, on CDC WONDER Online Database. Vintage 2020 estimates released by U.S. Census Bureau on July"
"27, 2021. Accessed at http://wonder.cdc.gov/single-race-single-year-v2020.html on Oct 9, 2022 2:10:02 AM"
"---"
Footnotes:
"1. Estimates for 2010-2020 are single-race Vintage 2020 postcensal estimates of the July 1 resident population. These estimates"
"were prepared and released by the U.S. Census Bureau on July 27, 2021."
"---"
Caveats:
