VIC, Exposure to risk (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971           0             35521.33        36855.96        72377.29
  1971         1-4            137562.97       143376.84       280939.81
  1971         5-9            167056.34       175933.28       342989.62
  1971        10-14           165942.05       174223.53       340165.58
  1971        15-19           154422.10       160122.33       314544.43
  1971        20-24           153010.12       154085.67       307095.79
  1971        25-29           131789.84       137323.02       269112.86
  1971        30-34           111322.17       118388.74       229710.91
  1971        35-39           102899.20       108276.26       211175.46
  1971        40-44           107404.81       115103.53       222508.34
  1971        45-49           109006.23       112470.59       221476.82
  1971        50-54            92834.31        92773.87       185608.18
  1971        55-59            85970.78        83625.29       169596.07
  1971        60-64            74528.85        68901.96       143430.80
  1971        65-69            60495.54        53081.00       113576.54
  1971        70-74            49269.18        35587.37        84856.55
  1971        75-79            36768.11        21742.72        58510.83
  1971        80-84            23280.04        12110.27        35390.31
  1971        85-89             9893.46         4252.02        14145.48
  1971        90-94             3007.55         1032.77         4040.31
  1971        95-99              500.17          172.22          672.39
  1971       100-104              34.98           12.12           47.10
  1971       105-109               0.00            0.00            0.00
  1971       110+                  0.00            0.00            0.00
  1972           0             34598.75        36213.20        70811.96
  1972         1-4            141010.60       146353.74       287364.34
  1972         5-9            166098.42       174611.56       340709.98
  1972        10-14           168581.59       177498.85       346080.44
  1972        15-19           157416.29       163618.45       321034.73
  1972        20-24           153399.56       154865.33       308264.89
  1972        25-29           141820.24       146076.37       287896.61
  1972        30-34           114544.16       122087.43       236631.60
  1972        35-39           104092.02       109190.69       213282.71
  1972        40-44           105397.37       112737.68       218135.05
  1972        45-49           108953.35       113688.91       222642.26
  1972        50-54            97491.98        97779.56       195271.55
  1972        55-59            86083.77        83335.01       169418.78
  1972        60-64            76742.90        71164.34       147907.24
  1972        65-69            62527.00        54667.68       117194.68
  1972        70-74            50669.44        37397.89        88067.33
  1972        75-79            37092.34        21633.10        58725.44
  1972        80-84            24121.45        12227.92        36349.37
  1972        85-89            10234.60         4380.88        14615.48
  1972        90-94             3158.82         1035.39         4194.22
  1972        95-99              530.96          174.36          705.32
  1972       100-104              40.34           14.13           54.47
  1972       105-109               0.19            0.00            0.19
  1972       110+                  0.00            0.00            0.00
  1973           0             32678.91        34439.39        67118.30
  1973         1-4            141649.56       146875.29       288524.85
  1973         5-9            166894.92       174818.26       341713.18
  1973        10-14           169490.63       179259.34       348749.98
