"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"20 years"	"20"	"Male"	"M"	"2019"	"2019"	32824
	"20 years"	"20"	"Male"	"M"	"2020"	"2020"	33958
	"21 years"	"21"	"Female"	"F"	"2011"	"2011"	32634
	"21 years"	"21"	"Female"	"F"	"2012"	"2012"	33512
	"21 years"	"21"	"Female"	"F"	"2013"	"2013"	33975
	"21 years"	"21"	"Female"	"F"	"2014"	"2014"	33278
	"21 years"	"21"	"Female"	"F"	"2015"	"2015"	32664
	"21 years"	"21"	"Female"	"F"	"2016"	"2016"	31862
	"21 years"	"21"	"Female"	"F"	"2017"	"2017"	31106
	"21 years"	"21"	"Female"	"F"	"2018"	"2018"	31373
	"21 years"	"21"	"Female"	"F"	"2019"	"2019"	31904
	"21 years"	"21"	"Female"	"F"	"2020"	"2020"	31831
	"21 years"	"21"	"Male"	"M"	"2011"	"2011"	35976
	"21 years"	"21"	"Male"	"M"	"2012"	"2012"	36669
	"21 years"	"21"	"Male"	"M"	"2013"	"2013"	36804
	"21 years"	"21"	"Male"	"M"	"2014"	"2014"	35348
	"21 years"	"21"	"Male"	"M"	"2015"	"2015"	34069
	"21 years"	"21"	"Male"	"M"	"2016"	"2016"	33420
	"21 years"	"21"	"Male"	"M"	"2017"	"2017"	32828
	"21 years"	"21"	"Male"	"M"	"2018"	"2018"	32673
	"21 years"	"21"	"Male"	"M"	"2019"	"2019"	32863
	"21 years"	"21"	"Male"	"M"	"2020"	"2020"	32828
	"22 years"	"22"	"Female"	"F"	"2011"	"2011"	30785
	"22 years"	"22"	"Female"	"F"	"2012"	"2012"	32680
	"22 years"	"22"	"Female"	"F"	"2013"	"2013"	33563
	"22 years"	"22"	"Female"	"F"	"2014"	"2014"	34064
	"22 years"	"22"	"Female"	"F"	"2015"	"2015"	33388
	"22 years"	"22"	"Female"	"F"	"2016"	"2016"	32769
	"22 years"	"22"	"Female"	"F"	"2017"	"2017"	31925
	"22 years"	"22"	"Female"	"F"	"2018"	"2018"	31172
	"22 years"	"22"	"Female"	"F"	"2019"	"2019"	31416
	"22 years"	"22"	"Female"	"F"	"2020"	"2020"	31939
	"22 years"	"22"	"Male"	"M"	"2011"	"2011"	34312
	"22 years"	"22"	"Male"	"M"	"2012"	"2012"	36112
	"22 years"	"22"	"Male"	"M"	"2013"	"2013"	36798
	"22 years"	"22"	"Male"	"M"	"2014"	"2014"	36852
	"22 years"	"22"	"Male"	"M"	"2015"	"2015"	35451
	"22 years"	"22"	"Male"	"M"	"2016"	"2016"	34146
	"22 years"	"22"	"Male"	"M"	"2017"	"2017"	33463
	"22 years"	"22"	"Male"	"M"	"2018"	"2018"	32839
	"22 years"	"22"	"Male"	"M"	"2019"	"2019"	32675
	"22 years"	"22"	"Male"	"M"	"2020"	"2020"	32852
	"23 years"	"23"	"Female"	"F"	"2011"	"2011"	30054
	"23 years"	"23"	"Female"	"F"	"2012"	"2012"	30854
	"23 years"	"23"	"Female"	"F"	"2013"	"2013"	32718
	"23 years"	"23"	"Female"	"F"	"2014"	"2014"	33614
	"23 years"	"23"	"Female"	"F"	"2015"	"2015"	34142
	"23 years"	"23"	"Female"	"F"	"2016"	"2016"	33486
	"23 years"	"23"	"Female"	"F"	"2017"	"2017"	32850
	"23 years"	"23"	"Female"	"F"	"2018"	"2018"	31991
	"23 years"	"23"	"Female"	"F"	"2019"	"2019"	31229
	"23 years"	"23"	"Female"	"F"	"2020"	"2020"	31458
	"23 years"	"23"	"Male"	"M"	"2011"	"2011"	33593
	"23 years"	"23"	"Male"	"M"	"2012"	"2012"	34477
	"23 years"	"23"	"Male"	"M"	"2013"	"2013"	36197
	"23 years"	"23"	"Male"	"M"	"2014"	"2014"	36891
	"23 years"	"23"	"Male"	"M"	"2015"	"2015"	36965
	"23 years"	"23"	"Male"	"M"	"2016"	"2016"	35522
	"23 years"	"23"	"Male"	"M"	"2017"	"2017"	34190
	"23 years"	"23"	"Male"	"M"	"2018"	"2018"	33473
	"23 years"	"23"	"Male"	"M"	"2019"	"2019"	32843
	"23 years"	"23"	"Male"	"M"	"2020"	"2020"	32665
	"24 years"	"24"	"Female"	"F"	"2011"	"2011"	29078
	"24 years"	"24"	"Female"	"F"	"2012"	"2012"	30112
	"24 years"	"24"	"Female"	"F"	"2013"	"2013"	30873
	"24 years"	"24"	"Female"	"F"	"2014"	"2014"	32773
	"24 years"	"24"	"Female"	"F"	"2015"	"2015"	33676
	"24 years"	"24"	"Female"	"F"	"2016"	"2016"	34220
	"24 years"	"24"	"Female"	"F"	"2017"	"2017"	33557
	"24 years"	"24"	"Female"	"F"	"2018"	"2018"	32898
	"24 years"	"24"	"Female"	"F"	"2019"	"2019"	32037
	"24 years"	"24"	"Female"	"F"	"2020"	"2020"	31261
	"24 years"	"24"	"Male"	"M"	"2011"	"2011"	32753
	"24 years"	"24"	"Male"	"M"	"2012"	"2012"	33747
	"24 years"	"24"	"Male"	"M"	"2013"	"2013"	34560
	"24 years"	"24"	"Male"	"M"	"2014"	"2014"	36237
	"24 years"	"24"	"Male"	"M"	"2015"	"2015"	36954
	"24 years"	"24"	"Male"	"M"	"2016"	"2016"	36998
	"24 years"	"24"	"Male"	"M"	"2017"	"2017"	35544
	"24 years"	"24"	"Male"	"M"	"2018"	"2018"	34171
	"24 years"	"24"	"Male"	"M"	"2019"	"2019"	33456
	"24 years"	"24"	"Male"	"M"	"2020"	"2020"	32817
	"25 years"	"25"	"Female"	"F"	"2011"	"2011"	29203
	"25 years"	"25"	"Female"	"F"	"2012"	"2012"	29134
	"25 years"	"25"	"Female"	"F"	"2013"	"2013"	30183
	"25 years"	"25"	"Female"	"F"	"2014"	"2014"	30913
	"25 years"	"25"	"Female"	"F"	"2015"	"2015"	32863
	"25 years"	"25"	"Female"	"F"	"2016"	"2016"	33737
	"25 years"	"25"	"Female"	"F"	"2017"	"2017"	34262
	"25 years"	"25"	"Female"	"F"	"2018"	"2018"	33614
	"25 years"	"25"	"Female"	"F"	"2019"	"2019"	32927
	"25 years"	"25"	"Female"	"F"	"2020"	"2020"	32060
	"25 years"	"25"	"Male"	"M"	"2011"	"2011"	32528
	"25 years"	"25"	"Male"	"M"	"2012"	"2012"	32806
	"25 years"	"25"	"Male"	"M"	"2013"	"2013"	33824
	"25 years"	"25"	"Male"	"M"	"2014"	"2014"	34635
	"25 years"	"25"	"Male"	"M"	"2015"	"2015"	36262
	"25 years"	"25"	"Male"	"M"	"2016"	"2016"	36954
	"25 years"	"25"	"Male"	"M"	"2017"	"2017"	36992
	"25 years"	"25"	"Male"	"M"	"2018"	"2018"	35533
	"25 years"	"25"	"Male"	"M"	"2019"	"2019"	34138
	"25 years"	"25"	"Male"	"M"	"2020"	"2020"	33422
	"26 years"	"26"	"Female"	"F"	"2011"	"2011"	29167
	"26 years"	"26"	"Female"	"F"	"2012"	"2012"	29226
	"26 years"	"26"	"Female"	"F"	"2013"	"2013"	29192
	"26 years"	"26"	"Female"	"F"	"2014"	"2014"	30255
	"26 years"	"26"	"Female"	"F"	"2015"	"2015"	30974
	"26 years"	"26"	"Female"	"F"	"2016"	"2016"	32934
	"26 years"	"26"	"Female"	"F"	"2017"	"2017"	33795
	"26 years"	"26"	"Female"	"F"	"2018"	"2018"	34322
	"26 years"	"26"	"Female"	"F"	"2019"	"2019"	33648
	"26 years"	"26"	"Female"	"F"	"2020"	"2020"	32954
	"26 years"	"26"	"Male"	"M"	"2011"	"2011"	32152
	"26 years"	"26"	"Male"	"M"	"2012"	"2012"	32546
	"26 years"	"26"	"Male"	"M"	"2013"	"2013"	32788
	"26 years"	"26"	"Male"	"M"	"2014"	"2014"	33867
	"26 years"	"26"	"Male"	"M"	"2015"	"2015"	34680
	"26 years"	"26"	"Male"	"M"	"2016"	"2016"	36317
	"26 years"	"26"	"Male"	"M"	"2017"	"2017"	36960
	"26 years"	"26"	"Male"	"M"	"2018"	"2018"	36972
	"26 years"	"26"	"Male"	"M"	"2019"	"2019"	35518
	"26 years"	"26"	"Male"	"M"	"2020"	"2020"	34110
	"27 years"	"27"	"Female"	"F"	"2011"	"2011"	28467
	"27 years"	"27"	"Female"	"F"	"2012"	"2012"	29231
	"27 years"	"27"	"Female"	"F"	"2013"	"2013"	29255
	"27 years"	"27"	"Female"	"F"	"2014"	"2014"	29231
	"27 years"	"27"	"Female"	"F"	"2015"	"2015"	30293
	"27 years"	"27"	"Female"	"F"	"2016"	"2016"	31048
	"27 years"	"27"	"Female"	"F"	"2017"	"2017"	32997
	"27 years"	"27"	"Female"	"F"	"2018"	"2018"	33828
	"27 years"	"27"	"Female"	"F"	"2019"	"2019"	34357
	"27 years"	"27"	"Female"	"F"	"2020"	"2020"	33677
	"27 years"	"27"	"Male"	"M"	"2011"	"2011"	31257
	"27 years"	"27"	"Male"	"M"	"2012"	"2012"	32120
	"27 years"	"27"	"Male"	"M"	"2013"	"2013"	32543
	"27 years"	"27"	"Male"	"M"	"2014"	"2014"	32775
	"27 years"	"27"	"Male"	"M"	"2015"	"2015"	33964
	"27 years"	"27"	"Male"	"M"	"2016"	"2016"	34727
	"27 years"	"27"	"Male"	"M"	"2017"	"2017"	36346
	"27 years"	"27"	"Male"	"M"	"2018"	"2018"	36939
	"27 years"	"27"	"Male"	"M"	"2019"	"2019"	36950
	"27 years"	"27"	"Male"	"M"	"2020"	"2020"	35496
	"28 years"	"28"	"Female"	"F"	"2011"	"2011"	29051
	"28 years"	"28"	"Female"	"F"	"2012"	"2012"	28511
	"28 years"	"28"	"Female"	"F"	"2013"	"2013"	29267
	"28 years"	"28"	"Female"	"F"	"2014"	"2014"	29277
	"28 years"	"28"	"Female"	"F"	"2015"	"2015"	29291
	"28 years"	"28"	"Female"	"F"	"2016"	"2016"	30350
	"28 years"	"28"	"Female"	"F"	"2017"	"2017"	31104
	"28 years"	"28"	"Female"	"F"	"2018"	"2018"	33040
	"28 years"	"28"	"Female"	"F"	"2019"	"2019"	33858
	"28 years"	"28"	"Female"	"F"	"2020"	"2020"	34379
	"28 years"	"28"	"Male"	"M"	"2011"	"2011"	31790
	"28 years"	"28"	"Male"	"M"	"2012"	"2012"	31254
	"28 years"	"28"	"Male"	"M"	"2013"	"2013"	32094
	"28 years"	"28"	"Male"	"M"	"2014"	"2014"	32529
	"28 years"	"28"	"Male"	"M"	"2015"	"2015"	32833
	"28 years"	"28"	"Male"	"M"	"2016"	"2016"	33985
	"28 years"	"28"	"Male"	"M"	"2017"	"2017"	34684
	"28 years"	"28"	"Male"	"M"	"2018"	"2018"	36277
	"28 years"	"28"	"Male"	"M"	"2019"	"2019"	36873
	"28 years"	"28"	"Male"	"M"	"2020"	"2020"	36888
	"29 years"	"29"	"Female"	"F"	"2011"	"2011"	28447
	"29 years"	"29"	"Female"	"F"	"2012"	"2012"	29078
	"29 years"	"29"	"Female"	"F"	"2013"	"2013"	28556
	"29 years"	"29"	"Female"	"F"	"2014"	"2014"	29301
	"29 years"	"29"	"Female"	"F"	"2015"	"2015"	29330
	"29 years"	"29"	"Female"	"F"	"2016"	"2016"	29361
	"29 years"	"29"	"Female"	"F"	"2017"	"2017"	30415
	"29 years"	"29"	"Female"	"F"	"2018"	"2018"	31132
	"29 years"	"29"	"Female"	"F"	"2019"	"2019"	33069
	"29 years"	"29"	"Female"	"F"	"2020"	"2020"	33878
	"29 years"	"29"	"Male"	"M"	"2011"	"2011"	31115
	"29 years"	"29"	"Male"	"M"	"2012"	"2012"	31811
	"29 years"	"29"	"Male"	"M"	"2013"	"2013"	31254
	"29 years"	"29"	"Male"	"M"	"2014"	"2014"	32067
	"29 years"	"29"	"Male"	"M"	"2015"	"2015"	32576
	"29 years"	"29"	"Male"	"M"	"2016"	"2016"	32847
	"29 years"	"29"	"Male"	"M"	"2017"	"2017"	33948
	"29 years"	"29"	"Male"	"M"	"2018"	"2018"	34631
	"29 years"	"29"	"Male"	"M"	"2019"	"2019"	36198
	"29 years"	"29"	"Male"	"M"	"2020"	"2020"	36793
	"30 years"	"30"	"Female"	"F"	"2011"	"2011"	28427
	"30 years"	"30"	"Female"	"F"	"2012"	"2012"	28458
	"30 years"	"30"	"Female"	"F"	"2013"	"2013"	29107
	"30 years"	"30"	"Female"	"F"	"2014"	"2014"	28591
	"30 years"	"30"	"Female"	"F"	"2015"	"2015"	29328
	"30 years"	"30"	"Female"	"F"	"2016"	"2016"	29344
	"30 years"	"30"	"Female"	"F"	"2017"	"2017"	29409
	"30 years"	"30"	"Female"	"F"	"2018"	"2018"	30445
	"30 years"	"30"	"Female"	"F"	"2019"	"2019"	31147
	"30 years"	"30"	"Female"	"F"	"2020"	"2020"	33073
	"30 years"	"30"	"Male"	"M"	"2011"	"2011"	30328
	"30 years"	"30"	"Male"	"M"	"2012"	"2012"	31132
	"30 years"	"30"	"Male"	"M"	"2013"	"2013"	31806
	"30 years"	"30"	"Male"	"M"	"2014"	"2014"	31257
	"30 years"	"30"	"Male"	"M"	"2015"	"2015"	32069
	"30 years"	"30"	"Male"	"M"	"2016"	"2016"	32620
	"30 years"	"30"	"Male"	"M"	"2017"	"2017"	32817
	"30 years"	"30"	"Male"	"M"	"2018"	"2018"	33925
	"30 years"	"30"	"Male"	"M"	"2019"	"2019"	34579
	"30 years"	"30"	"Male"	"M"	"2020"	"2020"	36138
	"31 years"	"31"	"Female"	"F"	"2011"	"2011"	28802
	"31 years"	"31"	"Female"	"F"	"2012"	"2012"	28422
	"31 years"	"31"	"Female"	"F"	"2013"	"2013"	28444
	"31 years"	"31"	"Female"	"F"	"2014"	"2014"	29120
	"31 years"	"31"	"Female"	"F"	"2015"	"2015"	28614
	"31 years"	"31"	"Female"	"F"	"2016"	"2016"	29357
	"31 years"	"31"	"Female"	"F"	"2017"	"2017"	29379
	"31 years"	"31"	"Female"	"F"	"2018"	"2018"	29443
	"31 years"	"31"	"Female"	"F"	"2019"	"2019"	30465
	"31 years"	"31"	"Female"	"F"	"2020"	"2020"	31161
	"31 years"	"31"	"Male"	"M"	"2011"	"2011"	31390
	"31 years"	"31"	"Male"	"M"	"2012"	"2012"	30316
	"31 years"	"31"	"Male"	"M"	"2013"	"2013"	31129
	"31 years"	"31"	"Male"	"M"	"2014"	"2014"	31776
	"31 years"	"31"	"Male"	"M"	"2015"	"2015"	31293
	"31 years"	"31"	"Male"	"M"	"2016"	"2016"	32066
	"31 years"	"31"	"Male"	"M"	"2017"	"2017"	32603
	"31 years"	"31"	"Male"	"M"	"2018"	"2018"	32767
	"31 years"	"31"	"Male"	"M"	"2019"	"2019"	33876
	"31 years"	"31"	"Male"	"M"	"2020"	"2020"	34520
	"32 years"	"32"	"Female"	"F"	"2011"	"2011"	26596
	"32 years"	"32"	"Female"	"F"	"2012"	"2012"	28794
	"32 years"	"32"	"Female"	"F"	"2013"	"2013"	28417
	"32 years"	"32"	"Female"	"F"	"2014"	"2014"	28472
	"32 years"	"32"	"Female"	"F"	"2015"	"2015"	29152
	"32 years"	"32"	"Female"	"F"	"2016"	"2016"	28667
	"32 years"	"32"	"Female"	"F"	"2017"	"2017"	29390
	"32 years"	"32"	"Female"	"F"	"2018"	"2018"	29404
	"32 years"	"32"	"Female"	"F"	"2019"	"2019"	29453
	"32 years"	"32"	"Female"	"F"	"2020"	"2020"	30469
	"32 years"	"32"	"Male"	"M"	"2011"	"2011"	28926
	"32 years"	"32"	"Male"	"M"	"2012"	"2012"	31336
	"32 years"	"32"	"Male"	"M"	"2013"	"2013"	30295
	"32 years"	"32"	"Male"	"M"	"2014"	"2014"	31133
	"32 years"	"32"	"Male"	"M"	"2015"	"2015"	31788
	"32 years"	"32"	"Male"	"M"	"2016"	"2016"	31283
	"32 years"	"32"	"Male"	"M"	"2017"	"2017"	32009
	"32 years"	"32"	"Male"	"M"	"2018"	"2018"	32546
	"32 years"	"32"	"Male"	"M"	"2019"	"2019"	32704
	"32 years"	"32"	"Male"	"M"	"2020"	"2020"	33814
	"33 years"	"33"	"Female"	"F"	"2011"	"2011"	26473
	"33 years"	"33"	"Female"	"F"	"2012"	"2012"	26601
	"33 years"	"33"	"Female"	"F"	"2013"	"2013"	28769
	"33 years"	"33"	"Female"	"F"	"2014"	"2014"	28423
	"33 years"	"33"	"Female"	"F"	"2015"	"2015"	28487
	"33 years"	"33"	"Female"	"F"	"2016"	"2016"	29201
	"33 years"	"33"	"Female"	"F"	"2017"	"2017"	28683
	"33 years"	"33"	"Female"	"F"	"2018"	"2018"	29408
	"33 years"	"33"	"Female"	"F"	"2019"	"2019"	29404
	"33 years"	"33"	"Female"	"F"	"2020"	"2020"	29451
	"33 years"	"33"	"Male"	"M"	"2011"	"2011"	28053
	"33 years"	"33"	"Male"	"M"	"2012"	"2012"	28862
	"33 years"	"33"	"Male"	"M"	"2013"	"2013"	31298
	"33 years"	"33"	"Male"	"M"	"2014"	"2014"	30260
	"33 years"	"33"	"Male"	"M"	"2015"	"2015"	31134
	"33 years"	"33"	"Male"	"M"	"2016"	"2016"	31745
	"33 years"	"33"	"Male"	"M"	"2017"	"2017"	31212
	"33 years"	"33"	"Male"	"M"	"2018"	"2018"	31919
	"33 years"	"33"	"Male"	"M"	"2019"	"2019"	32443
	"33 years"	"33"	"Male"	"M"	"2020"	"2020"	32614
	"34 years"	"34"	"Female"	"F"	"2011"	"2011"	26194
	"34 years"	"34"	"Female"	"F"	"2012"	"2012"	26477
	"34 years"	"34"	"Female"	"F"	"2013"	"2013"	26592
	"34 years"	"34"	"Female"	"F"	"2014"	"2014"	28768
	"34 years"	"34"	"Female"	"F"	"2015"	"2015"	28429
	"34 years"	"34"	"Female"	"F"	"2016"	"2016"	28512
	"34 years"	"34"	"Female"	"F"	"2017"	"2017"	29217
	"34 years"	"34"	"Female"	"F"	"2018"	"2018"	28692
	"34 years"	"34"	"Female"	"F"	"2019"	"2019"	29395
	"34 years"	"34"	"Female"	"F"	"2020"	"2020"	29388
	"34 years"	"34"	"Male"	"M"	"2011"	"2011"	28067
	"34 years"	"34"	"Male"	"M"	"2012"	"2012"	28007
	"34 years"	"34"	"Male"	"M"	"2013"	"2013"	28803
	"34 years"	"34"	"Male"	"M"	"2014"	"2014"	31216
	"34 years"	"34"	"Male"	"M"	"2015"	"2015"	30226
	"34 years"	"34"	"Male"	"M"	"2016"	"2016"	31082
	"34 years"	"34"	"Male"	"M"	"2017"	"2017"	31650
	"34 years"	"34"	"Male"	"M"	"2018"	"2018"	31102
	"34 years"	"34"	"Male"	"M"	"2019"	"2019"	31807
	"34 years"	"34"	"Male"	"M"	"2020"	"2020"	32341
	"35 years"	"35"	"Female"	"F"	"2011"	"2011"	25307
	"35 years"	"35"	"Female"	"F"	"2012"	"2012"	26209
	"35 years"	"35"	"Female"	"F"	"2013"	"2013"	26476
	"35 years"	"35"	"Female"	"F"	"2014"	"2014"	26594
	"35 years"	"35"	"Female"	"F"	"2015"	"2015"	28766
	"35 years"	"35"	"Female"	"F"	"2016"	"2016"	28447
	"35 years"	"35"	"Female"	"F"	"2017"	"2017"	28523
	"35 years"	"35"	"Female"	"F"	"2018"	"2018"	29227
	"35 years"	"35"	"Female"	"F"	"2019"	"2019"	28679
	"35 years"	"35"	"Female"	"F"	"2020"	"2020"	29377
	"35 years"	"35"	"Male"	"M"	"2011"	"2011"	27094
	"35 years"	"35"	"Male"	"M"	"2012"	"2012"	28041
	"35 years"	"35"	"Male"	"M"	"2013"	"2013"	27981
	"35 years"	"35"	"Male"	"M"	"2014"	"2014"	28742
	"35 years"	"35"	"Male"	"M"	"2015"	"2015"	31167
	"35 years"	"35"	"Male"	"M"	"2016"	"2016"	30181
	"35 years"	"35"	"Male"	"M"	"2017"	"2017"	31022
	"35 years"	"35"	"Male"	"M"	"2018"	"2018"	31569
	"35 years"	"35"	"Male"	"M"	"2019"	"2019"	31008
	"35 years"	"35"	"Male"	"M"	"2020"	"2020"	31713
	"36 years"	"36"	"Female"	"F"	"2011"	"2011"	25825
	"36 years"	"36"	"Female"	"F"	"2012"	"2012"	25299
	"36 years"	"36"	"Female"	"F"	"2013"	"2013"	26205
	"36 years"	"36"	"Female"	"F"	"2014"	"2014"	26471
	"36 years"	"36"	"Female"	"F"	"2015"	"2015"	26603
	"36 years"	"36"	"Female"	"F"	"2016"	"2016"	28775
	"36 years"	"36"	"Female"	"F"	"2017"	"2017"	28454
	"36 years"	"36"	"Female"	"F"	"2018"	"2018"	28522
	"36 years"	"36"	"Female"	"F"	"2019"	"2019"	29214
	"36 years"	"36"	"Female"	"F"	"2020"	"2020"	28665
	"36 years"	"36"	"Male"	"M"	"2011"	"2011"	27176
	"36 years"	"36"	"Male"	"M"	"2012"	"2012"	27040
	"36 years"	"36"	"Male"	"M"	"2013"	"2013"	27989
	"36 years"	"36"	"Male"	"M"	"2014"	"2014"	27911
	"36 years"	"36"	"Male"	"M"	"2015"	"2015"	28683
	"36 years"	"36"	"Male"	"M"	"2016"	"2016"	31124
	"36 years"	"36"	"Male"	"M"	"2017"	"2017"	30104
	"36 years"	"36"	"Male"	"M"	"2018"	"2018"	30941
	"36 years"	"36"	"Male"	"M"	"2019"	"2019"	31454
	"36 years"	"36"	"Male"	"M"	"2020"	"2020"	30901
	"37 years"	"37"	"Female"	"F"	"2011"	"2011"	24849
	"37 years"	"37"	"Female"	"F"	"2012"	"2012"	25781
	"37 years"	"37"	"Female"	"F"	"2013"	"2013"	25289
	"37 years"	"37"	"Female"	"F"	"2014"	"2014"	26194
	"37 years"	"37"	"Female"	"F"	"2015"	"2015"	26475
	"37 years"	"37"	"Female"	"F"	"2016"	"2016"	26593
	"37 years"	"37"	"Female"	"F"	"2017"	"2017"	28757
	"37 years"	"37"	"Female"	"F"	"2018"	"2018"	28439
	"37 years"	"37"	"Female"	"F"	"2019"	"2019"	28495
	"37 years"	"37"	"Female"	"F"	"2020"	"2020"	29193
	"37 years"	"37"	"Male"	"M"	"2011"	"2011"	26417
	"37 years"	"37"	"Male"	"M"	"2012"	"2012"	27147
	"37 years"	"37"	"Male"	"M"	"2013"	"2013"	26986
	"37 years"	"37"	"Male"	"M"	"2014"	"2014"	27919
	"37 years"	"37"	"Male"	"M"	"2015"	"2015"	27868
	"37 years"	"37"	"Male"	"M"	"2016"	"2016"	28653
	"37 years"	"37"	"Male"	"M"	"2017"	"2017"	31055
	"37 years"	"37"	"Male"	"M"	"2018"	"2018"	30014
	"37 years"	"37"	"Male"	"M"	"2019"	"2019"	30846
	"37 years"	"37"	"Male"	"M"	"2020"	"2020"	31361
	"38 years"	"38"	"Female"	"F"	"2011"	"2011"	25203
	"38 years"	"38"	"Female"	"F"	"2012"	"2012"	24818
	"38 years"	"38"	"Female"	"F"	"2013"	"2013"	25758
	"38 years"	"38"	"Female"	"F"	"2014"	"2014"	25267
	"38 years"	"38"	"Female"	"F"	"2015"	"2015"	26185
	"38 years"	"38"	"Female"	"F"	"2016"	"2016"	26462
	"38 years"	"38"	"Female"	"F"	"2017"	"2017"	26572
	"38 years"	"38"	"Female"	"F"	"2018"	"2018"	28728
	"38 years"	"38"	"Female"	"F"	"2019"	"2019"	28406
	"38 years"	"38"	"Female"	"F"	"2020"	"2020"	28460
	"38 years"	"38"	"Male"	"M"	"2011"	"2011"	26128
	"38 years"	"38"	"Male"	"M"	"2012"	"2012"	26364
	"38 years"	"38"	"Male"	"M"	"2013"	"2013"	27079
	"38 years"	"38"	"Male"	"M"	"2014"	"2014"	26938
	"38 years"	"38"	"Male"	"M"	"2015"	"2015"	27871
	"38 years"	"38"	"Male"	"M"	"2016"	"2016"	27818
	"38 years"	"38"	"Male"	"M"	"2017"	"2017"	28594
	"38 years"	"38"	"Male"	"M"	"2018"	"2018"	30992
	"38 years"	"38"	"Male"	"M"	"2019"	"2019"	29946
	"38 years"	"38"	"Male"	"M"	"2020"	"2020"	30777
	"39 years"	"39"	"Female"	"F"	"2011"	"2011"	25212
	"39 years"	"39"	"Female"	"F"	"2012"	"2012"	25172
	"39 years"	"39"	"Female"	"F"	"2013"	"2013"	24789
	"39 years"	"39"	"Female"	"F"	"2014"	"2014"	25721
	"39 years"	"39"	"Female"	"F"	"2015"	"2015"	25251
	"39 years"	"39"	"Female"	"F"	"2016"	"2016"	26171
	"39 years"	"39"	"Female"	"F"	"2017"	"2017"	26447
	"39 years"	"39"	"Female"	"F"	"2018"	"2018"	26548
	"39 years"	"39"	"Female"	"F"	"2019"	"2019"	28687
	"39 years"	"39"	"Female"	"F"	"2020"	"2020"	28377
	"39 years"	"39"	"Male"	"M"	"2011"	"2011"	26602
	"39 years"	"39"	"Male"	"M"	"2012"	"2012"	26050
	"39 years"	"39"	"Male"	"M"	"2013"	"2013"	26306
	"39 years"	"39"	"Male"	"M"	"2014"	"2014"	27010
	"39 years"	"39"	"Male"	"M"	"2015"	"2015"	26875
	"39 years"	"39"	"Male"	"M"	"2016"	"2016"	27805
	"39 years"	"39"	"Male"	"M"	"2017"	"2017"	27745
	"39 years"	"39"	"Male"	"M"	"2018"	"2018"	28503
	"39 years"	"39"	"Male"	"M"	"2019"	"2019"	30897
	"39 years"	"39"	"Male"	"M"	"2020"	"2020"	29851
	"40 years"	"40"	"Female"	"F"	"2011"	"2011"	26122
	"40 years"	"40"	"Female"	"F"	"2012"	"2012"	25182
	"40 years"	"40"	"Female"	"F"	"2013"	"2013"	25147
	"40 years"	"40"	"Female"	"F"	"2014"	"2014"	24764
	"40 years"	"40"	"Female"	"F"	"2015"	"2015"	25692
	"40 years"	"40"	"Female"	"F"	"2016"	"2016"	25230
	"40 years"	"40"	"Female"	"F"	"2017"	"2017"	26137
	"40 years"	"40"	"Female"	"F"	"2018"	"2018"	26407
	"40 years"	"40"	"Female"	"F"	"2019"	"2019"	26508
	"40 years"	"40"	"Female"	"F"	"2020"	"2020"	28648
	"40 years"	"40"	"Male"	"M"	"2011"	"2011"	27023
	"40 years"	"40"	"Male"	"M"	"2012"	"2012"	26526
	"40 years"	"40"	"Male"	"M"	"2013"	"2013"	25965
	"40 years"	"40"	"Male"	"M"	"2014"	"2014"	26238
	"40 years"	"40"	"Male"	"M"	"2015"	"2015"	26938
	"40 years"	"40"	"Male"	"M"	"2016"	"2016"	26794
	"40 years"	"40"	"Male"	"M"	"2017"	"2017"	27686
	"40 years"	"40"	"Male"	"M"	"2018"	"2018"	27637
	"40 years"	"40"	"Male"	"M"	"2019"	"2019"	28388
	"40 years"	"40"	"Male"	"M"	"2020"	"2020"	30777
	"41 years"	"41"	"Female"	"F"	"2011"	"2011"	25939
	"41 years"	"41"	"Female"	"F"	"2012"	"2012"	26084
	"41 years"	"41"	"Female"	"F"	"2013"	"2013"	25157
	"41 years"	"41"	"Female"	"F"	"2014"	"2014"	25114
	"41 years"	"41"	"Female"	"F"	"2015"	"2015"	24730
	"41 years"	"41"	"Female"	"F"	"2016"	"2016"	25649
	"41 years"	"41"	"Female"	"F"	"2017"	"2017"	25186
	"41 years"	"41"	"Female"	"F"	"2018"	"2018"	26078
	"41 years"	"41"	"Female"	"F"	"2019"	"2019"	26356
	"41 years"	"41"	"Female"	"F"	"2020"	"2020"	26463
	"41 years"	"41"	"Male"	"M"	"2011"	"2011"	27149
	"41 years"	"41"	"Male"	"M"	"2012"	"2012"	26939
	"41 years"	"41"	"Male"	"M"	"2013"	"2013"	26429
	"41 years"	"41"	"Male"	"M"	"2014"	"2014"	25874
	"41 years"	"41"	"Male"	"M"	"2015"	"2015"	26175
	"41 years"	"41"	"Male"	"M"	"2016"	"2016"	26866
	"41 years"	"41"	"Male"	"M"	"2017"	"2017"	26697
	"41 years"	"41"	"Male"	"M"	"2018"	"2018"	27576
	"41 years"	"41"	"Male"	"M"	"2019"	"2019"	27512
