WA, Exposure to risk (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971           0             10996.94        11581.81        22578.75
  1971         1-4             41776.93        43966.62        85743.55
  1971         5-9             51662.76        54494.02       106156.77
  1971        10-14            51939.06        54905.52       106844.58
  1971        15-19            47413.85        49385.42        96799.26
  1971        20-24            45789.23        49760.14        95549.38
  1971        25-29            38828.46        44537.96        83366.42
  1971        30-34            33566.72        36952.24        70518.96
  1971        35-39            30166.73        32838.75        63005.47
  1971        40-44            29865.50        33449.95        63315.45
  1971        45-49            28180.65        30968.05        59148.69
  1971        50-54            23770.65        24345.91        48116.56
  1971        55-59            22606.87        22550.45        45157.32
  1971        60-64            19670.50        19287.60        38958.10
  1971        65-69            15830.50        15703.64        31534.13
  1971        70-74            11836.13        10097.97        21934.10
  1971        75-79             7875.98         5339.14        13215.12
  1971        80-84             5054.71         2941.66         7996.37
  1971        85-89             2239.54         1116.26         3355.81
  1971        90-94              744.20          281.68         1025.88
  1971        95-99              143.30           51.95          195.25
  1971       100-104              13.15            0.77           13.92
  1971       105-109               0.00            0.00            0.00
  1971       110+                  0.00            0.00            0.00
  1972           0             10705.65        11342.95        22048.60
  1972         1-4             43154.80        45439.65        88594.45
  1972         5-9             51251.60        54084.70       105336.29
  1972        10-14            53096.52        56297.60       109394.12
  1972        15-19            48962.59        50967.16        99929.76
  1972        20-24            46374.15        49451.35        95825.50
  1972        25-29            42003.64        47855.24        89858.88
  1972        30-34            34772.67        38512.51        73285.18
  1972        35-39            31051.22        33459.35        64510.57
  1972        40-44            29953.20        33438.20        63391.40
  1972        45-49            28549.39        31736.36        60285.75
  1972        50-54            25249.06        26093.32        51342.37
  1972        55-59            22698.92        22345.27        45044.19
  1972        60-64            20349.66        19762.45        40112.11
  1972        65-69            16614.24        16075.78        32690.02
  1972        70-74            12642.99        11046.91        23689.90
  1972        75-79             8048.55         5432.53        13481.09
  1972        80-84             5250.64         2952.98         8203.62
  1972        85-89             2340.53         1122.18         3462.71
  1972        90-94              773.01          286.63         1059.64
  1972        95-99              139.77           48.98          188.75
  1972       100-104              13.03            1.56           14.59
  1972       105-109               0.00            0.00            0.00
  1972       110+                  0.00            0.00            0.00
  1973           0             10076.20        10631.96        20708.16
  1973         1-4             43865.44        46260.55        90125.99
  1973         5-9             51427.60        54430.13       105857.73
  1973        10-14            53704.53        57283.56       110988.08
  1973        15-19            50190.09        52231.60       102421.69
  1973        20-24            47340.08        49849.82        97189.90
  1973        25-29            44401.62        50172.25        94573.87
  1973        30-34            35967.14        39856.49        75823.62
  1973        35-39            32212.22        34623.36        66835.58
  1973        40-44            29851.69        33187.10        63038.79
  1973        45-49            28983.45        32294.87        61278.32
  1973        50-54            26461.00        27736.95        54197.95
  1973        55-59            22541.04        21832.99        44374.03
  1973        60-64            20903.76        20305.83        41209.60
  1973        65-69            17306.55        16326.85        33633.40
  1973        70-74            13311.73        11753.90        25065.63
  1973        75-79             8257.74         5646.10        13903.84
  1973        80-84             5431.87         2977.01         8408.88
  1973        85-89             2454.92         1142.12         3597.04
  1973        90-94              824.70          291.29         1115.99
  1973        95-99              141.12           47.26          188.38
  1973       100-104              12.26            2.09           14.36
  1973       105-109               0.00            0.00            0.00
  1973       110+                  0.00            0.00            0.00
  1974           0              9918.35        10377.49        20295.84
  1974         1-4             43956.29        46381.44        90337.73
  1974         5-9             52491.66        55777.70       108269.36
  1974        10-14            54013.01        57689.06       111702.07
  1974        15-19            51435.57        53681.16       105116.73
  1974        20-24            48983.63        51133.37       100117.00
  1974        25-29            46767.63        52237.54        99005.17
  1974        30-34            37692.18        41633.03        79325.21
  1974        35-39            33635.22        36308.46        69943.68
  1974        40-44            29746.60        33040.10        62786.70
  1974        45-49            29633.39        32842.98        62476.37
  1974        50-54            27282.69        28897.11        56179.80
  1974        55-59            22658.42        21824.06        44482.48
  1974        60-64            21606.13        20893.18        42499.31
  1974        65-69            17877.04        16584.38        34461.41
  1974        70-74            13790.70        12191.98        25982.68
  1974        75-79             8785.75         6083.03        14868.78
  1974        80-84             5612.03         3020.81         8632.84
  1974        85-89             2589.57         1168.54         3758.11
  1974        90-94              860.17          292.58         1152.75
  1974        95-99              156.66           52.17          208.82
  1974       100-104              10.28            1.51           11.78
  1974       105-109               0.00            0.00            0.00
  1974       110+                  0.00            0.00            0.00
  1975           0              9843.20        10316.02        20159.23
  1975         1-4             43324.80        45692.44        89017.24
  1975         5-9             54109.68        57636.75       111746.43
  1975        10-14            53851.52        57427.10       111278.61
  1975        15-19            52595.57        55118.11       107713.68
  1975        20-24            50743.66        52803.86       103547.52
  1975        25-29            49251.72        53971.92       103223.64
  1975        30-34            39084.18        43214.68        82298.86
  1975        35-39            34879.74        37788.49        72668.23
  1975        40-44            29872.63        32918.59        62791.23
  1975        45-49            30209.40        33294.13        63503.52
  1975        50-54            27724.95        29677.03        57401.98
  1975        55-59            23178.86        22633.39        45812.25
  1975        60-64            22344.34        21162.96        43507.30
  1975        65-69            18373.38        16960.11        35333.49
  1975        70-74            14089.58        12475.27        26564.85
  1975        75-79             9568.64         6732.74        16301.38
  1975        80-84             5772.48         3037.21         8809.69
  1975        85-89             2734.78         1200.66         3935.44
  1975        90-94              886.56          304.05         1190.61
  1975        95-99              169.18           49.85          219.03
  1975       100-104              13.50            0.43           13.93
  1975       105-109               0.00            0.00            0.00
  1975       110+                  0.00            0.00            0.00
  1976           0              9942.75        10500.94        20443.69
  1976         1-4             42065.77        44179.39        86245.16
  1976         5-9             56049.14        59565.72       115614.86
  1976        10-14            53802.53        57311.08       111113.62
  1976        15-19            53886.08        56538.57       110424.64
  1976        20-24            52113.62        54234.37       106347.98
  1976        25-29            50789.72        54608.33       105398.05
  1976        30-34            41444.69        45961.32        87406.02
  1976        35-39            36007.13        38916.87        74924.00
  1976        40-44            30652.20        33402.26        64054.47
  1976        45-49            30298.42        33252.40        63550.82
  1976        50-54            28107.53        30479.72        58587.24
  1976        55-59            24052.73        23734.78        47787.51
  1976        60-64            22721.16        21239.37        43960.54
  1976        65-69            19014.80        17376.65        36391.45
  1976        70-74            14520.54        12823.80        27344.34
  1976        75-79            10174.07         7344.76        17518.83
  1976        80-84             5895.59         3068.73         8964.32
  1976        85-89             2880.62         1245.68         4126.30
  1976        90-94              921.82          320.57         1242.39
  1976        95-99              175.35           42.40          217.75
  1976       100-104              18.34            1.38           19.72
  1976       105-109               0.16            0.00            0.16
  1976       110+                  0.00            0.00            0.00
  1977           0             10062.48        10823.98        20886.46
  1977         1-4             41100.79        43070.42        84171.20
  1977         5-9             57505.16        60712.26       118217.42
  1977        10-14            54050.05        57413.58       111463.63
  1977        15-19            55065.10        57838.10       112903.20
  1977        20-24            53051.23        55267.38       108318.61
  1977        25-29            51774.66        54810.91       106585.57
  1977        30-34            44810.17        49548.26        94358.42
  1977        35-39            36971.29        39891.52        76862.80
  1977        40-44            31778.37        34345.88        66124.25
  1977        45-49            30193.45        33036.38        63229.84
  1977        50-54            28513.08        31075.25        59588.33
  1977        55-59            25243.77        25073.39        50317.17
  1977        60-64            22690.94        21080.42        43771.36
  1977        65-69            19736.21        17808.76        37544.97
  1977        70-74            15157.76        13186.88        28344.64
  1977        75-79            10658.35         7902.33        18560.68
  1977        80-84             5999.40         3188.28         9187.68
  1977        85-89             3040.53         1295.58         4336.11
  1977        90-94              970.31          335.87         1306.17
  1977        95-99              194.93           46.37          241.31
  1977       100-104              16.04            2.43           18.46
  1977       105-109               0.18            0.00            0.18
  1977       110+                  0.00            0.00            0.00
  1978           0              9997.21        10692.21        20689.42
  1978         1-4             40645.39        42889.95        83535.33
  1978         5-9             57671.15        60573.65       118244.80
  1978        10-14            54497.54        57833.10       112330.65
  1978        15-19            55888.55        58596.70       114485.25
  1978        20-24            53910.64        56305.93       110216.57
  1978        25-29            52816.16        55407.86       108224.03
  1978        30-34            47367.78        52014.19        99381.96
  1978        35-39            38063.75        41013.47        79077.22
  1978        40-44            32940.46        35361.95        68302.41
  1978        45-49            30101.89        32934.18        63036.07
  1978        50-54            28942.20        31450.32        60392.52
  1978        55-59            26371.85        26586.52        52958.37
  1978        60-64            22438.10        20521.83        42959.93
  1978        65-69            20374.91        18405.86        38780.77
  1978        70-74            15862.75        13487.22        29349.97
  1978        75-79            11194.82         8455.15        19649.97
  1978        80-84             6156.11         3337.81         9493.91
  1978        85-89             3198.30         1353.11         4551.42
  1978        90-94             1046.16          359.00         1405.16
  1978        95-99              212.42           54.20          266.62
  1978       100-104              11.89            2.78           14.66
  1978       105-109               0.00            0.00            0.00
  1978       110+                  0.00            0.00            0.00
  1979           0              9919.93        10397.18        20317.11
  1979         1-4             40428.84        42927.25        83356.09
  1979         5-9             56951.54        59756.57       116708.11
  1979        10-14            55449.03        58793.11       114242.15
  1979        15-19            56389.57        58682.07       115071.64
  1979        20-24            54996.17        57362.26       112358.43
  1979        25-29            53916.61        56242.36       110158.97
  1979        30-34            49706.70        53883.31       103590.01
  1979        35-39            39657.73        42610.99        82268.72
  1979        40-44            34118.43        36543.94        70662.37
  1979        45-49            30161.24        32784.07        62945.32
  1979        50-54            29310.76        31747.73        61058.49
  1979        55-59            27189.06        27731.46        54920.52
  1979        60-64            22358.52        20404.85        42763.37
  1979        65-69            21108.19        19003.43        40111.62
  1979        70-74            16457.43        13800.77        30258.20
  1979        75-79            11588.03         8802.18        20390.21
  1979        80-84             6449.58         3542.10         9991.68
  1979        85-89             3333.44         1410.42         4743.85
  1979        90-94             1122.94          377.15         1500.10
  1979        95-99              221.52           63.39          284.91
  1979       100-104              12.40            3.33           15.73
  1979       105-109               0.00            0.00            0.00
  1979       110+                  0.00            0.00            0.00
  1980           0             10094.67        10557.59        20652.25
  1980         1-4             40459.31        42965.25        83424.56
  1980         5-9             55957.06        58717.67       114674.73
  1980        10-14            57190.11        60533.20       117723.31
  1980        15-19            56640.58        58622.08       115262.65
  1980        20-24            56380.13        58573.22       114953.36
  1980        25-29            55414.15        57711.76       113125.91
  1980        30-34            52763.78        56455.90       109219.67
  1980        35-39            41280.30        44433.03        85713.34
  1980        40-44            35312.40        37885.94        73198.34
  1980        45-49            30514.24        32788.04        63302.27
  1980        50-54            29857.65        32226.86        62084.51
