gender,age,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
F,0,33115.4260201691,34436.9480806442,33521.1290645091,33727.9197363627,33954.8919563321,33946.8358835221,34665.7510334282,34749.9191753885,34680.4214434293,34340.3270953238
F,1,32009.1353284167,33049.3802139181,34387.7262784885,34035.0489045648,33734.9230168625,33835.6282788129,34181.622563284,34663.6062123531,34812.7476815654,34707.0656988445
F,2,32071.7875762806,32231.8115931023,33304.8985477231,33886.7831868642,33845.5639417087,33957.9867098923,33790.2737144434,34166.320014735,34640.9834409337,34836.3512620937
F,3,32652.1929027512,32059.1569829778,32014.0703844811,33297.6114598699,34362.8131785014,34087.6970815618,33750.3976229583,33837.8983664399,34269.7787979927,34668.1843806693
F,4,32948.1412497722,32488.3787297459,32036.5866595243,32474.6095667277,33365.6685787504,33946.7990332346,34239.3021415114,33992.6303369162,33900.5671747413,34242.7835447965
F,5,32864.5939925434,33000.6608693611,32717.2415582996,32033.0938862638,32116.6493891557,33430.4188180744,34382.1040335966,34256.0351766186,33873.507322925,33951.3548900761
F,6,32509.596256936,33035.7685722844,33027.5060355379,32440.3028153399,32125.1510796476,32615.9301931319,33399.1936666229,34143.8126453329,34354.5059779398,34118.4955511623
F,7,31966.5381447377,32583.9682168128,32903.5582585697,33074.6655886753,32788.3275477858,32136.909646065,32330.9686790299,33576.4382453313,34494.569991368,34369.2726888329
F,8,31362.8627328166,31858.3141445468,32553.4172647784,33128.943823337,33095.0244387456,32524.3792799166,32299.2401370574,32710.2044202133,33507.8025751315,34210.2297999942
F,9,31076.6295776941,31295.583370239,32038.993488786,32634.052086085,32969.9066305603,33163.3086453172,32840.4996895265,32199.6575322229,32412.4017351593,33609.1156680886
F,10,31402.1180654196,31263.8691873536,31438.733762309,31915.2210469569,32619.6507939585,33212.4629492363,33144.0115416895,32594.0397752901,32352.370633567,32764.3329638481
F,11,31828.1118711575,31544.3475552987,31142.3121999228,31377.3958958627,32107.1009479023,32699.8266253565,33066.8172935061,33259.4194728019,32887.9329270518,32270.0019980017
F,12,31706.7711395361,31760.0525255574,31478.8760870495,31338.9236245723,31505.8430031523,31969.8362564953,32701.4922511283,33300.5746453417,33197.5581956163,32628.3824030403
F,13,31235.9574125692,31703.3194811821,31924.3492715144,31600.2460906108,31200.2777402788,31429.8580055715,32151.667956922,32757.5898672555,33120.8999886874,33260.0828575185
F,14,30872.2174500068,31303.0850778981,31785.809928293,31810.6591486415,31531.5984268456,31403.4583693213,31559.5988073132,32018.1794372012,32747.5030547397,33317.6905907275
F,15,30881.1415925066,30909.4401031994,31284.1869007021,31770.0449899977,32002.7791462629,31701.2632673867,31285.2122194234,31483.0434952869,32195.7663734033,32807.0833669053
F,16,31418.2856094076,30948.4252560936,30929.2945829189,31402.7490768695,31919.6379189357,31967.5536839411,31637.6935637151,31462.9198315896,31620.4524356214,32077.9128232093
F,17,32317.9045412325,31465.621118253,30964.069544038,31032.4804981297,31460.9183679669,31967.9994042335,32132.9512275487,31776.1673289525,31360.5319489478,31537.7909604957
F,18,33257.0218349925,32344.0556375394,31502.039878898,31070.5709665376,31111.9632159588,31591.065922433,32075.4957763591,32067.6147571644,31710.4747146404,31521.2470007501
F,19,33795.6957865389,33266.2185721916,32392.9762099935,31582.9089283752,31137.986453399,31191.9493751364,31621.5789946858,32087.0929108662,32205.1803049538,31843.3693466156
F,20,33508.0964769984,33809.2065957433,33342.7155468362,32475.099496585,31683.3926377651,31240.1313896815,31253.8724936166,31704.1034295192,32154.9042291668,32127.5200195162
F,21,32476.1491294267,33619.4626695054,33899.4781243285,33412.0292727823,32588.721184853,31786.4252370938,31266.9631834518,31290.2232310944,31710.0412574599,32142.081316929
F,22,31048.7062283758,32513.4112914685,33605.1574058721,33934.3293795366,33529.8312098057,32688.6709500636,31837.9354503853,31352.5834179398,31361.3158023298,31783.6787577023
F,23,29802.7046130819,31043.7673121098,32558.5099636988,33711.9089078908,34061.1385804915,33608.9965071173,32777.8831427392,31926.0007020184,31388.3055394335,31392.5202674645
F,24,29256.4627578946,29934.7950681391,31146.2796664138,32603.2849987017,33742.3619968864,34102.1187994613,33701.7211086218,32824.1268572196,31946.075727167,31443.1353821357
F,25,29165.4601615977,29332.5980923871,29917.1665656555,31143.899099245,32677.980172738,33855.4761030868,34187.1489152292,33722.3345427041,32864.3672267786,31991.9335554897
F,26,29011.4783960788,29132.6037570758,29356.7608948813,30039.4280767575,31261.4395000818,32740.776831022,33852.9274823733,34210.8031282998,33785.2648189246,32884.823493335
F,27,28781.626222646,29076.2271636392,29247.6505039904,29432.0305413878,30026.5779597864,31275.5029320996,32801.1820840347,33971.2722709779,34277.3234077324,33789.1635312064
