QLD, Death rates (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971           0             0.017941        0.021398        0.019705
  1971         1-4             0.000896        0.000967        0.000932
  1971         5-9             0.000200        0.000488        0.000347
  1971        10-14            0.000164        0.000552        0.000363
  1971        15-19            0.000741        0.001909        0.001332
  1971        20-24            0.000832        0.002029        0.001446
  1971        25-29            0.000876        0.001595        0.001246
  1971        30-34            0.001102        0.001838        0.001480
  1971        35-39            0.001372        0.002619        0.002010
  1971        40-44            0.002611        0.004085        0.003368
  1971        45-49            0.003983        0.005998        0.005015
  1971        50-54            0.005871        0.010237        0.008065
  1971        55-59            0.008471        0.016804        0.012630
  1971        60-64            0.012555        0.026082        0.019253
  1971        65-69            0.018778        0.036851        0.027591
  1971        70-74            0.030469        0.058051        0.042850
  1971        75-79            0.057117        0.091359        0.071203
  1971        80-84            0.090545        0.136879        0.108755
  1971        85-89            0.161803        0.196186        0.174216
  1971        90-94            0.242012        0.285391        0.255155
  1971        95-99            0.369040        0.279874        0.346744
  1971       100-104           0.696086        0.208478        0.621022
  1971       105-109           4.193548              .        4.193548
  1971       110+                    .              .              .
  1972           0             0.015627        0.019860        0.017784
  1972         1-4             0.000859        0.001031        0.000947
  1972         5-9             0.000392        0.000373        0.000382
  1972        10-14            0.000319        0.000487        0.000405
  1972        15-19            0.000610        0.001847        0.001237
  1972        20-24            0.000759        0.002079        0.001436
  1972        25-29            0.000666        0.001362        0.001024
  1972        30-34            0.000962        0.001681        0.001332
  1972        35-39            0.001340        0.002453        0.001911
  1972        40-44            0.002454        0.003828        0.003160
  1972        45-49            0.004020        0.005970        0.005020
  1972        50-54            0.005373        0.010558        0.007993
  1972        55-59            0.008377        0.016590        0.012444
  1972        60-64            0.012096        0.026706        0.019296
  1972        65-69            0.019201        0.039402        0.029042
  1972        70-74            0.032819        0.058832        0.044591
  1972        75-79            0.055548        0.090463        0.069740
  1972        80-84            0.091192        0.130030        0.106221
  1972        85-89            0.152875        0.186407        0.165019
  1972        90-94            0.227086        0.286388        0.244991
  1972        95-99            0.333527        0.289203        0.321540
  1972       100-104           0.585324        0.492106        0.561322
  1972       105-109           6.000000              .        6.000000
  1972       110+                    .              .              .
  1973           0             0.015346        0.019153        0.017294
  1973         1-4             0.000969        0.001056        0.001014
  1973         5-9             0.000345        0.000433        0.000390
  1973        10-14            0.000136        0.000556        0.000351
  1973        15-19            0.000728        0.002003        0.001376
  1973        20-24            0.000659        0.002276        0.001487
  1973        25-29            0.000533        0.001516        0.001039
  1973        30-34            0.000993        0.001718        0.001366
  1973        35-39            0.001571        0.002467        0.002031
  1973        40-44            0.002279        0.003824        0.003074
  1973        45-49            0.004473        0.006533        0.005530
  1973        50-54            0.005269        0.009726        0.007530
  1973        55-59            0.008332        0.016148        0.012190
  1973        60-64            0.011340        0.026082        0.018562
  1973        65-69            0.017861        0.038003        0.027637
  1973        70-74            0.032522        0.056555        0.043489
  1973        75-79            0.054657        0.091271        0.069513
  1973        80-84            0.092443        0.127034        0.105659
  1973        85-89            0.146623        0.185223        0.160553
  1973        90-94            0.211429        0.238515        0.219763
  1973        95-99            0.337530        0.364590        0.344842
  1973       100-104           0.714351        0.592199        0.680368
  1973       105-109           6.000000              .        6.000000
  1973       110+                    .              .              .
  1974           0             0.013220        0.018641        0.016001
  1974         1-4             0.000801        0.001198        0.001003
  1974         5-9             0.000436        0.000403        0.000419
  1974        10-14            0.000342        0.000384        0.000363
  1974        15-19            0.000775        0.001920        0.001358
  1974        20-24            0.000604        0.002035        0.001335
  1974        25-29            0.000660        0.001621        0.001154
  1974        30-34            0.000734        0.001634        0.001197
  1974        35-39            0.001252        0.002667        0.001978
  1974        40-44            0.002246        0.004056        0.003178
  1974        45-49            0.004196        0.007006        0.005640
  1974        50-54            0.005735        0.011290        0.008560
  1974        55-59            0.008617        0.016645        0.012571
  1974        60-64            0.012752        0.026460        0.019437
  1974        65-69            0.019935        0.037815        0.028610
  1974        70-74            0.031163        0.062011        0.045297
  1974        75-79            0.056538        0.087991        0.069351
  1974        80-84            0.105008        0.142141        0.118996
  1974        85-89            0.165526        0.230192        0.188447
  1974        90-94            0.246633        0.317692        0.268678
  1974        95-99            0.416769        0.549336        0.450843
  1974       100-104           0.710028        1.629943        0.900544
  1974       105-109                 .              .              .
  1974       110+                    .              .              .
  1975           0             0.012852        0.016697        0.014816
  1975         1-4             0.000779        0.000960        0.000871
  1975         5-9             0.000285        0.000460        0.000375
  1975        10-14            0.000302        0.000485        0.000395
  1975        15-19            0.000508        0.001690        0.001111
  1975        20-24            0.000485        0.001845        0.001179
