"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"0"	"Female"	"F"	"2001"	"2001"	5803	1130915	513.1
	"< 1 year"	"0"	"Female"	"F"	"2002"	"2002"	5757	1098967	523.9
	"< 1 year"	"0"	"Female"	"F"	"2003"	"2003"	5632	1097359	513.2
	"< 1 year"	"0"	"Female"	"F"	"2004"	"2004"	5647	1097641	514.5
	"< 1 year"	"0"	"Female"	"F"	"2005"	"2005"	5608	1073760	522.3
	"< 1 year"	"0"	"Female"	"F"	"2006"	"2006"	5622	1067466	526.7
	"< 1 year"	"0"	"Female"	"F"	"2007"	"2007"	5658	1077101	525.3
	"< 1 year"	"0"	"Female"	"F"	"2008"	"2008"	5497	1065232	516.0
	"< 1 year"	"0"	"Female"	"F"	"2009"	"2009"	5078	1027561	494.2
	"< 1 year"	"0"	"Female"	"F"	"2010"	"2010"	4881	1015973	480.4
	"< 1 year"	"0"	"Female"	"F"	"2011"	"2011"	4760	1015784	468.6
	"< 1 year"	"0"	"Female"	"F"	"2012"	"2012"	4715	1004886	469.2
	"< 1 year"	"0"	"Female"	"F"	"2013"	"2013"	4518	1007308	448.5
	"< 1 year"	"0"	"Female"	"F"	"2014"	"2014"	4540	1006751	451.0
	"< 1 year"	"0"	"Female"	"F"	"2015"	"2015"	4519	1013973	445.7
	"< 1 year"	"0"	"Female"	"F"	"2016"	"2016"	4424	1008535	438.7
	"< 1 year"	"0"	"Female"	"F"	"2017"	"2017"	4078	995944	409.5
	"< 1 year"	"0"	"Female"	"F"	"2018"	"2018"	4047	973081	415.9
	"< 1 year"	"0"	"Female"	"F"	"2019"	"2019"	3786	962496	393.4
	"< 1 year"	"0"	"Female"	"F"	"2020 "	"2020"	3683	929733	396.1
	"< 1 year"	"0"	"Male"	"M"	"2001"	"2001"	7508	1186474	632.8
	"< 1 year"	"0"	"Male"	"M"	"2002"	"2002"	7706	1155046	667.2
	"< 1 year"	"0"	"Male"	"M"	"2003"	"2003"	7591	1154996	657.2
	"< 1 year"	"0"	"Male"	"M"	"2004"	"2004"	7399	1155250	640.5
	"< 1 year"	"0"	"Male"	"M"	"2005"	"2005"	7418	1130089	656.4
	"< 1 year"	"0"	"Male"	"M"	"2006"	"2006"	7284	1124354	647.8
	"< 1 year"	"0"	"Male"	"M"	"2007"	"2007"	7340	1133543	647.5
	"< 1 year"	"0"	"Male"	"M"	"2008"	"2008"	7022	1118406	627.9
	"< 1 year"	"0"	"Male"	"M"	"2009"	"2009"	6530	1080480	604.4
	"< 1 year"	"0"	"Male"	"M"	"2010"	"2010"	6144	1066887	575.9
	"< 1 year"	"0"	"Male"	"M"	"2011"	"2011"	6082	1062152	572.6
	"< 1 year"	"0"	"Male"	"M"	"2012"	"2012"	5886	1054481	558.2
	"< 1 year"	"0"	"Male"	"M"	"2013"	"2013"	6045	1057748	571.5
	"< 1 year"	"0"	"Male"	"M"	"2014"	"2014"	5801	1054908	549.9
	"< 1 year"	"0"	"Male"	"M"	"2015"	"2015"	5758	1064065	541.1
	"< 1 year"	"0"	"Male"	"M"	"2016"	"2016"	5622	1058912	530.9
	"< 1 year"	"0"	"Male"	"M"	"2017"	"2017"	5281	1045373	505.2
	"< 1 year"	"0"	"Male"	"M"	"2018"	"2018"	5197	1021359	508.8
	"< 1 year"	"0"	"Male"	"M"	"2019"	"2019"	4900	1010139	485.1
	"< 1 year"	"0"	"Male"	"M"	"2020 "	"2020"	4567	973421	469.2
	"1 year"	"1"	"Female"	"F"	"2001"	"2001"	455	1105182	41.2
	"1 year"	"1"	"Female"	"F"	"2002"	"2002"	432	1124942	38.4
	"1 year"	"1"	"Female"	"F"	"2003"	"2003"	417	1092307	38.2
	"1 year"	"1"	"Female"	"F"	"2004"	"2004"	467	1089792	42.9
	"1 year"	"1"	"Female"	"F"	"2005"	"2005"	406	1089457	37.3
	"1 year"	"1"	"Female"	"F"	"2006"	"2006"	438	1065058	41.1
	"1 year"	"1"	"Female"	"F"	"2007"	"2007"	416	1057940	39.3
	"1 year"	"1"	"Female"	"F"	"2008"	"2008"	437	1066590	41.0
	"1 year"	"1"	"Female"	"F"	"2009"	"2009"	348	1053816	33.0
	"1 year"	"1"	"Female"	"F"	"2010"	"2010"	401	1029629	38.9
	"1 year"	"1"	"Female"	"F"	"2011"	"2011"	346	1010750	34.2
	"1 year"	"1"	"Female"	"F"	"2012"	"2012"	348	1008638	34.5
	"1 year"	"1"	"Female"	"F"	"2013"	"2013"	373	1006862	37.0
	"1 year"	"1"	"Female"	"F"	"2014"	"2014"	327	1004415	32.6
	"1 year"	"1"	"Female"	"F"	"2015"	"2015"	328	1005904	32.6
	"1 year"	"1"	"Female"	"F"	"2016"	"2016"	333	1008055	33.0
	"1 year"	"1"	"Female"	"F"	"2017"	"2017"	286	999575	28.6
	"1 year"	"1"	"Female"	"F"	"2018"	"2018"	286	986994	29.0
	"1 year"	"1"	"Female"	"F"	"2019"	"2019"	295	972328	30.3
	"1 year"	"1"	"Female"	"F"	"2020 "	"2020"	255	934477	27.3
	"1 year"	"1"	"Male"	"M"	"2001"	"2001"	570	1163429	49.0
	"1 year"	"1"	"Male"	"M"	"2002"	"2002"	544	1179081	46.1
	"1 year"	"1"	"Male"	"M"	"2003"	"2003"	511	1146404	44.6
	"1 year"	"1"	"Male"	"M"	"2004"	"2004"	530	1144905	46.3
	"1 year"	"1"	"Male"	"M"	"2005"	"2005"	548	1144123	47.9
	"1 year"	"1"	"Male"	"M"	"2006"	"2006"	469	1118039	41.9
	"1 year"	"1"	"Male"	"M"	"2007"	"2007"	515	1111001	46.4
	"1 year"	"1"	"Male"	"M"	"2008"	"2008"	541	1118750	48.4
	"1 year"	"1"	"Male"	"M"	"2009"	"2009"	485	1102470	44.0
	"1 year"	"1"	"Male"	"M"	"2010"	"2010"	450	1078620	41.7
	"1 year"	"1"	"Male"	"M"	"2011"	"2011"	450	1060463	42.4
	"1 year"	"1"	"Male"	"M"	"2012"	"2012"	448	1061735	42.2
	"1 year"	"1"	"Male"	"M"	"2013"	"2013"	441	1058758	41.7
	"1 year"	"1"	"Male"	"M"	"2014"	"2014"	381	1054653	36.1
	"1 year"	"1"	"Male"	"M"	"2015"	"2015"	402	1057986	38.0
	"1 year"	"1"	"Male"	"M"	"2016"	"2016"	442	1060651	41.7
	"1 year"	"1"	"Male"	"M"	"2017"	"2017"	429	1051589	40.8
	"1 year"	"1"	"Male"	"M"	"2018"	"2018"	394	1039314	37.9
	"1 year"	"1"	"Male"	"M"	"2019"	"2019"	394	1023467	38.5
	"1 year"	"1"	"Male"	"M"	"2020 "	"2020"	333	980743	34.0
	"2 years"	"2"	"Female"	"F"	"2001"	"2001"	309	1106091	27.9
	"2 years"	"2"	"Female"	"F"	"2002"	"2002"	289	1101714	26.2
	"2 years"	"2"	"Female"	"F"	"2003"	"2003"	292	1121719	26.0
	"2 years"	"2"	"Female"	"F"	"2004"	"2004"	258	1089445	23.7
	"2 years"	"2"	"Female"	"F"	"2005"	"2005"	266	1087549	24.5
	"2 years"	"2"	"Female"	"F"	"2006"	"2006"	253	1087682	23.3
	"2 years"	"2"	"Female"	"F"	"2007"	"2007"	261	1063741	24.5
	"2 years"	"2"	"Female"	"F"	"2008"	"2008"	242	1057028	22.9
	"2 years"	"2"	"Female"	"F"	"2009"	"2009"	246	1065961	23.1
	"2 years"	"2"	"Female"	"F"	"2010"	"2010"	210	1057989	19.8
	"2 years"	"2"	"Female"	"F"	"2011"	"2011"	201	1023849	19.6
	"2 years"	"2"	"Female"	"F"	"2012"	"2012"	234	1017723	23.0
	"2 years"	"2"	"Female"	"F"	"2013"	"2013"	194	1012737	19.2
	"2 years"	"2"	"Female"	"F"	"2014"	"2014"	210	1007991	20.8
	"2 years"	"2"	"Female"	"F"	"2015"	"2015"	217	1006853	21.6
	"2 years"	"2"	"Female"	"F"	"2016"	"2016"	233	1010996	23.0
	"2 years"	"2"	"Female"	"F"	"2017"	"2017"	183	1013520	18.1
	"2 years"	"2"	"Female"	"F"	"2018"	"2018"	216	1000315	21.6
	"2 years"	"2"	"Female"	"F"	"2019"	"2019"	176	993084	17.7
	"2 years"	"2"	"Female"	"F"	"2020 "	"2020"	162	954428	17.0
	"2 years"	"2"	"Male"	"M"	"2001"	"2001"	423	1166088	36.3
	"2 years"	"2"	"Male"	"M"	"2002"	"2002"	366	1159996	31.6
	"2 years"	"2"	"Male"	"M"	"2003"	"2003"	387	1176079	32.9
	"2 years"	"2"	"Male"	"M"	"2004"	"2004"	350	1144151	30.6
	"2 years"	"2"	"Male"	"M"	"2005"	"2005"	395	1143528	34.5
	"2 years"	"2"	"Male"	"M"	"2006"	"2006"	322	1143439	28.2
	"2 years"	"2"	"Male"	"M"	"2007"	"2007"	331	1118123	29.6
	"2 years"	"2"	"Male"	"M"	"2008"	"2008"	348	1111756	31.3
	"2 years"	"2"	"Male"	"M"	"2009"	"2009"	310	1120077	27.7
	"2 years"	"2"	"Male"	"M"	"2010"	"2010"	323	1110055	29.1
	"2 years"	"2"	"Male"	"M"	"2011"	"2011"	300	1073366	27.9
	"2 years"	"2"	"Male"	"M"	"2012"	"2012"	305	1068106	28.6
	"2 years"	"2"	"Male"	"M"	"2013"	"2013"	305	1067640	28.6
	"2 years"	"2"	"Male"	"M"	"2014"	"2014"	286	1059804	27.0
	"2 years"	"2"	"Male"	"M"	"2015"	"2015"	269	1057880	25.4
	"2 years"	"2"	"Male"	"M"	"2016"	"2016"	291	1066529	27.3
	"2 years"	"2"	"Male"	"M"	"2017"	"2017"	314	1066759	29.4
	"2 years"	"2"	"Male"	"M"	"2018"	"2018"	289	1052939	27.4
	"2 years"	"2"	"Male"	"M"	"2019"	"2019"	241	1045177	23.1
	"2 years"	"2"	"Male"	"M"	"2020 "	"2020"	249	1002634	24.8
	"3 years"	"3"	"Female"	"F"	"2001"	"2001"	226	1108718	20.4
	"3 years"	"3"	"Female"	"F"	"2002"	"2002"	204	1103745	18.5
	"3 years"	"3"	"Female"	"F"	"2003"	"2003"	219	1100110	19.9
	"3 years"	"3"	"Female"	"F"	"2004"	"2004"	202	1120719	18.0
	"3 years"	"3"	"Female"	"F"	"2005"	"2005"	186	1089475	17.1
	"3 years"	"3"	"Female"	"F"	"2006"	"2006"	181	1088393	16.6
	"3 years"	"3"	"Female"	"F"	"2007"	"2007"	194	1089347	17.8
	"3 years"	"3"	"Female"	"F"	"2008"	"2008"	173	1066231	16.2
	"3 years"	"3"	"Female"	"F"	"2009"	"2009"	179	1060236	16.9
	"3 years"	"3"	"Female"	"F"	"2010"	"2010"	175	1070876	16.3
	"3 years"	"3"	"Female"	"F"	"2011"	"2011"	175	1056652	16.6
	"3 years"	"3"	"Female"	"F"	"2012"	"2012"	183	1024511	17.9
	"3 years"	"3"	"Female"	"F"	"2013"	"2013"	141	1018339	13.8
	"3 years"	"3"	"Female"	"F"	"2014"	"2014"	144	1014907	14.2
	"3 years"	"3"	"Female"	"F"	"2015"	"2015"	148	1009834	14.7
	"3 years"	"3"	"Female"	"F"	"2016"	"2016"	152	1008587	15.1
	"3 years"	"3"	"Female"	"F"	"2017"	"2017"	159	1013144	15.7
	"3 years"	"3"	"Female"	"F"	"2018"	"2018"	140	1013904	13.8
	"3 years"	"3"	"Female"	"F"	"2019"	"2019"	133	1006098	13.2
	"3 years"	"3"	"Female"	"F"	"2020 "	"2020"	151	972007	15.5
	"3 years"	"3"	"Male"	"M"	"2001"	"2001"	329	1167676	28.2
	"3 years"	"3"	"Male"	"M"	"2002"	"2002"	280	1163401	24.1
	"3 years"	"3"	"Male"	"M"	"2003"	"2003"	298	1157993	25.7
	"3 years"	"3"	"Male"	"M"	"2004"	"2004"	248	1174759	21.1
	"3 years"	"3"	"Male"	"M"	"2005"	"2005"	243	1143823	21.2
	"3 years"	"3"	"Male"	"M"	"2006"	"2006"	260	1144097	22.7
	"3 years"	"3"	"Male"	"M"	"2007"	"2007"	259	1144833	22.6
	"3 years"	"3"	"Male"	"M"	"2008"	"2008"	284	1120373	25.3
	"3 years"	"3"	"Male"	"M"	"2009"	"2009"	263	1114763	23.6
	"3 years"	"3"	"Male"	"M"	"2010"	"2010"	271	1124599	24.1
	"3 years"	"3"	"Male"	"M"	"2011"	"2011"	253	1107183	22.9
	"3 years"	"3"	"Male"	"M"	"2012"	"2012"	239	1074127	22.3
	"3 years"	"3"	"Male"	"M"	"2013"	"2013"	215	1068562	20.1
	"3 years"	"3"	"Male"	"M"	"2014"	"2014"	205	1069674	19.2
	"3 years"	"3"	"Male"	"M"	"2015"	"2015"	235	1061553	22.1
	"3 years"	"3"	"Male"	"M"	"2016"	"2016"	213	1060018	20.1
	"3 years"	"3"	"Male"	"M"	"2017"	"2017"	201	1068779	18.8
	"3 years"	"3"	"Male"	"M"	"2018"	"2018"	212	1067449	19.9
	"3 years"	"3"	"Male"	"M"	"2019"	"2019"	189	1058209	17.9
	"3 years"	"3"	"Male"	"M"	"2020 "	"2020"	204	1022843	19.9
	"4 years"	"4"	"Female"	"F"	"2001"	"2001"	190	1121784	16.9
	"4 years"	"4"	"Female"	"F"	"2002"	"2002"	146	1107123	13.2
	"4 years"	"4"	"Female"	"F"	"2003"	"2003"	188	1102806	17.0
	"4 years"	"4"	"Female"	"F"	"2004"	"2004"	166	1099880	15.1
	"4 years"	"4"	"Female"	"F"	"2005"	"2005"	138	1121499	12.3
	"4 years"	"4"	"Female"	"F"	"2006"	"2006"	160	1091094	14.7
	"4 years"	"4"	"Female"	"F"	"2007"	"2007"	138	1090869	12.7
	"4 years"	"4"	"Female"	"F"	"2008"	"2008"	156	1092698	14.3
	"4 years"	"4"	"Female"	"F"	"2009"	"2009"	146	1070330	13.6
	"4 years"	"4"	"Female"	"F"	"2010"	"2010"	134	1066848	12.6
	"4 years"	"4"	"Female"	"F"	"2011"	"2011"	156	1066999	14.6
	"4 years"	"4"	"Female"	"F"	"2012"	"2012"	127	1057265	12.0
	"4 years"	"4"	"Female"	"F"	"2013"	"2013"	120	1025326	11.7
	"4 years"	"4"	"Female"	"F"	"2014"	"2014"	135	1019717	13.2
	"4 years"	"4"	"Female"	"F"	"2015"	"2015"	119	1016627	11.7
	"4 years"	"4"	"Female"	"F"	"2016"	"2016"	147	1011507	14.5
	"4 years"	"4"	"Female"	"F"	"2017"	"2017"	123	1010287	12.2
	"4 years"	"4"	"Female"	"F"	"2018"	"2018"	116	1013651	11.4
	"4 years"	"4"	"Female"	"F"	"2019"	"2019"	122	1019423	12.0
	"4 years"	"4"	"Female"	"F"	"2020 "	"2020"	106	1006925	10.5
	"4 years"	"4"	"Male"	"M"	"2001"	"2001"	270	1178816	22.9
	"4 years"	"4"	"Male"	"M"	"2002"	"2002"	241	1166582	20.7
	"4 years"	"4"	"Male"	"M"	"2003"	"2003"	227	1163341	19.5
	"4 years"	"4"	"Male"	"M"	"2004"	"2004"	237	1159039	20.4
	"4 years"	"4"	"Male"	"M"	"2005"	"2005"	222	1177149	18.9
	"4 years"	"4"	"Male"	"M"	"2006"	"2006"	196	1147483	17.1
	"4 years"	"4"	"Male"	"M"	"2007"	"2007"	211	1148911	18.4
	"4 years"	"4"	"Male"	"M"	"2008"	"2008"	192	1150857	16.7
	"4 years"	"4"	"Male"	"M"	"2009"	"2009"	204	1127437	18.1
	"4 years"	"4"	"Male"	"M"	"2010"	"2010"	175	1125214	15.6
	"4 years"	"4"	"Male"	"M"	"2011"	"2011"	174	1120759	15.5
	"4 years"	"4"	"Male"	"M"	"2012"	"2012"	210	1107943	19.0
	"4 years"	"4"	"Male"	"M"	"2013"	"2013"	188	1074930	17.5
	"4 years"	"4"	"Male"	"M"	"2014"	"2014"	188	1069781	17.6
	"4 years"	"4"	"Male"	"M"	"2015"	"2015"	177	1071210	16.5
	"4 years"	"4"	"Male"	"M"	"2016"	"2016"	167	1063405	15.7
	"4 years"	"4"	"Male"	"M"	"2017"	"2017"	163	1062095	15.3
	"4 years"	"4"	"Male"	"M"	"2018"	"2018"	172	1069521	16.1
	"4 years"	"4"	"Male"	"M"	"2019"	"2019"	150	1072781	14.0
	"4 years"	"4"	"Male"	"M"	"2020 "	"2020"	154	1058710	14.5
	"5 years"	"5"	"Female"	"F"	"2001"	"2001"	175	1148762	15.2
	"5 years"	"5"	"Female"	"F"	"2002"	"2002"	167	1121048	14.9
	"5 years"	"5"	"Female"	"F"	"2003"	"2003"	132	1107066	11.9
	"5 years"	"5"	"Female"	"F"	"2004"	"2004"	155	1103529	14.0
	"5 years"	"5"	"Female"	"F"	"2005"	"2005"	147	1101529	13.3
	"5 years"	"5"	"Female"	"F"	"2006"	"2006"	168	1124080	14.9
	"5 years"	"5"	"Female"	"F"	"2007"	"2007"	129	1094534	11.8
	"5 years"	"5"	"Female"	"F"	"2008"	"2008"	137	1095209	12.5
	"5 years"	"5"	"Female"	"F"	"2009"	"2009"	112	1097849	10.2
	"5 years"	"5"	"Female"	"F"	"2010"	"2010"	117	1077752	10.9
	"5 years"	"5"	"Female"	"F"	"2011"	"2011"	129	1068177	12.1
	"5 years"	"5"	"Female"	"F"	"2012"	"2012"	117	1067871	11.0
	"5 years"	"5"	"Female"	"F"	"2013"	"2013"	114	1058025	10.8
	"5 years"	"5"	"Female"	"F"	"2014"	"2014"	124	1026415	12.1
	"5 years"	"5"	"Female"	"F"	"2015"	"2015"	104	1021011	10.2
	"5 years"	"5"	"Female"	"F"	"2016"	"2016"	114	1018325	11.2
	"5 years"	"5"	"Female"	"F"	"2017"	"2017"	95	1012971	9.4
	"5 years"	"5"	"Female"	"F"	"2018"	"2018"	120	1011080	11.9
	"5 years"	"5"	"Female"	"F"	"2019"	"2019"	109	1018925	10.7
	"5 years"	"5"	"Female"	"F"	"2020 "	"2020"	88	1016414	8.7
	"5 years"	"5"	"Male"	"M"	"2001"	"2001"	207	1213382	17.1
	"5 years"	"5"	"Male"	"M"	"2002"	"2002"	202	1177689	17.2
	"5 years"	"5"	"Male"	"M"	"2003"	"2003"	199	1166000	17.1
	"5 years"	"5"	"Male"	"M"	"2004"	"2004"	194	1163389	16.7
	"5 years"	"5"	"Male"	"M"	"2005"	"2005"	190	1159896	16.4
	"5 years"	"5"	"Male"	"M"	"2006"	"2006"	205	1178809	17.4
	"5 years"	"5"	"Male"	"M"	"2007"	"2007"	168	1149738	14.6
	"5 years"	"5"	"Male"	"M"	"2008"	"2008"	164	1151980	14.2
	"5 years"	"5"	"Male"	"M"	"2009"	"2009"	159	1154525	13.8
	"5 years"	"5"	"Male"	"M"	"2010"	"2010"	155	1132791	13.7
	"5 years"	"5"	"Male"	"M"	"2011"	"2011"	162	1125394	14.4
	"5 years"	"5"	"Male"	"M"	"2012"	"2012"	141	1121652	12.6
	"5 years"	"5"	"Male"	"M"	"2013"	"2013"	172	1108775	15.5
	"5 years"	"5"	"Male"	"M"	"2014"	"2014"	153	1075896	14.2
	"5 years"	"5"	"Male"	"M"	"2015"	"2015"	153	1071054	14.3
	"5 years"	"5"	"Male"	"M"	"2016"	"2016"	130	1072732	12.1
	"5 years"	"5"	"Male"	"M"	"2017"	"2017"	155	1065196	14.6
	"5 years"	"5"	"Male"	"M"	"2018"	"2018"	137	1062973	12.9
	"5 years"	"5"	"Male"	"M"	"2019"	"2019"	129	1074954	12.0
	"5 years"	"5"	"Male"	"M"	"2020 "	"2020"	153	1069319	14.3
	"6 years"	"6"	"Female"	"F"	"2001"	"2001"	168	1167831	14.4
	"6 years"	"6"	"Female"	"F"	"2002"	"2002"	129	1145656	11.3
	"6 years"	"6"	"Female"	"F"	"2003"	"2003"	126	1117379	11.3
	"6 years"	"6"	"Female"	"F"	"2004"	"2004"	134	1102848	12.2
	"6 years"	"6"	"Female"	"F"	"2005"	"2005"	163	1098949	14.8
	"6 years"	"6"	"Female"	"F"	"2006"	"2006"	145	1096562	13.2
	"6 years"	"6"	"Female"	"F"	"2007"	"2007"	141	1118560	12.6
	"6 years"	"6"	"Female"	"F"	"2008"	"2008"	114	1088692	10.5
	"6 years"	"6"	"Female"	"F"	"2009"	"2009"	121	1088846	11.1
	"6 years"	"6"	"Female"	"F"	"2010"	"2010"	116	1095897	10.6
	"6 years"	"6"	"Female"	"F"	"2011"	"2011"	102	1077087	9.5
	"6 years"	"6"	"Female"	"F"	"2012"	"2012"	106	1069048	9.9
	"6 years"	"6"	"Female"	"F"	"2013"	"2013"	113	1068600	10.6
	"6 years"	"6"	"Female"	"F"	"2014"	"2014"	88	1059039	8.3
	"6 years"	"6"	"Female"	"F"	"2015"	"2015"	127	1027443	12.4
	"6 years"	"6"	"Female"	"F"	"2016"	"2016"	99	1022115	9.7
	"6 years"	"6"	"Female"	"F"	"2017"	"2017"	94	1019522	9.2
	"6 years"	"6"	"Female"	"F"	"2018"	"2018"	87	1013879	8.6
	"6 years"	"6"	"Female"	"F"	"2019"	"2019"	93	1016096	9.2
	"6 years"	"6"	"Female"	"F"	"2020 "	"2020"	99	1016286	9.7
	"6 years"	"6"	"Male"	"M"	"2001"	"2001"	194	1234617	15.7
	"6 years"	"6"	"Male"	"M"	"2002"	"2002"	176	1210109	14.5
	"6 years"	"6"	"Male"	"M"	"2003"	"2003"	190	1173836	16.2
	"6 years"	"6"	"Male"	"M"	"2004"	"2004"	189	1161537	16.3
	"6 years"	"6"	"Male"	"M"	"2005"	"2005"	182	1158486	15.7
	"6 years"	"6"	"Male"	"M"	"2006"	"2006"	152	1154596	13.2
	"6 years"	"6"	"Male"	"M"	"2007"	"2007"	178	1172888	15.2
	"6 years"	"6"	"Male"	"M"	"2008"	"2008"	151	1143530	13.2
	"6 years"	"6"	"Male"	"M"	"2009"	"2009"	121	1145203	10.6
	"6 years"	"6"	"Male"	"M"	"2010"	"2010"	141	1152094	12.2
	"6 years"	"6"	"Male"	"M"	"2011"	"2011"	151	1132059	13.3
	"6 years"	"6"	"Male"	"M"	"2012"	"2012"	126	1126318	11.2
	"6 years"	"6"	"Male"	"M"	"2013"	"2013"	147	1122403	13.1
	"6 years"	"6"	"Male"	"M"	"2014"	"2014"	128	1109637	11.5
	"6 years"	"6"	"Male"	"M"	"2015"	"2015"	140	1076974	13.0
	"6 years"	"6"	"Male"	"M"	"2016"	"2016"	130	1071816	12.1
	"6 years"	"6"	"Male"	"M"	"2017"	"2017"	117	1074301	10.9
	"6 years"	"6"	"Male"	"M"	"2018"	"2018"	117	1066082	11.0
	"6 years"	"6"	"Male"	"M"	"2019"	"2019"	104	1068308	9.7
	"6 years"	"6"	"Male"	"M"	"2020 "	"2020"	114	1072162	10.6
	"7 years"	"7"	"Female"	"F"	"2001"	"2001"	167	1180376	14.1
	"7 years"	"7"	"Female"	"F"	"2002"	"2002"	131	1166600	11.2
	"7 years"	"7"	"Female"	"F"	"2003"	"2003"	149	1144934	13.0
	"7 years"	"7"	"Female"	"F"	"2004"	"2004"	111	1117132	9.9
	"7 years"	"7"	"Female"	"F"	"2005"	"2005"	136	1103173	12.3
	"7 years"	"7"	"Female"	"F"	"2006"	"2006"	125	1099930	11.4
	"7 years"	"7"	"Female"	"F"	"2007"	"2007"	119	1098128	10.8
	"7 years"	"7"	"Female"	"F"	"2008"	"2008"	114	1120733	10.2
	"7 years"	"7"	"Female"	"F"	"2009"	"2009"	86	1091294	7.9
	"7 years"	"7"	"Female"	"F"	"2010"	"2010"	103	1087542	9.5
	"7 years"	"7"	"Female"	"F"	"2011"	"2011"	105	1093493	9.6
	"7 years"	"7"	"Female"	"F"	"2012"	"2012"	80	1077950	7.4
	"7 years"	"7"	"Female"	"F"	"2013"	"2013"	92	1069643	8.6
	"7 years"	"7"	"Female"	"F"	"2014"	"2014"	94	1069513	8.8
	"7 years"	"7"	"Female"	"F"	"2015"	"2015"	93	1059987	8.8
	"7 years"	"7"	"Female"	"F"	"2016"	"2016"	98	1028354	9.5
	"7 years"	"7"	"Female"	"F"	"2017"	"2017"	103	1022118	10.1
	"7 years"	"7"	"Female"	"F"	"2018"	"2018"	73	1020500	7.2
	"7 years"	"7"	"Female"	"F"	"2019"	"2019"	82	1018621	8.1
	"7 years"	"7"	"Female"	"F"	"2020 "	"2020"	88	1013679	8.7
	"7 years"	"7"	"Male"	"M"	"2001"	"2001"	174	1246954	14.0
	"7 years"	"7"	"Male"	"M"	"2002"	"2002"	189	1233433	15.3
	"7 years"	"7"	"Male"	"M"	"2003"	"2003"	175	1209456	14.5
	"7 years"	"7"	"Male"	"M"	"2004"	"2004"	191	1173787	16.3
	"7 years"	"7"	"Male"	"M"	"2005"	"2005"	166	1162109	14.3
	"7 years"	"7"	"Male"	"M"	"2006"	"2006"	153	1159899	13.2
	"7 years"	"7"	"Male"	"M"	"2007"	"2007"	168	1156585	14.5
	"7 years"	"7"	"Male"	"M"	"2008"	"2008"	137	1175580	11.7
	"7 years"	"7"	"Male"	"M"	"2009"	"2009"	129	1146741	11.2
	"7 years"	"7"	"Male"	"M"	"2010"	"2010"	149	1144275	13.0
	"7 years"	"7"	"Male"	"M"	"2011"	"2011"	140	1150718	12.2
	"7 years"	"7"	"Male"	"M"	"2012"	"2012"	137	1132955	12.1
	"7 years"	"7"	"Male"	"M"	"2013"	"2013"	129	1126864	11.4
	"7 years"	"7"	"Male"	"M"	"2014"	"2014"	137	1123104	12.2
	"7 years"	"7"	"Male"	"M"	"2015"	"2015"	111	1110488	10.0
	"7 years"	"7"	"Male"	"M"	"2016"	"2016"	138	1077555	12.8
	"7 years"	"7"	"Male"	"M"	"2017"	"2017"	125	1071820	11.7
	"7 years"	"7"	"Male"	"M"	"2018"	"2018"	115	1075150	10.7
	"7 years"	"7"	"Male"	"M"	"2019"	"2019"	121	1071332	11.3
	"7 years"	"7"	"Male"	"M"	"2020 "	"2020"	114	1065843	10.7
	"8 years"	"8"	"Female"	"F"	"2001"	"2001"	147	1210883	12.1
	"8 years"	"8"	"Female"	"F"	"2002"	"2002"	146	1178901	12.4
	"8 years"	"8"	"Female"	"F"	"2003"	"2003"	136	1165333	11.7
	"8 years"	"8"	"Female"	"F"	"2004"	"2004"	121	1143862	10.6
	"8 years"	"8"	"Female"	"F"	"2005"	"2005"	129	1116427	11.6
	"8 years"	"8"	"Female"	"F"	"2006"	"2006"	109	1102921	9.9
	"8 years"	"8"	"Female"	"F"	"2007"	"2007"	139	1099993	12.6
	"8 years"	"8"	"Female"	"F"	"2008"	"2008"	113	1098492	10.3
	"8 years"	"8"	"Female"	"F"	"2009"	"2009"	98	1121342	8.7
	"8 years"	"8"	"Female"	"F"	"2010"	"2010"	126	1098810	11.5
	"8 years"	"8"	"Female"	"F"	"2011"	"2011"	114	1091293	10.4
	"8 years"	"8"	"Female"	"F"	"2012"	"2012"	101	1094358	9.2
	"8 years"	"8"	"Female"	"F"	"2013"	"2013"	109	1078380	10.1
	"8 years"	"8"	"Female"	"F"	"2014"	"2014"	99	1070398	9.2
	"8 years"	"8"	"Female"	"F"	"2015"	"2015"	113	1070281	10.6
	"8 years"	"8"	"Female"	"F"	"2016"	"2016"	94	1060840	8.9
	"8 years"	"8"	"Female"	"F"	"2017"	"2017"	104	1027991	10.1
	"8 years"	"8"	"Female"	"F"	"2018"	"2018"	100	1023033	9.8
	"8 years"	"8"	"Female"	"F"	"2019"	"2019"	94	1025081	9.2
	"8 years"	"8"	"Female"	"F"	"2020 "	"2020"	87	1016588	8.6
	"8 years"	"8"	"Male"	"M"	"2001"	"2001"	190	1280957	14.8
	"8 years"	"8"	"Male"	"M"	"2002"	"2002"	182	1245769	14.6
	"8 years"	"8"	"Male"	"M"	"2003"	"2003"	174	1232494	14.1
	"8 years"	"8"	"Male"	"M"	"2004"	"2004"	163	1208879	13.5
	"8 years"	"8"	"Male"	"M"	"2005"	"2005"	164	1173606	14.0
